iter	Ve_CDCVGmol(1)	Ve_CLivDCVGmol(1)	Ve_CKidDCVGmol(1)	Ve_CBrnDCVGmol(1)	Ve_CDCVCmol(1)	Ve_CKidDCVCmol(1)	Ve_CBrnDCVCmol(1)	Ve_CNDCVCmol(1)	Ve_CLivNDCVCmol(1)	Ve_CKidNDCVCmol(1)	Ve_CBrnNDCVCmol(1)	M_lnkDCVGC(1)	M_lnkDCVCC(1)	M_lnkElimDCVCC(1)	M_lnkElimNDCVCC(1)	M_lnISkDCVG(1)	M_lnISkDCVC(1)	M_lnISkNDCVC(1)	V_lnkDCVGC(1)	V_lnkDCVCC(1)	V_lnkElimDCVCC(1)	V_lnkElimNDCVCC(1)	V_lnISkDCVG(1)	V_lnISkDCVC(1)	V_lnISkNDCVC(1)	lnkDCVGC(1.1.1)	lnkDCVCC(1.1.1)	lnkElimDCVCC(1.1.1)	lnkElimNDCVCC(1.1.1)	lnISkDCVG(1.1.1.1)	lnISkDCVC(1.1.1.1)	lnISkNDCVC(1.1.1.1)	lnISkDCVG(1.1.1.2)	lnISkDCVC(1.1.1.2)	lnISkNDCVC(1.1.1.2)	lnISkDCVG(1.1.1.3)	lnISkDCVC(1.1.1.3)	lnISkNDCVC(1.1.1.3)	lnISkDCVG(1.1.1.4)	lnISkDCVC(1.1.1.4)	lnISkNDCVC(1.1.1.4)	lnISkDCVG(1.1.1.5)	lnISkDCVC(1.1.1.5)	lnISkNDCVC(1.1.1.5)	lnISkDCVG(1.1.1.6)	lnISkDCVC(1.1.1.6)	lnISkNDCVC(1.1.1.6)	lnISkDCVG(1.1.1.7)	lnISkDCVC(1.1.1.7)	lnISkNDCVC(1.1.1.7)	lnISkDCVG(1.1.1.8)	lnISkDCVC(1.1.1.8)	lnISkNDCVC(1.1.1.8)	LnPrior	LnData	LnPosterior
25000	0.37998	0.876541	1.06698	1.09364	0.665902	0.741638	0.538329	0.44416	0.379192	0.622224	0.784225	1.53091	0.0977155	0.0367138	-2.21322	4.22081	-4.18603	3.96867	0.134794	0.232139	0.107269	0.0581926	0.87378	1.38954	3.14362	1.63961	0.641609	0.0830073	-2.22367	4.21288	-3.40111	3.67178	4.18173	-4.23683	2.07273	3.46459	-2.94354	4.42518	3.68078	-2.7188	3.37633	3.8816	-4.2166	3.33252	3.75831	-3.32158	1.58292	4.5791	-3.39072	1.32434	4.60117	-3.69534	4.11498	-4.684618e+001	-6.205679e+002	-6.674141e+002
25050	0.552927	0.982065	0.78215	1.0198	0.457252	0.748719	0.975982	0.34445	0.569063	0.621512	0.647686	2.39872	0.323164	-0.267717	-2.28304	4.0779	-3.92812	4.22759	0.205075	0.0879512	0.162837	0.573771	1.45227	1.10686	3.37271	1.87561	0.794447	-0.726668	-2.31115	4.12092	-4.26162	3.80431	3.70185	-4.58635	2.72039	3.07849	-3.63115	3.19765	3.71735	-3.50225	3.43942	3.5381	-3.96426	4.58911	4.09043	-4.10993	3.51255	4.23448	-3.59869	4.42238	4.55064	-2.92427	4.07765	-5.079152e+001	-6.156767e+002	-6.664682e+002
25100	0.578892	0.930302	0.828941	0.904532	0.490341	0.973162	0.860322	0.284853	0.477471	0.6714	0.861234	1.93655	0.331739	-0.986528	-2.7423	4.60172	-4.11094	4.20021	0.10434	0.0742338	0.0703731	0.129845	0.938544	2.06635	2.07012	1.5385	0.327518	-0.67775	-2.63303	3.58453	-4.02785	3.22512	3.60916	-3.67325	3.70415	2.6809	-2.76426	4.321	3.70824	-3.55046	1.29177	3.85214	-3.79055	4.1502	4.56237	-3.60947	4.598	4.39214	-3.49164	3.01159	4.13188	-3.02069	 4.28	-4.527535e+001	-6.183387e+002	-6.636141e+002
25150	0.619917	0.956922	1.06622	0.904351	0.460043	0.856035	0.732802	0.446391	0.34281	0.696499	0.68031	1.97792	-0.217878	-0.0959438	-1.60293	4.20876	-2.56594	3.62123	0.0960983	0.15069	0.829996	0.297851	0.977079	0.71209	2.26484	1.86014	0.192938	-1.27621	-1.92386	4.48396	-3.4807	3.78768	3.63922	-3.16699	3.9324	3.00365	-2.49386	3.27592	3.81549	-2.25403	3.20161	3.43571	-3.43333	4.10621	3.44343	-3.44036	3.02268	4.06438	-2.78324	3.23153	3.75756	-3.3071	3.08786	-5.427429e+001	-6.130126e+002	-6.672868e+002
25200	0.44566	1.00397	1.05318	0.955474	0.53641	0.776221	0.760697	0.212664	0.424646	0.67827	0.680796	1.58971	0.833088	-1.53589	-2.55862	4.35776	-3.85546	3.89139	0.139661	0.132299	0.518607	0.0654549	0.752399	0.861574	12.1496	1.78686	0.325757	-1.82529	-2.39794	3.95792	-3.51535	4.1455	4.57293	-3.35966	3.68505	3.87105	-3.03431	4.17827	3.25056	-2.92336	2.01582	3.79231	-4.36104	2.91916	4.2347	-4.12481	2.86782	3.99162	-3.57817	2.8238	4.50964	-4.09011	0.9363	-5.473593e+001	-6.186026e+002	-6.733385e+002
25250	0.325114	0.876821	1.06437	0.896795	0.590458	0.74329	0.823132	0.337907	0.385001	0.694822	0.841881	1.14436	0.596949	-0.499353	-3.09684	4.56601	-3.61797	3.12699	0.0997931	0.248458	0.117397	0.15043	0.738515	0.802278	1.02021	1.93892	0.383709	-0.100746	-2.81692	4.08952	-4.14384	3.90986	3.91589	-3.73613	3.01587	3.44292	-3.42599	3.21553	3.91918	-3.1442	2.87017	3.76314	-3.95479	4.45972	4.04676	-3.94868	1.86382	3.93024	-3.84124	2.68327	3.84825	-3.3773	3.20463	-4.725143e+001	-6.174906e+002	-6.647420e+002
25300	0.409352	1.00676	0.996826	1.04443	0.57726	0.802056	0.554273	0.422233	0.691396	0.504516	0.960182	1.32668	0.367252	1.36719	-3.61237	3.89716	-4.40693	3.96227	0.5042	0.0979377	0.197913	0.180998	0.602669	1.10818	4.26035	1.72694	0.770154	0.467738	-3.3887	3.93377	-4.22352	2.14961	4.13673	-4.3541	3.96558	3.81692	-3.80695	3.69944	3.55334	-4.14476	1.96948	4.01106	-4.05916	0.263228	3.70612	-4.06325	2.5766	4.04901	-3.91323	2.63011	4.32748	-3.96788	2.30067	-5.332964e+001	-6.216375e+002	-6.749672e+002
25350	0.664755	0.8604	0.873442	1.10068	0.461399	0.780019	0.784305	0.465149	0.412107	0.55738	0.858896	1.88846	0.99902	0.741246	-2.3253	4.22434	-4.52292	3.88279	0.163853	0.103812	0.0730819	0.466141	0.491462	1.26187	3.15208	1.61923	0.727107	0.425611	-2.94311	4.04932	-4.00319	3.98304	4.49751	-4.02442	3.17055	3.40647	-3.93721	3.22322	3.78533	-3.87572	3.81432	3.62376	-4.1833	4.23434	4.10483	-3.85611	3.43304	4.27602	-4.39092	2.4261	4.36367	-3.80234	4.267	-4.671263e+001	-6.165219e+002	-6.632346e+002
25400	0.430759	0.885589	0.839699	1.05731	0.596236	0.840171	0.84759	0.273563	0.46406	0.689511	0.735237	2.12025	0.331127	0.940658	-1.46059	3.92506	-4.30995	3.7688	0.0959791	0.147737	0.335751	0.166144	1.09807	1.37059	3.71515	1.85118	0.568641	0.378636	-2.41267	3.54337	-3.88873	3.90406	4.24273	-4.23385	3.58475	3.44833	-3.28154	3.23736	3.98119	-3.41798	0.566255	3.66889	-4.06451	4.50402	3.95369	-4.11081	2.29099	4.53243	-4.17085	3.9334	4.27959	-3.98184	4.32251	-5.106044e+001	-6.151021e+002	-6.661625e+002
25450	0.532432	0.923178	0.767054	0.998651	0.489232	0.767534	0.703294	0.265493	0.453491	0.703419	0.708019	1.8855	0.587879	-0.506822	-2.58737	3.42203	-4.57052	4.42727	0.130657	0.422698	0.157617	0.557523	1.87625	1.2931	4.30203	2.28972	1.19287	-0.591391	-1.65241	3.72971	-4.10179	3.50819	3.02663	-4.22044	3.30467	2.04607	-3.86222	3.26118	3.65017	-3.36172	2.96552	3.1213	-3.63751	4.53242	3.50158	-4.3962	1.92781	3.72699	-3.8739	0.708917	4.01949	-4.33829	2.89135	-5.560691e+001	-6.162832e+002	-6.718901e+002
25500	0.595696	0.972283	0.879375	1.15066	0.355003	0.726472	0.80905	0.326877	0.427225	0.650517	0.719314	1.93423	1.57004	-0.375908	-3.06674	3.72864	-4.31589	4.45648	0.366183	0.123468	0.131592	0.0575805	1.92725	1.56524	2.39119	2.30406	0.869097	-0.404373	-2.66668	2.95972	-3.96887	4.10748	3.06547	-4.25404	2.92179	2.55302	-3.37304	3.97811	2.90327	-4.43103	2.70483	3.40997	-4.35543	3.79088	3.30245	-4.16372	4.21659	3.2504	-4.00962	3.61412	3.28654	-4.15498	3.8244	-4.863419e+001	-6.196272e+002	-6.682614e+002
25550	0.539502	0.9196	0.949028	1.08794	0.416047	0.810923	0.786723	0.264885	0.357708	0.658168	0.697542	2.32181	1.00895	-0.964866	-2.4824	4.06618	-4.43355	4.03486	0.238781	0.0629368	0.367803	0.203807	3.10448	1.7488	1.49118	2.27344	0.528858	-0.783433	-2.63983	3.8475	-4.2211	3.78018	4.174	-4.10837	3.29521	2.43341	-3.0878	4.07951	2.76464	-2.76248	3.35216	3.20143	-4.36505	3.78927	3.23054	-3.5999	2.73534	3.97814	-3.44077	3.58723	3.75399	-3.77686	1.99345	-5.179295e+001	-6.096297e+002	-6.614226e+002
25600	0.581087	0.957136	0.745406	1.06281	0.554904	0.926338	0.803949	0.284565	0.495492	0.722682	0.58161	1.97879	0.513068	-0.024595	-2.503	4.32917	-4.26842	4.45067	0.055672	0.10067	0.0951715	0.131187	3.27997	2.58206	3.46796	1.96699	0.32812	-0.186301	-2.36072	3.31748	-3.81554	3.95216	4.11337	-4.13689	3.14693	2.14314	-3.33384	3.38104	3.68267	-3.47559	1.23952	2.89409	-4.33489	2.70194	4.33201	-4.09426	1.53784	3.72953	-3.08009	3.20236	3.85831	-3.14294	4.06483	-5.097698e+001	-6.162119e+002	-6.671889e+002
25650	0.420326	0.968307	0.866469	0.919974	0.525889	0.778225	0.655231	0.422749	0.440825	0.690145	0.703115	0.710471	0.828386	-1.40932	-0.919854	4.55573	-3.43222	2.40297	0.769908	0.140769	0.433171	0.162155	1.25188	1.62731	1.02586	1.40289	0.41283	-0.98853	-1.12599	4.12282	-3.84455	2.15858	4.379	-3.63178	2.6626	3.1829	-3.046	1.90347	3.99955	-3.74326	1.84472	3.94547	-3.47872	3.94501	4.43197	-3.56573	2.33534	4.50852	-3.07046	2.82293	4.35684	-3.65464	2.05478	-5.182314e+001	-6.141182e+002	-6.659413e+002
25700	0.490145	0.941152	0.921346	1.05672	0.499982	0.769295	0.792919	0.346609	0.278777	0.697589	0.601354	1.50438	0.222547	-1.3475	-1.10888	4.55684	-3.62043	3.89532	0.205689	0.0938603	0.170294	0.155333	0.769458	0.972146	6.10449	1.4584	0.133045	-0.870153	-0.779008	4.27873	-3.14708	2.73217	4.13079	-3.38804	2.38821	3.3273	-2.57424	2.44466	4.17211	-3.75284	0.515248	3.71585	-3.75405	3.31941	4.15135	-3.09632	2.36208	4.6021	-3.02717	0.156156	4.56229	-2.91794	3.05168	-5.018195e+001	-6.089034e+002	-6.590853e+002
25750	0.482032	0.822604	0.811588	0.995076	0.366502	0.847922	0.469012	0.273172	0.594324	0.623697	0.763315	1.41667	0.157442	0.130471	-0.838534	4.46733	-4.36719	2.55873	0.255922	0.162376	0.0642772	0.0734081	1.26627	1.7882	1.12671	1.34722	1.01166	-0.0352836	-0.735279	4.32805	-4.34321	2.30909	3.97151	-4.38743	1.47928	3.4644	-4.06566	1.37311	4.23146	-3.24844	2.18858	3.84176	-4.50288	2.82054	4.06056	-3.7067	1.98273	4.46595	-3.69382	2.31113	4.33226	-3.6242	2.57937	-4.373036e+001	-6.194087e+002	-6.631391e+002
25800	0.538828	1.03322	0.834041	1.00359	0.393019	0.857869	0.937996	0.277047	0.431531	0.685813	0.666499	1.51551	0.222148	-1.53233	-0.564365	4.06315	-4.16964	2.20027	0.10036	0.0822884	0.10997	0.145412	1.06165	3.99369	1.73847	1.93506	0.177879	-1.66704	-0.959673	4.18807	-3.65362	2.54459	4.22618	-3.56891	1.80983	2.69506	-2.38257	2.90673	4.22284	-2.76983	2.33488	4.02427	-3.03354	3.85562	3.97161	-3.41624	1.53676	4.11394	-3.05975	0.465938	4.13437	-3.74474	2.40871	-5.021859e+001	-6.122524e+002	-6.624710e+002
25850	0.713315	1.08953	0.814469	0.986691	0.5978	0.853129	0.85551	0.315681	0.385263	0.794067	0.724986	1.21881	1.09878	-2.48068	-1.02287	2.91394	-4.60133	3.62638	0.479946	0.138449	0.198279	0.22306	3.49438	1.72303	3.11207	2.44849	0.916352	-2.55739	-1.19279	2.97921	-4.15493	2.79985	3.58761	-3.807	2.19134	1.74452	-3.0827	3.44741	2.86324	-3.78928	2.96822	2.16739	-4.58397	3.5046	3.36038	-3.58143	3.31865	2.34479	-4.14473	2.52375	2.51576	-3.95504	1.33228	-5.787474e+001	-6.237754e+002	-6.816501e+002
25900	0.419671	0.958395	0.901082	0.940368	0.506115	0.887887	0.77979	0.246153	0.410175	0.657094	0.778297	3.01836	0.684477	0.105759	-1.33566	2.34064	-4.56098	1.2821	0.123354	0.084566	0.308208	0.141501	0.924176	2.96683	1.15282	3.23802	0.731108	-0.418729	-1.6335	3.37326	-3.55238	3.80802	2.65722	-4.42919	2.04697	1.69061	-3.06189	3.52806	2.44678	-2.79919	0.551694	2.1202	-4.52274	1.4378	2.93688	-3.57619	0.729223	3.38165	-3.55574	-0.655541	3.21655	-4.21242	0.792479	-5.674465e+001	-6.184405e+002	-6.751851e+002
25950	0.358705	0.90342	1.07651	0.882162	0.393025	0.919046	0.735573	0.415109	0.32087	0.829024	0.861512	2.84056	0.664579	-0.958529	-1.48492	2.70375	-3.61645	2.6407	0.0684389	0.0868273	0.0967436	0.222286	2.72696	1.08525	3.24808	2.71626	0.777913	-0.864444	-1.51287	3.09941	-3.96036	3.15546	3.05106	-4.52672	1.97247	2.80694	-3.0833	3.20412	2.96106	-4.262	1.20539	2.50367	-3.88484	4.25375	2.61305	-4.31859	2.50571	3.10249	-3.58198	1.62833	2.88056	-4.09624	-2.01164	-5.592258e+001	-6.185569e+002	-6.744795e+002
26000	0.897179	0.891865	0.645476	0.962119	0.591753	0.915367	1.08877	0.34093	0.473275	0.607367	0.491748	1.83279	0.411458	-3.94548	-1.07862	3.89724	-3.95992	2.86902	0.372764	0.154303	0.184497	0.0502542	2.17864	1.95748	1.69069	1.43059	0.756003	-3.66929	-0.970847	2.51758	-4.43835	1.65153	4.55476	-4.05528	2.27538	2.55194	-2.48588	3.29545	4.00647	-2.35383	2.9812	3.11548	-4.5901	3.56933	4.35102	-4.37235	1.68919	4.19253	-3.21006	1.80942	4.57272	-4.54205	1.41088	-5.455814e+001	-6.227541e+002	-6.773123e+002
26050	0.597109	0.954761	0.922747	0.912998	0.577923	0.955372	0.755997	0.425283	0.575618	0.485935	0.784628	1.48636	1.16793	-3.97926	-1.28977	4.49027	-3.68533	1.97042	0.190962	0.187169	0.780121	0.0390078	0.840607	1.02654	0.754872	1.92194	1.06117	-1.65254	-0.993384	3.65157	-4.42212	1.96925	4.53221	-4.59914	1.5374	3.78278	-3.68945	2.67205	2.96414	-3.5625	2.80994	3.68123	-4.30269	3.10861	3.53399	-3.65388	1.69178	4.24382	-3.18948	2.0014	4.17658	-4.08702	1.69091	-5.640669e+001	-6.220571e+002	-6.784638e+002
26100	0.659922	1.09656	0.746588	0.84218	0.405839	0.774376	0.729579	0.295657	0.464565	0.599959	0.591964	0.772329	0.849999	-0.467639	-0.422578	4.37019	-4.4097	2.23878	0.516362	0.0463512	5.94156	0.19192	1.01575	1.3623	0.545032	1.79768	1.00776	-0.254225	-0.82357	3.2684	-4.52375	2.29559	3.96695	-4.16108	1.5975	2.44399	-3.29719	2.70681	3.3135	-2.48497	1.66825	4.51181	-4.55666	3.00437	3.92176	-4.2824	1.60431	3.80979	-3.42463	2.27892	3.67222	-4.36359	1.39722	-6.224562e+001	-6.198910e+002	-6.821366e+002
26150	0.275996	0.963415	0.871415	0.873659	0.436553	0.807746	0.738873	0.330936	0.358723	0.679738	0.862026	1.84765	0.306188	0.396378	-1.38284	4.39136	-4.33522	2.18624	0.179315	0.366665	2.57533	0.171728	0.738459	1.23446	0.997435	1.72532	0.550619	-0.250161	-1.67531	4.20817	-4.53376	1.43458	3.88425	-3.99917	2.84022	3.81709	-3.47153	2.415	3.93164	-3.81294	1.32081	3.73122	-4.38919	3.03884	4.31547	-3.45808	2.28229	4.36459	-3.01277	1.45169	4.37846	-3.80415	1.103	-5.266935e+001	-6.161829e+002	-6.688523e+002
26200	0.485029	0.896276	1.09941	0.892365	0.650039	0.724931	0.842039	0.302322	0.390772	0.569698	0.670345	2.2015	-0.422883	-0.939033	-1.88921	3.92984	-3.64192	2.62187	0.182232	0.22071	0.366594	0.0668132	2.94267	0.837297	2.31284	1.92787	0.329495	-0.169911	-2.0221	4.06585	-3.84049	3.81788	3.52379	-3.59502	3.09883	3.30255	-3.13767	3.34559	3.5122	-3.36276	3.77312	3.81346	-3.16456	4.52583	3.78731	-3.06116	1.43424	4.0413	-3.2041	1.41918	3.80326	-3.15058	3.71215	-5.572171e+001	-6.159450e+002	-6.716667e+002
26250	0.71417	1.00529	0.946044	0.941146	0.407454	0.824996	0.72566	0.470882	0.381244	0.753714	0.746367	1.43493	0.835576	-0.891721	-2.62606	4.35021	-3.79473	3.17165	0.0675377	0.0573747	0.196592	0.128118	1.1678	2.16489	2.13837	1.45411	0.490736	-0.932989	-2.29613	3.82178	-4.21233	2.03321	4.01332	-3.93744	3.34703	3.71813	-3.11236	3.90139	3.45628	-2.04186	2.24229	3.6292	-4.12341	3.79788	3.99184	-4.37838	2.31678	3.97312	-3.26314	3.58129	4.40682	-4.16219	1.11294	-4.873921e+001	-6.175749e+002	-6.663141e+002
26300	0.623818	0.866728	0.831297	0.989372	0.461788	0.847384	0.836204	0.369118	0.608097	0.6335	0.687116	0.414448	-0.172625	-2.30359	-2.75279	4.24467	-3.71234	4.11576	0.475697	0.109323	0.50903	0.148972	0.912303	1.07964	3.09638	1.65823	0.322169	-1.88806	-2.46843	4.14905	-3.79376	3.52946	4.50022	-3.70599	1.65447	3.23639	-2.81028	4.20192	3.60741	-3.23604	1.63009	3.87792	-3.6535	4.26483	4.21551	-3.34373	2.88621	3.96924	-3.43442	4.33991	4.40023	-3.49967	3.42459	-5.408233e+001	-6.192462e+002	-6.733285e+002
26350	0.616844	0.868948	0.854532	1.03956	0.638608	0.695225	0.929152	0.388499	0.345436	0.59654	0.686381	1.942	0.822493	-0.355467	-1.50778	4.36326	-3.76695	2.9673	0.113454	0.0990917	0.270595	0.27994	1.41329	0.705662	2.03155	2.16151	0.696666	-0.469318	-1.82237	3.12359	-3.85816	3.58714	3.90269	-4.05232	2.28172	2.66559	-2.77158	3.96015	3.41801	-2.83426	3.3489	3.4894	-4.45507	4.16197	4.13158	-3.47141	3.06698	4.0376	-3.06183	2.82595	3.93449	-4.1909	3.01821	-4.961463e+001	-6.142751e+002	-6.638897e+002
26400	0.554181	0.878185	1.00449	1.07621	0.500311	0.849028	0.718414	0.402584	0.50062	0.583202	0.776875	1.53752	1.42368	-0.0351251	-2.78159	3.83449	-4.13306	4.21662	0.12053	0.0568606	0.121695	0.167297	1.09036	1.19658	1.49984	1.80639	1.04743	-0.301634	-2.75807	3.60196	-4.02941	4.32275	3.01676	-4.50468	3.73286	3.13597	-3.50708	4.37973	3.22987	-3.88193	4.15215	4.14958	-4.31973	4.16388	3.58601	-3.57067	2.97096	4.44483	-3.45858	4.57088	4.29811	-4.24907	4.41651	-4.216874e+001	-6.160718e+002	-6.582406e+002
26450	0.47033	0.830327	0.816208	0.991512	0.611818	0.797703	0.883933	0.362019	0.479249	0.538135	0.593074	2.11078	0.505223	-0.725523	-2.11832	3.60879	-4.52057	4.24988	0.0588448	0.27484	0.123984	0.104906	4.43929	2.28883	2.01379	2.05036	0.488761	-0.237919	-2.69079	3.78054	-3.9602	4.19133	3.6031	-3.89305	2.66398	2.98118	-3.1905	4.08522	3.34755	-1.94675	4.08607	3.46765	-3.99946	4.5484	3.60399	-4.42295	3.12571	4.31138	-3.71223	3.24399	3.79543	-4.22061	2.13166	-5.297528e+001	-6.165419e+002	-6.695172e+002
26500	0.535129	0.861754	0.956205	1.12237	0.438575	0.77804	0.927405	0.495088	0.424646	0.600344	0.681844	2.38303	0.497845	-0.0172114	-2.96111	3.768	-3.65985	4.18443	0.0981631	0.170125	0.0938086	0.366681	1.82095	1.08633	1.72238	2.31088	0.355657	-0.785671	-2.24073	3.56007	-3.37174	3.64649	4.08391	-3.51232	2.85472	3.07966	-2.90147	3.40063	3.41448	-2.56065	2.20494	2.55099	-4.3401	2.68035	2.98511	-3.35231	2.42063	3.79746	-2.92087	3.43254	3.7416	-3.42415	2.32473	-5.409440e+001	-6.145573e+002	-6.686517e+002
26550	0.450446	0.872111	0.992081	1.12639	0.583788	0.811363	0.698903	0.329313	0.397955	0.716795	0.844466	2.66515	0.602678	0.293562	-3.25204	3.8611	-4.26289	4.01299	0.144444	0.108092	3.91358	0.184092	2.66566	0.861673	0.650916	2.64893	0.297417	-0.499246	-2.82549	2.84411	-3.61935	3.87389	3.33228	-3.79578	3.84114	2.08558	-3.00482	4.05821	3.32322	-4.47676	4.05255	2.86212	-4.16299	3.23641	3.17394	-4.33885	2.04391	3.73034	-3.39529	4.08411	2.93189	-3.66384	3.00648	-5.873351e+001	-6.203712e+002	-6.791048e+002
26600	0.571982	0.899363	0.713457	1.05741	0.518304	0.731289	0.689919	0.190001	0.401205	0.742618	0.772591	2.10332	1.40251	-2.14503	-0.882858	4.57365	-4.19514	4.15923	0.126355	0.401099	2.75597	0.191064	1.93414	1.1462	2.02281	1.92759	0.795394	-0.430822	-1.74568	3.59893	-3.96461	3.6308	4.23734	-4.33533	1.91947	2.63368	-3.3058	3.64951	4.19632	-2.28306	3.93948	2.29778	-3.87639	4.37262	3.6603	-3.56947	3.15478	4.49591	-3.34451	3.23226	3.14196	-4.08121	3.48805	-5.968850e+001	-6.168458e+002	-6.765344e+002
26650	0.579307	1.00565	0.860861	0.94815	0.437297	0.812132	0.697092	0.250657	0.418746	0.709799	0.791175	1.69301	0.516397	0.368508	-1.8373	4.15954	-4.25856	3.29686	0.0808226	0.280774	3.56612	0.0788007	1.99738	2.0247	0.884161	2.00048	0.848588	-0.329803	-1.91189	3.22421	-4.25087	2.92688	3.8284	-4.05967	2.72708	2.56441	-3.63871	3.41322	3.85855	-2.168	3.4793	3.14222	-4.34534	3.86475	4.53387	-4.39894	3.25338	3.49683	-3.55044	3.91554	3.91072	-3.32097	3.88755	-5.611497e+001	-6.166639e+002	-6.727789e+002
26700	0.569454	1.00048	0.93659	0.962895	0.447628	0.871037	0.736859	0.666093	0.54313	0.73313	0.78272	2.79437	0.416597	0.839077	-1.47216	3.60623	-4.37729	3.13071	0.21909	0.2121	0.92307	0.125187	1.18908	1.27038	1.56011	1.94153	0.719389	-0.320922	-1.46398	3.71416	-4.02248	2.33336	4.08163	-3.66794	2.88078	2.58219	-3.46945	2.4966	3.15778	-2.85968	3.5101	3.29416	-3.21924	4.34205	4.15647	-3.50077	2.60056	3.44107	-3.43185	3.49232	3.52215	-3.83069	3.2024	-5.557562e+001	-6.169996e+002	-6.725753e+002
26750	0.616747	1.03487	0.982735	1.05302	0.505614	0.752484	0.772601	0.256723	0.474585	0.605278	0.806511	2.05901	0.511977	0.098091	-1.42639	3.57893	-4.50132	4.6023	0.0776144	0.13622	0.0582528	0.117366	1.14994	0.616526	5.85525	1.9502	0.866871	0.54244	-1.749	3.74934	-4.26501	3.50839	3.65417	-4.29031	2.23507	3.11766	-3.91991	2.70364	4.32019	-3.25569	3.7704	3.22218	-4.28941	4.00433	4.32688	-4.3793	1.14544	3.67982	-3.94658	-1.44703	3.54291	-3.838	2.36285	-5.226893e+001	-6.133945e+002	-6.656635e+002
26800	0.675068	1.00915	0.87292	0.970937	0.695217	0.70905	0.700835	0.65031	0.428102	0.612782	0.861976	2.37011	0.846366	0.535892	-1.1639	4.32012	-4.11573	3.86764	0.167986	0.079021	0.225069	0.865182	1.90691	1.30785	0.925326	2.05729	0.963408	0.636428	-2.82159	3.18042	-4.42243	4.0134	4.02835	-4.05251	2.74094	2.27657	-3.88166	3.79639	3.30499	-4.01164	3.34277	2.99441	-4.39724	2.91482	3.76226	-4.14726	3.55279	3.46457	-4.02877	3.51415	4.21036	-3.6596	3.09375	-5.155188e+001	-6.204093e+002	-6.719611e+002
26850	0.65611	0.95293	0.896638	1.00064	0.600092	0.709226	0.676967	0.377577	0.395776	0.595709	0.759843	1.83643	0.0616212	-0.575375	-2.45743	3.53994	-3.62977	1.62768	0.0385599	0.157438	0.0477513	0.125716	0.940143	1.47168	1.42564	2.14041	0.211552	-0.421914	-2.28034	3.11431	-4.23697	0.903962	4.47632	-3.53349	3.96367	3.15937	-2.87257	3.11716	3.37834	-2.9007	1.87199	2.67774	-3.97568	1.55035	2.52076	-3.26278	1.99852	4.14672	-2.91476	4.30161	3.55082	-2.93801	3.44524	-5.642051e+001	-6.186895e+002	-6.751101e+002
26900	0.653287	0.899927	0.931974	0.983938	0.460639	0.746623	0.639601	0.324802	0.4636	0.735763	0.736886	1.92674	0.485547	0.805024	-1.10434	3.58963	-3.57409	3.76925	0.182311	0.0609878	0.166042	0.0938055	3.91219	2.0655	2.63807	2.28659	0.138151	-0.215587	-1.88394	3.76175	-3.6501	3.72087	3.85032	-3.46859	3.07498	2.48168	-3.34713	1.52797	3.29795	-2.58331	2.56505	2.13046	-4.01993	3.41769	3.97326	-3.21159	3.23258	3.98408	-2.83865	3.93978	4.21688	-3.50814	3.42665	-6.004184e+001	-6.180333e+002	-6.780751e+002
26950	0.500041	0.94849	0.920268	1.03725	0.591422	0.805097	0.842749	0.424529	0.572266	0.672158	0.737111	2.37726	0.970983	-0.843546	-2.9044	4.4366	-4.2153	1.35641	0.0953848	0.167571	0.154914	0.103856	1.25067	2.09663	4.80951	1.98156	0.661943	0.00452954	-2.72994	4.09646	-4.34488	-1.27732	3.63438	-4.18935	4.22681	3.19566	-3.34174	4.33869	3.73465	-3.28915	1.52664	2.75217	-3.72912	0.280955	2.99138	-3.85721	3.01817	3.98946	-3.36619	1.05471	3.75326	-3.75348	2.14627	-5.763902e+001	-6.197389e+002	-6.773780e+002
27000	0.548796	0.993583	0.931567	0.909321	0.67409	0.703096	0.401939	0.391829	0.57236	0.848767	0.746381	1.88289	0.47198	0.888786	-2.78515	3.51531	-4.29405	3.79828	0.0608951	0.263071	0.100836	0.171527	1.66509	1.16769	1.45063	2.26063	0.509008	0.68793	-2.64651	3.24398	-3.93765	3.96699	3.19755	-3.35341	2.87714	2.93126	-3.54307	2.86513	3.65145	-2.37901	4.4436	3.59027	-3.03811	3.8231	3.30034	-4.35094	2.97911	4.54467	-3.73335	4.43907	4.34926	-2.54168	4.26272	-4.921119e+001	-6.206424e+002	-6.698536e+002
27050	0.503662	0.98198	0.730044	0.951329	0.484204	0.647788	0.504075	0.428274	0.584588	0.991818	0.907477	1.5511	1.06257	1.17858	-1.41837	3.67348	-4.34581	3.3447	0.193489	0.118659	0.409918	0.173444	1.46625	2.17933	2.67528	1.83766	0.64097	0.568644	-1.95003	3.90149	-4.28163	3.23521	3.99176	-3.77334	1.09811	2.77709	-3.72418	1.82729	3.33798	-2.55625	3.0775	3.0893	-4.42739	0.0167301	3.56902	-3.65571	4.45511	4.46898	-4.17415	2.01445	4.55519	-2.34178	1.93052	-5.763969e+001	-6.282668e+002	-6.859065e+002
