iter	M_lnPC_stom(1)	M_lnPC_jeju(1)	M_lnPC_colon(1)	M_lnFu_jeju(1)	M_lnV_central(1)	M_lnVmax_vitro(1)	M_lnKm_vitro(1)	M_lnKmet(1)	M_lnKc2p(1)	M_lnKp2c(1)	V_lnPC_stom(1)	V_lnPC_jeju(1)	V_lnPC_colon(1)	V_lnFu_jeju(1)	V_lnV_central(1)	V_lnVmax_vitro(1)	V_lnKm_vitro(1)	V_lnKmet(1)	V_lnKc2p(1)	V_lnKp2c(1)	Ve_lnC_central(1)	lnPC_stom(1.1)	lnPC_jeju(1.1)	lnPC_colon(1.1)	lnFu_jeju(1.1)	lnV_central(1.1)	lnVmax_vitro(1.1)	lnKm_vitro(1.1)	lnKmet(1.1)	lnKc2p(1.1)	lnKp2c(1.1)	lnPC_stom(1.1.1)	lnPC_jeju(1.1.1)	lnPC_colon(1.1.1)	lnFu_jeju(1.1.1)	lnV_central(1.1.1)	lnVmax_vitro(1.1.1)	lnKm_vitro(1.1.1)	lnKmet(1.1.1)	lnKc2p(1.1.1)	lnKp2c(1.1.1)	lnPC_stom(1.1.2)	lnPC_jeju(1.1.2)	lnPC_colon(1.1.2)	lnFu_jeju(1.1.2)	lnV_central(1.1.2)	lnVmax_vitro(1.1.2)	lnKm_vitro(1.1.2)	lnKmet(1.1.2)	lnKc2p(1.1.2)	lnKp2c(1.1.2)	lnPC_stom(1.1.3)	lnPC_jeju(1.1.3)	lnPC_colon(1.1.3)	lnFu_jeju(1.1.3)	lnV_central(1.1.3)	lnVmax_vitro(1.1.3)	lnKm_vitro(1.1.3)	lnKmet(1.1.3)	lnKc2p(1.1.3)	lnKp2c(1.1.3)	lnPC_stom(1.1.4)	lnPC_jeju(1.1.4)	lnPC_colon(1.1.4)	lnFu_jeju(1.1.4)	lnV_central(1.1.4)	lnVmax_vitro(1.1.4)	lnKm_vitro(1.1.4)	lnKmet(1.1.4)	lnKc2p(1.1.4)	lnKp2c(1.1.4)	lnPC_stom(1.1.5)	lnPC_jeju(1.1.5)	lnPC_colon(1.1.5)	lnFu_jeju(1.1.5)	lnV_central(1.1.5)	lnVmax_vitro(1.1.5)	lnKm_vitro(1.1.5)	lnKmet(1.1.5)	lnKc2p(1.1.5)	lnKp2c(1.1.5)	lnPC_stom(1.1.6)	lnPC_jeju(1.1.6)	lnPC_colon(1.1.6)	lnFu_jeju(1.1.6)	lnV_central(1.1.6)	lnVmax_vitro(1.1.6)	lnKm_vitro(1.1.6)	lnKmet(1.1.6)	lnKc2p(1.1.6)	lnKp2c(1.1.6)	lnPC_stom(1.1.7)	lnPC_jeju(1.1.7)	lnPC_colon(1.1.7)	lnFu_jeju(1.1.7)	lnV_central(1.1.7)	lnVmax_vitro(1.1.7)	lnKm_vitro(1.1.7)	lnKmet(1.1.7)	lnKc2p(1.1.7)	lnKp2c(1.1.7)	lnPC_stom(1.1.8)	lnPC_jeju(1.1.8)	lnPC_colon(1.1.8)	lnFu_jeju(1.1.8)	lnV_central(1.1.8)	lnVmax_vitro(1.1.8)	lnKm_vitro(1.1.8)	lnKmet(1.1.8)	lnKc2p(1.1.8)	lnKp2c(1.1.8)	lnPC_stom(1.1.9)	lnPC_jeju(1.1.9)	lnPC_colon(1.1.9)	lnFu_jeju(1.1.9)	lnV_central(1.1.9)	lnVmax_vitro(1.1.9)	lnKm_vitro(1.1.9)	lnKmet(1.1.9)	lnKc2p(1.1.9)	lnKp2c(1.1.9)	lnPC_stom(1.1.10)	lnPC_jeju(1.1.10)	lnPC_colon(1.1.10)	lnFu_jeju(1.1.10)	lnV_central(1.1.10)	lnVmax_vitro(1.1.10)	lnKm_vitro(1.1.10)	lnKmet(1.1.10)	lnKc2p(1.1.10)	lnKp2c(1.1.10)	lnPC_stom(1.1.11)	lnPC_jeju(1.1.11)	lnPC_colon(1.1.11)	lnFu_jeju(1.1.11)	lnV_central(1.1.11)	lnVmax_vitro(1.1.11)	lnKm_vitro(1.1.11)	lnKmet(1.1.11)	lnKc2p(1.1.11)	lnKp2c(1.1.11)	lnPC_stom(1.1.12)	lnPC_jeju(1.1.12)	lnPC_colon(1.1.12)	lnFu_jeju(1.1.12)	lnV_central(1.1.12)	lnVmax_vitro(1.1.12)	lnKm_vitro(1.1.12)	lnKmet(1.1.12)	lnKc2p(1.1.12)	lnKp2c(1.1.12)	LnPrior	LnData	LnPosterior
91700	-0.889919	-1.94384	-1.74017	-1.56805	1.18762	1.59865	6.86844	-3.08096	1.56201	1.51382	0.284774	0.16008	0.162819	0.147644	0.392158	0.0638579	0.0744638	0.172574	0.12081	0.699028	0.0282089	-0.205861	-2.18507	-1.74284	-1.02952	1.40786	1.81769	6.67471	-3.28905	2.2684	1.8149	-0.216037	-1.64096	-2.28139	-1.67014	0.984481	1.74803	6.7173	-3.66622	2.08239	0.564312	0.224177	-1.81293	-1.34594	-1.04074	2.03018	1.3614	6.85205	-3.30936	1.58953	1.5904	-1.36932	-2.03013	-0.947577	-0.993767	0.253236	2.07027	6.68152	-3.36917	2.23307	0.328996	0.338599	-1.89842	-2.05812	-1.30033	1.50927	1.93029	6.64988	-3.6281	2.13942	2.18703	-0.396813	-1.72139	-0.861817	-1.53141	1.20964	1.90246	6.3535	-3.03279	1.83985	1.13573	-1.18584	-1.90863	-2.00071	-0.652333	0.674761	1.71166	6.75978	-3.73522	2.26254	0.899075	0.0365732	-1.88926	-1.84561	-1.1856	1.92443	1.68689	6.83715	-2.72964	2.12196	2.0566	-0.419121	-2.12389	-1.09357	-1.89385	1.44153	2.06165	6.10533	-2.82958	1.67322	1.46149	-0.718256	-1.69242	-1.9609	-0.801117	1.85211	1.501	6.688	-3.54993	1.95181	1.84038	-0.231521	-2.14992	-1.81563	-1.22018	1.78137	2.23298	6.6708	-3.83642	2.12705	2.13861	-0.177229	-1.8627	-1.52429	-1.12978	1.28035	1.89947	6.65625	-3.41249	2.06146	1.38203	-0.0328785	-1.96113	-1.16417	-0.92192	0.100004	1.76519	6.78533	-3.42698	2.28189	0.0335266	-4.658434e+01	4.621041e+01	-3.739272e-01
91800	1.07795	-2.23296	-1.98759	-1.21285	0.321857	1.94812	6.79597	-3.44384	1.87648	1.76463	0.525761	0.192604	0.106347	0.0604538	0.368292	0.0682763	0.0766803	0.0682336	0.0354966	0.87686	0.0277245	1.45989	-2.0324	-1.508	-1.34308	1.34113	1.94095	6.80127	-3.07156	2.29766	0.818822	1.26769	-1.9238	-1.29148	-1.21569	0.922514	1.55427	6.85184	-2.90621	2.18032	0.546559	0.747037	-1.9447	-2.22031	-1.4147	1.6565	1.68651	6.87379	-3.27775	2.14774	1.30042	0.879021	-1.60079	-1.04627	-1.03624	0.184202	1.89094	6.76848	-2.7683	2.12227	-0.0451511	0.597926	-1.43946	-1.41819	-1.63613	1.71773	1.87968	6.87924	-3.31584	2.06445	1.82035	0.614641	-1.9057	-1.70189	-1.07493	1.15866	1.83023	6.69456	-2.7849	2.20859	1.45744	2.04606	-2.05676	-1.52887	-0.888182	0.358986	1.49476	6.43751	-2.83631	2.14581	0.678026	1.08553	-2.24517	-1.61151	-1.47008	1.64573	2.23603	6.56453	-3.0273	1.97092	2.02987	1.11859	-1.79327	-1.80668	-1.63445	1.634	1.73145	6.58377	-2.5372	2.24554	2.06349	1.27515	-1.82329	-1.47779	-1.33787	1.82682	2.04889	6.49409	-3.02953	2.14727	 1.97	1.95794	-2.23737	-1.95401	-1.35472	2.1154	2.00062	6.8041	-2.39745	1.98792	2.17306	1.28261	-1.41143	-2.13482	-1.31176	0.961466	1.7955	6.74978	-2.86992	2.21063	0.738653	2.23314	-1.47231	-1.7396	-1.2726	0.185252	1.69161	6.86146	-3.00446	2.06612	-0.226939	-3.684706e+01	5.164129e+01	1.479423e+01
91900	1.73148	-1.6141	-2.23241	-1.09036	1.96171	1.93151	6.71419	-3.06704	2.07961	0.917905	0.263951	0.201206	0.162785	0.198448	0.342274	0.128329	0.116793	0.73969	0.115241	2.30197	0.0317726	1.56358	-2.01108	-2.1722	-1.46641	1.55179	2.04618	6.87953	-3.64749	2.06329	1.77347	1.19394	-2.28606	-2.17266	-1.3978	0.87001	1.72789	6.90607	-2.02717	2.03005	0.539104	1.78679	-2.25241	-1.85374	-1.34566	1.78948	1.91214	6.8306	-3.95249	1.94175	2.08743	1.56118	-1.46612	-1.70557	-1.49778	0.250726	1.95095	6.65585	-2.61927	2.18871	-0.0813012	2.074	-1.25143	-1.68478	-1.56806	1.90898	1.79612	6.88026	-3.38642	1.74698	1.98637	2.05001	-2.01568	-2.05768	-0.801617	0.955489	1.76805	6.68579	-3.23824	1.88639	1.37956	2.11295	-1.78562	-2.11693	-0.744561	0.492055	1.55418	6.84074	-3.44098	2.18718	0.689528	2.05212	-1.47434	-1.77042	-1.50594	1.79256	1.4955	6.38927	-3.99558	2.03948	1.71907	1.19478	-1.82433	-2.12967	-1.58713	1.645	1.65501	6.34085	-2.96969	2.06859	1.93915	1.99333	-1.8274	-2.26343	-2.2473	2.09611	1.98761	6.67972	-1.44924	1.77931	1.21078	1.08482	-1.81808	-1.76433	-1.53564	1.99301	1.95565	6.58974	-3.70658	1.74828	1.74085	1.19333	-2.2717	-2.19011	-0.943947	0.544694	2.27971	6.78325	-3.85585	2.21065	0.945833	1.39449	-1.5756	-2.02267	-1.94279	0.395545	1.79802	6.24786	-2.18535	2.08947	0.0793161	-5.410735e+01	4.545554e+01	-8.651805e+00
92000	1.04836	-1.7556	-1.45053	-1.62121	1.55737	2.04511	6.59549	-2.23574	1.69854	1.45863	0.119077	0.108742	0.188749	0.0405866	0.245946	0.0809982	0.16684	0.227506	0.106803	0.740215	0.0286182	0.774298	-1.98767	-1.5047	-1.54206	1.22331	1.88522	6.8946	-2.76833	2.07162	1.66134	0.572171	-2.09706	-1.50557	-1.67197	1.02822	1.8307	6.5299	-3.07885	2.24236	0.885301	0.63409	-1.92443	-1.34868	-1.92584	1.99331	1.69293	6.87329	-2.28317	2.20737	1.69372	1.33027	-1.58463	-1.63364	-1.50397	0.478102	2.16595	6.75082	-2.02972	2.03576	0.116119	0.866575	-1.72127	-1.9616	-1.82663	2.02406	1.90761	6.68432	-2.4982	1.53126	1.87708	0.871618	-1.97131	-1.56939	-1.31275	1.3659	2.06073	6.80527	-2.23533	1.37202	0.749547	0.945946	-1.57571	-2.26234	-1.45574	0.738473	2.14549	6.83248	-2.21336	1.92436	0.452897	0.676723	-2.21308	-1.77826	-1.48513	1.74853	1.61015	6.18607	-2.74869	1.94538	1.87232	1.29016	-2.02902	-1.62498	-1.66664	1.56909	1.8496	6.30056	-2.89825	2.22946	2.15939	0.613677	-1.8152	-0.792228	-1.33734	1.61144	1.54852	5.88191	-3.58985	2.01236	1.78937	0.820798	-2.26356	-0.891348	-1.40174	2.09192	1.76255	6.43236	-2.45889	1.98815	2.20201	1.04572	-1.88973	-1.47547	-1.36709	0.986721	2.00974	6.51111	-3.13029	1.87959	0.702615	0.605498	-1.60146	-1.71527	-1.52402	0.139959	2.00465	6.73643	-3.08239	2.21498	0.0647764	-3.606319e+01	5.439810e+01	1.833491e+01
92100	-0.492673	-1.86092	-2.23749	-1.41815	1.54999	2.26625	6.78256	-2.52642	2.21091	1.11055	0.0906393	0.191792	0.192642	0.0682574	0.426755	0.135729	0.126345	0.130148	0.0652605	0.314458	0.0178012	-0.519827	-2.09524	-2.06729	-1.44495	1.45716	2.10419	6.88284	-2.41478	2.14765	1.40697	-0.768492	-2.29067	-2.2452	-1.46475	1.0974	1.9218	6.85436	-2.41761	2.28132	1.28316	-0.765935	-2.24985	-1.79292	-1.39129	1.97631	1.6104	6.89481	-2.68898	2.27197	2.23886	-0.656397	-2.00921	-1.87767	-1.19276	0.325391	2.26267	6.72396	-2.36202	2.07028	0.249576	-0.44406	-2.26968	-1.96093	-1.21457	1.63499	1.94247	6.88435	-2.57239	2.29984	2.22699	0.157648	-1.82813	-1.81536	-1.75057	1.33157	2.07334	6.44939	-2.33496	2.17395	1.53507	-0.57481	-1.79182	-1.77149	-1.38425	0.54992	2.25678	6.87499	-2.51833	2.16524	0.467599	-0.706424	-2.07693	-1.63554	-1.70244	2.23626	1.19156	6.30084	-2.17382	2.0505	2.21341	-0.457284	-2.23108	-1.981	-1.45644	1.80204	1.89682	6.88802	-2.40677	1.42745	1.17472	-0.958068	-1.75687	-1.68098	-1.66709	1.82163	2.19438	6.73087	-2.29248	1.99969	1.48766	-0.648644	-2.23618	-2.18386	-1.25302	2.12286	2.09508	6.6995	-2.93668	1.68707	2.19052	-0.362247	-1.68586	-1.37237	-1.3514	1.59832	1.76004	6.81452	-2.30151	2.08743	1.16256	-0.272667	-1.58372	-1.94705	-1.51821	0.235582	2.18792	6.83568	-2.36016	2.16039	-0.0657919	-1.292313e+01	5.846578e+01	4.554265e+01
92200	-0.753301	-1.13382	-1.79364	-1.96309	2.21826	2.28265	6.1551	-1.03031	1.8062	-0.748524	0.0785881	0.299856	0.177846	0.0722952	0.979532	0.0672276	0.17153	0.956923	0.148484	0.99827	0.0263297	-0.443606	-1.84667	-1.48063	-1.77677	2.19405	2.25547	6.88865	-3.41423	2.19397	1.18626	-0.4522	-2.22612	-1.35566	-1.8787	0.919293	2.2829	6.73277	-2.85485	2.25673	0.887588	-0.576199	-2.07006	-1.47937	-1.64872	2.09835	1.82345	6.90282	-3.40646	1.73103	1.54651	0.0419479	-1.264	-1.37318	-1.78735	0.818531	2.21748	6.72976	-2.67965	2.13921	0.502116	-0.199786	-2.10092	-1.51926	-1.3515	1.69607	2.24216	6.79051	-3.15568	1.42834	2.18028	-0.724014	-1.1932	-0.545759	-1.95201	1.34595	1.99665	6.66208	-3.64252	2.25996	1.38985	-0.237081	-2.11497	-1.73801	-1.65289	0.838815	2.25248	6.39963	-2.08988	1.63368	0.470822	-0.420454	-2.19707	-1.92015	-1.88524	1.82094	2.25963	6.75911	-2.26993	2.14515	2.00695	-0.58955	-2.26226	-1.15411	-2.06421	1.75584	1.97388	6.27195	-2.45138	1.62843	1.61436	-0.633484	-1.6832	-1.78178	-1.73935	1.68814	2.25812	6.29721	-3.93698	2.05906	1.86377	-0.421242	-2.10815	-0.8518	-1.94344	2.24864	2.20694	6.38286	-2.96121	1.89912	2.14213	-0.697965	-1.95302	-1.26631	-1.76968	1.47052	2.05773	6.75139	-1.489	2.04511	0.969441	-0.297619	-1.41157	-2.25039	-1.635	0.584489	1.9704	6.87881	-2.6808	1.52871	-0.349471	-5.099805e+01	4.611754e+01	-4.880518e+00
92300	-2.10118	-1.28273	-1.58996	-1.75402	2.0679	1.89585	6.57949	-2.18683	2.24082	2.03845	0.47934	0.274045	0.0518089	0.161951	0.349134	0.108252	0.11902	0.188463	0.118745	0.395471	0.02547	-2.05821	-2.0466	-1.8727	-1.70397	1.33448	1.97604	6.74574	-2.18322	2.28908	0.912028	-0.895485	-1.12004	-1.9788	-2.0677	1.7185	 1.11	6.57718	-2.81106	1.73905	0.72852	-2.19823	-2.19626	-1.91664	-2.57165	2.09202	2.24846	6.62601	-2.46833	1.89307	1.82718	-1.43694	-0.918614	-1.63737	-1.72134	0.689112	1.824	6.71237	-2.2102	2.19777	0.306817	-1.59596	-1.96013	-1.58928	-1.72313	1.69284	2.25302	6.80771	-2.80297	2.20867	2.11459	-1.77778	-1.12268	-1.6786	-1.86541	1.54162	1.84225	6.80648	-2.63634	2.27285	1.58193	-1.66541	-2.24889	-1.9287	-1.54671	0.71999	2.17737	6.2253	-2.67445	1.81423	0.607052	-2.11646	-1.39886	-2.26203	-1.59256	2.08471	1.52062	6.8957	-2.4066	2.16222	1.75306	-1.52805	-1.50647	-1.92782	-1.76111	1.61097	1.86571	6.90916	-2.2731	2.18506	1.50933	-0.898666	-2.14373	-1.7095	-1.70651	2.15117	2.14435	6.87102	-2.11348	2.11202	2.06042	-2.23047	-1.82663	-1.72671	-1.63712	2.24726	2.25552	6.90657	-2.72803	1.84936	1.83821	-1.48869	-2.08449	-1.6149	-1.10929	1.45094	1.36449	6.51666	-2.07915	1.93337	1.08858	-1.69569	-1.93927	-2.02499	-1.68964	0.497802	1.96814	6.52613	-1.96761	1.75689	-0.243636	-4.677925e+01	4.782624e+01	1.046987e+00
92400	-1.5465	-0.938772	-2.17074	-1.79059	1.42072	2.16714	6.74937	-1.94875	2.17635	1.88516	0.208054	0.160111	0.138957	0.0775728	0.165292	0.172044	0.184032	0.0904791	0.114154	0.581338	0.0238343	-1.54328	-1.49588	-2.22277	-1.73216	1.493	1.75359	6.88174	-2.09613	2.23958	0.916317	-1.31673	-1.84404	-2.11571	-1.9359	1.42201	1.19715	6.55423	-2.51676	2.08659	0.803077	-1.74843	-1.89902	-2.10384	-1.62487	2.10582	1.34949	6.85074	-2.53661	2.1615	2.05025	-1.22723	-1.48261	-1.97778	-1.84743	0.575171	2.11631	6.47802	-2.67694	2.12864	0.228398	-1.57316	-1.82364	-1.76773	-1.78577	2.08982	1.34129	6.59843	-2.19227	1.96814	2.0539	-1.37179	-1.36972	-2.0402	-2.06554	1.52026	2.1841	6.70189	-2.08072	1.5409	0.407303	-1.27274	-1.46034	-1.81939	-1.64768	1.01817	1.84084	6.73336	-1.71364	1.92893	0.342881	-0.946934	-2.11774	-2.16734	-1.61279	2.09975	1.83031	6.78711	-2.32595	2.01897	2.12319	-1.69539	-1.69857	-2.24414	-1.46224	1.71045	1.48262	6.61704	-2.69581	1.31091	1.05917	-1.48383	-1.79777	-1.62769	-1.51408	1.9975	1.99933	6.62191	-2.23057	2.28401	1.98551	-1.50622	-1.71885	-1.6508	-1.96072	2.23259	1.86946	6.58856	-2.36536	2.05193	1.97831	-1.13839	-1.75962	-2.06397	-1.56753	1.42138	1.45659	6.64871	-1.52028	2.16391	0.951308	-1.46079	-1.45782	-2.16615	-1.67687	0.335298	1.60202	6.4643	-2.13851	2.17168	-0.251961	-3.313895e+01	5.482863e+01	2.168968e+01
92500	-1.45499	-1.7016	-0.8621	-1.74531	2.16736	1.98983	6.69678	-2.40401	2.16122	1.90625	0.147017	0.0790044	0.142888	0.103425	0.258518	0.0803864	0.181077	0.108462	0.0779289	0.760949	0.0310023	-1.73632	-1.77541	-1.09099	-1.49512	1.32516	1.85523	6.90205	-2.23589	2.15939	2.06999	-2.22176	-1.64125	-0.781838	-1.94207	1.55873	1.78987	6.88466	-2.74694	2.06017	1.24466	-1.99528	-1.86446	-0.537324	-1.65327	1.98538	1.46214	6.83681	-2.53848	2.24157	1.65773	-1.86366	-1.20482	-1.47462	-1.72297	0.693231	2.22604	6.7146	-2.43032	2.06658	0.154324	-1.6293	-1.91066	-1.15627	-1.5565	2.03021	1.71882	6.78468	-2.23481	2.05828	2.20084	-2.22775	-2.01183	-1.33742	-1.28373	1.24483	1.97026	6.64828	-2.14377	1.9594	1.23473	-1.86034	-1.59135	-1.16077	-1.49484	1.23172	1.59274	6.65583	-2.10664	2.21419	1.04512	-0.984465	-1.90746	-1.42439	-1.97287	2.03764	2.15797	6.66944	-2.38045	1.76456	1.7339	-1.30716	-1.97775	-0.714327	-2.33369	1.90357	1.77301	6.15459	-2.28492	1.67362	1.98209	-1.46701	-1.76303	-0.472666	-1.66383	2.09271	1.65196	6.49547	-2.23391	2.07352	1.82996	-1.73922	-1.72099	-0.716622	-1.37578	2.28836	1.6301	6.60139	-3.01069	2.00983	2.06417	-1.10091	-1.46458	-0.945901	-1.56399	1.43279	1.79614	6.68387	-2.89091	1.91559	0.891446	-1.80372	-1.39421	-0.714292	-1.53627	0.975738	1.53162	6.73756	-1.71711	1.95345	0.336029	-3.153755e+01	4.062096e+01	9.083416e+00
92600	-1.01024	-1.70918	-1.60352	-1.13803	1.4294	1.83305	6.84275	-2.77132	2.14027	1.49127	0.0665271	0.0866434	0.348789	0.0742686	0.319979	0.13124	0.201946	0.162476	0.0888192	0.47554	0.0272486	-1.33698	-1.82523	-1.96053	-1.37487	2.0438	1.44215	6.6179	-2.33974	2.19315	1.16454	-0.917719	-1.7383	-1.69664	-1.56948	1.59094	0.851276	6.6546	-2.22001	2.1003	1.0885	-1.4268	-2.13946	-1.92171	-1.38168	1.73093	1.53401	6.88504	-2.72368	2.01491	1.58019	-1.31873	-1.36648	-1.99878	-1.45625	0.91978	1.49376	6.53208	-1.67142	2.19334	0.468081	-1.45341	-1.7504	-1.4567	-1.61577	1.85615	1.5844	6.67496	-2.32742	1.90543	1.24575	-1.44574	-1.63203	-1.72241	-1.3958	1.42094	1.50901	6.44267	-2.20162	2.28881	1.41487	-1.81663	-1.71128	-1.88677	-1.47692	0.501229	1.57049	6.12444	-2.41278	2.12037	0.342744	-1.15978	-1.5158	-2.01172	-1.43886	1.84396	1.57507	6.89095	-2.26133	2.0754	1.59445	-0.965676	-1.93144	-1.88444	-1.04603	1.71421	1.4514	6.8027	-2.62386	1.87259	1.75762	-1.389	-1.87104	-0.938577	-1.27651	2.07792	1.33609	6.48183	-2.19151	1.92208	1.87464	-0.869981	-2.11665	-1.81392	-1.44511	2.11846	1.53473	6.59537	-2.34737	2.15209	2.03296	-1.47329	-1.76573	-2.23732	-1.15366	1.50335	1.50448	6.86652	-1.79093	2.06188	0.863059	-1.75499	-1.62107	-1.9229	-1.33509	0.549192	1.43338	6.5867	-1.7521	2.1211	0.109124	-2.443526e+01	3.935795e+01	1.492269e+01
92700	-2.20762	-1.66524	-1.74248	-0.725341	-0.0917605	1.03663	6.0973	-3.19447	2.05225	1.58077	0.299074	0.0612806	0.122364	0.0707607	0.457619	0.0818622	0.0904261	0.148226	0.0681874	0.256699	0.0250971	-1.86886	-1.72573	-2.07086	-1.0683	0.688176	1.25134	6.38373	-2.96476	2.21931	1.37676	-1.96948	-2.09745	-2.05058	-1.2363	1.13459	0.89469	6.22542	-2.68	2.05529	0.770413	-1.65527	-1.5389	-1.987	-1.44522	1.93004	1.02178	6.43774	-3.76467	1.97267	1.50316	-1.66528	-1.87011	-2.26617	-1.27163	0.278108	1.80025	6.33233	-3.12845	2.26898	0.322348	-1.58076	-1.73668	-2.04995	-1.02393	1.68896	0.87218	6.17001	-3.34857	2.13445	2.08494	-2.12961	-1.71469	-1.95251	-1.48955	0.841478	1.60725	6.10155	-2.74545	2.24265	0.996882	-2.23723	-1.88664	-1.14121	-1.264	0.419316	1.61963	6.24354	-3.27578	2.18063	0.446892	-2.11453	-1.88705	-2.18661	-1.47645	1.97435	1.48558	6.44469	-2.68535	2.14314	2.11096	-1.08925	-1.39477	-2.19709	-1.08562	1.60638	1.34849	6.85687	-2.89545	1.97912	1.37231	-1.32016	-1.32254	-1.67554	-1.21522	1.66282	1.3577	6.31067	-3.22303	2.10667	1.30748	-1.09514	-2.09985	-2.16374	-0.869051	2.00723	1.15077	6.39219	-2.69335	1.91164	1.81533	-2.24822	-1.45268	-1.33106	-0.991992	1.50784	0.898664	6.2808	-2.8893	2.03963	1.09857	-1.85477	-1.7858	-1.43146	-1.20488	0.455726	0.905182	5.78362	-3.18832	2.23116	0.486077	-3.674343e+01	5.088284e+01	1.413941e+01
92800	-0.872355	-1.58913	0.452264	-1.53973	2.28984	1.41636	6.23656	-3.57397	2.10252	0.399696	0.0911922	0.0849345	0.427981	0.0564982	0.545472	0.225279	0.0489663	0.065504	0.114439	0.60989	0.0244726	-0.702356	-1.65413	-0.447945	-1.19861	1.78073	1.26811	6.23036	-3.03349	2.22368	1.73532	-0.843304	-2.17333	-1.38779	-1.23132	0.960782	0.672882	6.0656	-3.23138	2.15647	0.345554	-0.751987	-1.37475	-1.00235	-1.32141	2.13082	0.834617	6.54675	-3.14141	2.24446	1.9596	-0.112569	-1.402	-1.15168	-1.74877	0.426384	1.73406	6.20866	-2.56113	1.97777	-0.102671	-0.48408	-1.97528	0.205449	-1.10231	1.30453	1.31719	6.31714	-3.06913	2.0549	1.43054	-0.964853	-1.68886	-0.65955	-1.4776	0.774475	1.60347	6.12828	-3.05516	2.18119	0.834568	-0.959713	-1.42687	-1.95814	-1.26081	1.01825	1.47676	6.52057	-3.04288	2.16585	0.827106	-1.14244	-1.64146	-1.27926	-1.3449	1.97097	1.37435	6.69968	-2.60513	2.19341	2.11665	-0.992026	-1.71881	-0.479546	-1.34805	1.83182	0.909536	6.13934	-3.17933	1.90449	1.68846	-0.189322	-1.69092	-1.49619	-1.06891	1.57939	1.62642	6.35364	-3.38339	2.28492	1.63884	-0.366252	-1.76767	-0.948952	-1.15828	2.16732	0.833744	6.10874	-2.76953	2.20032	2.18933	-0.52337	-1.29819	-1.56836	-1.1943	1.51917	1.05686	6.43661	-2.69349	2.16204	1.06691	-1.36576	-1.94287	0.0139592	-0.621947	0.31518	1.03824	6.43762	-2.90576	2.04095	-0.210987	-5.554281e+01	4.283830e+01	-1.270451e+01
92900	-0.546039	-1.71226	-1.50824	-1.07147	2.03222	0.648869	 6.58	-3.22872	2.10166	1.69478	0.436622	0.179062	0.215077	0.0833934	0.75358	0.0791088	0.17504	0.168038	0.259101	0.58029	0.029923	0.425903	-2.04256	-2.27335	-1.04782	1.43725	1.27447	6.44714	-3.04274	2.04296	1.37478	-0.307997	-1.92837	-2.23638	-0.988398	0.911104	1.3201	6.80731	-3.11711	2.26708	0.902584	-0.201259	-2.04764	-2.19953	-1.39521	1.84212	1.82401	6.82532	-3.70877	2.14223	2.13845	1.25616	-1.51773	-1.73825	-0.634962	0.702853	1.46893	6.90549	-3.32769	1.59347	-0.065255	0.979916	-2.02824	-1.91138	-0.976369	1.75404	1.54824	6.87346	-3.12498	2.05893	2.20819	0.635919	-2.29794	-1.80906	-1.01132	1.03093	1.47013	5.84891	-3.06922	1.90846	1.58766	-0.314039	-1.35787	-1.95912	-1.18947	0.731015	0.976685	6.27403	-2.93461	2.14909	0.333844	-0.0768954	-1.51315	-1.88177	-1.46567	1.96648	1.00048	6.25726	-2.89874	2.27341	2.07574	0.479204	-2.01195	-1.61755	-1.51136	1.98397	1.16448	6.37262	-2.5109	1.70196	1.56903	1.11725	-2.23413	-2.22002	-0.803116	1.89297	1.50782	6.58197	-2.34386	1.35663	1.16592	-0.213408	-1.83617	-1.7236	-0.83823	2.14698	1.00857	6.39148	-3.06868	1.8813	2.05486	0.340619	-2.09762	-2.19993	-0.888991	1.30822	1.24287	6.40693	-2.6886	2.27553	1.3125	0.170483	-1.87064	-1.7278	-0.898716	-0.017431	1.45601	6.54313	-2.92731	2.23343	-0.338032	-5.637334e+01	4.568043e+01	-1.069290e+01
