iter	Ve_CDCVGmol(1)	Ve_CLivDCVGmol(1)	Ve_CKidDCVGmol(1)	Ve_CBrnDCVGmol(1)	Ve_CDCVCmol(1)	Ve_CKidDCVCmol(1)	Ve_CBrnDCVCmol(1)	Ve_CNDCVCmol(1)	Ve_CLivNDCVCmol(1)	Ve_CKidNDCVCmol(1)	Ve_CBrnNDCVCmol(1)	M_lnkDCVGC(1)	M_lnkDCVCC(1)	M_lnkElimDCVCC(1)	M_lnkElimNDCVCC(1)	M_lnISkDCVG(1)	M_lnISkDCVC(1)	M_lnISkNDCVC(1)	V_lnkDCVGC(1)	V_lnkDCVCC(1)	V_lnkElimDCVCC(1)	V_lnkElimNDCVCC(1)	V_lnISkDCVG(1)	V_lnISkDCVC(1)	V_lnISkNDCVC(1)	lnkDCVGC(1.1)	lnkDCVCC(1.1)	lnkElimDCVCC(1.1)	lnkElimNDCVCC(1.1)	lnISkDCVG(1.1)	lnISkDCVC(1.1)	lnISkNDCVC(1.1)	lnkDCVGC(1.2)	lnkDCVCC(1.2)	lnkElimDCVCC(1.2)	lnkElimNDCVCC(1.2)	lnISkDCVG(1.2)	lnISkDCVC(1.2)	lnISkNDCVC(1.2)	lnkDCVGC(1.3)	lnkDCVCC(1.3)	lnkElimDCVCC(1.3)	lnkElimNDCVCC(1.3)	lnISkDCVG(1.3)	lnISkDCVC(1.3)	lnISkNDCVC(1.3)	lnkDCVGC(1.4)	lnkDCVCC(1.4)	lnkElimDCVCC(1.4)	lnkElimNDCVCC(1.4)	lnISkDCVG(1.4)	lnISkDCVC(1.4)	lnISkNDCVC(1.4)	LnPrior	LnData	LnPosterior
15900	0.816495	0.954293	0.850666	0.98889	0.587329	0.779195	0.612774	0.458951	0.466483	0.934574	0.561886	2.71564	0.63707	-6.36775	-1.6278	3.94687	-4.59671	4.18895	0.190857	0.117364	0.076682	0.0817063	4.39593	1.48399	2.204	2.70821	1.03497	-6.19142	-1.58278	2.44638	-4.51139	3.51622	1.85167	1.72685	-6.66583	-1.17858	2.28152	-3.48707	3.72357	1.46078	0.914446	-6.48772	-1.56242	3.20477	-4.17361	4.33487	2.52558	0.65827	-6.68227	-1.29222	3.08054	-3.88036	3.32629	-4.844570e+01	-3.285750e+02	-3.770207e+02
16000	0.702084	0.902487	0.813546	0.840187	0.635529	0.950313	0.745888	0.178406	0.381522	0.68568	0.391648	3.34454	1.60796	-7.0073	-1.08629	1.59895	-4.28601	2.78866	0.14378	0.490584	0.104491	0.0837833	1.74321	1.50549	2.90429	2.60793	1.54968	-7.56117	-0.586239	1.84359	-4.35631	2.94615	2.87288	0.957226	-7.16773	-1.495	1.60012	-3.31068	3.50531	3.66638	1.03541	-7.13713	-0.862765	0.325209	-3.90076	3.54415	3.81492	0.336482	-7.01828	-1.60827	1.60509	-2.9231	2.6296	-5.006312e+01	-3.311639e+02	-3.812270e+02
16100	0.613882	0.773691	0.913562	0.903344	0.561028	0.680194	0.661377	0.228247	0.541061	0.738639	0.605023	2.40479	0.427401	-7.04778	-0.212267	3.89894	-3.62921	3.11192	0.0506506	0.0636269	0.0868892	0.149505	1.94241	0.844858	2.91985	2.16075	0.499218	-6.95308	0.842463	3.70681	-4.13627	0.53479	2.1837	0.252168	-6.66508	-0.752988	3.37354	-2.77738	2.71425	2.3847	0.909042	-7.4184	-0.202365	2.65449	-3.13527	3.11379	2.28598	0.676982	-6.78003	-0.220186	4.24777	-2.65633	1.54562	-4.324348e+01	-3.323983e+02	-3.756418e+02
16200	0.765816	0.936559	0.730162	0.752106	0.544507	0.731347	0.54021	0.322355	0.560853	0.635755	0.723017	1.84484	0.0272651	-8.4973	-0.25273	2.54009	-1.77414	1.65142	0.053039	0.130087	0.141553	0.284635	2.61088	10.7337	3.36506	1.90317	0.321368	-8.4108	-0.47665	2.41683	-3.64955	1.69146	1.80756	0.639239	-7.96757	-0.557225	2.51863	-2.91203	2.53617	1.48081	0.0949816	-8.57801	-0.840477	2.56527	-3.93787	0.987588	1.60431	0.400643	-7.88835	-0.405416	4.40921	-3.44312	2.33777	-5.367685e+01	-3.322901e+02	-3.859670e+02
16300	1.01152	0.919711	0.692043	0.716075	0.490152	0.835035	0.741777	0.452576	0.503844	0.575787	0.785525	1.18022	0.335738	-6.42724	-2.21762	3.6409	-4.12502	0.0700562	0.760301	0.179861	0.218741	0.201828	2.72331	1.31076	5.20488	1.28301	0.521998	-5.7291	-2.30659	2.99301	-4.1933	1.26192	-0.122502	0.732017	-6.14492	-1.86667	3.62694	-3.25181	3.20269	1.8943	0.0480122	-6.50638	-2.63782	2.54226	-4.09507	-2.91289	2.00617	0.737346	-5.94426	-2.46126	2.22684	-3.78854	-1.3274	-5.699974e+01	-3.334216e+02	-3.904213e+02
16400	0.956263	1.15483	0.48794	0.631995	0.668909	0.879034	0.822656	0.363356	0.242242	1.17003	0.411691	-0.0789137	0.646452	-4.99281	0.567228	4.0872	-4.03719	2.17746	0.111481	0.413274	0.338229	0.301901	2.14951	2.08123	1.45635	-0.306032	-0.0519169	-5.68357	0.528749	4.42077	-3.38254	1.30497	-0.223806	1.2749	-4.23364	0.492216	3.29068	-3.3834	1.5842	-0.297846	1.3336	-4.8342	0.580992	3.97936	-4.27276	2.43237	0.360987	0.209246	-5.49492	0.0872116	4.23797	-2.56507	1.12831	-4.930007e+01	-3.327873e+02	-3.820873e+02
16500	0.831504	1.03547	0.81702	0.740283	0.37037	0.954914	0.612373	0.722097	0.504801	0.741316	0.716318	0.635902	-0.0850941	-6.69472	-0.283741	3.90133	-1.22956	2.8065	0.0714427	0.0672083	0.169964	0.833803	1.14031	4.61574	2.37596	0.79707	-0.015035	-6.08557	-1.93067	3.92919	-3.10356	3.33611	0.556288	0.0675324	-7.01228	-0.789043	3.13343	-3.18638	2.26708	0.329741	-0.162189	-7.25812	0.571624	4.55164	-2.07511	2.70806	0.868107	-0.329402	-6.74265	-0.110112	3.87101	-1.65714	2.21437	-5.119640e+01	-3.391447e+02	-3.903411e+02
16600	0.955519	1.11897	0.484254	0.888644	0.507571	0.856578	0.675349	0.232278	0.489363	0.821945	0.468992	0.778133	-0.876851	-5.49737	-0.156615	2.89806	-2.69009	2.00855	0.0526616	0.191035	1.02887	0.393623	1.31369	0.988062	2.0397	0.656715	-0.428148	-4.82407	0.739135	3.43156	-2.6804	1.03951	0.351382	-1.36768	-5.01494	0.111112	2.60385	-0.855874	1.74041	0.681571	-0.688943	-6.54278	-1.24629	3.49068	-2.92898	2.97616	1.08143	-1.17497	-4.67934	0.656637	3.77895	-1.09053	1.29641	-5.883221e+01	-3.289915e+02	-3.878237e+02
16700	0.780927	0.783921	0.768468	0.879925	0.67816	0.81532	0.692974	0.30492	0.365624	0.653532	0.606201	1.24692	-1.83078	-3.76411	0.286447	4.08583	-0.0162138	1.83526	0.221164	0.12668	0.243785	0.288583	2.01316	2.08985	1.03964	2.34449	-1.50966	-3.28261	0.638579	3.79025	-1.66317	1.52984	1.29763	-1.29435	-3.50434	0.763039	2.6306	-0.716185	1.3474	0.718637	-1.87508	-3.79337	0.268867	3.87876	-1.65675	2.00548	1.91069	-1.65123	-3.11472	1.05986	4.27485	-0.442711	1.16341	-5.092637e+01	-3.318152e+02	-3.827416e+02
16800	1.09754	1.06229	0.675924	0.750704	0.5294	0.811523	0.417664	0.327931	0.358426	0.735329	0.695311	0.487453	-1.41929	-2.15297	0.96906	3.23486	-1.45524	1.15996	0.14138	0.583127	0.102072	0.152488	2.95162	1.287	0.956998	0.578476	-1.56856	-2.59537	0.69109	3.10113	-1.27505	1.51761	1.4412	-1.17359	-1.69325	1.35668	1.85024	-0.913557	0.676771	0.689013	-2.24939	-2.62214	0.918532	4.18992	-0.919714	1.89385	1.03916	-0.439216	-2.11837	1.50427	4.47158	-2.48021	0.221456	-5.262849e+01	-3.346388e+02	-3.872673e+02
16900	0.830982	0.858057	0.886634	1.0007	0.540174	0.920526	0.603471	0.434921	0.519586	0.775841	0.479485	2.05126	-1.16736	-4.12828	0.337379	2.10922	-0.193711	1.00072	0.0895095	0.174038	0.565608	0.20749	0.94157	3.41687	1.50266	2.62299	-1.08651	-3.60434	1.08618	3.1162	-1.50615	1.32988	1.93542	-0.894801	-4.50385	0.196262	2.7339	-1.27035	2.05712	1.8073	-1.29194	-4.38047	-0.300459	1.82209	-2.43725	1.58403	1.77446	-1.16064	-3.63672	1.0515	4.55772	-1.60474	-0.745551	-5.767403e+01	-3.319875e+02	-3.896615e+02
17000	0.784267	1.07898	0.75011	0.764392	0.488429	0.892944	0.60167	0.314191	0.27655	0.897725	0.410331	2.31785	-0.816504	-4.00642	1.50485	2.74069	-1.0597	0.913318	0.207346	0.310062	0.105024	0.355777	1.73656	7.03766	1.4348	1.83229	-0.811379	-4.02621	0.776556	2.24791	-2.23416	1.38742	1.93918	-0.697233	-3.9202	1.14192	1.34201	-0.970608	1.31512	2.74182	-1.1566	-3.55049	1.23463	1.79363	-3.24541	-1.32859	1.86535	-1.25098	-3.94485	1.92787	2.81634	-1.37106	0.0644907	-5.381771e+01	-3.322809e+02	-3.860986e+02
17100	0.652286	0.868219	0.956996	0.891638	0.585681	0.718898	0.538154	0.528907	0.366805	0.746893	0.466891	1.72541	-1.34827	-4.38334	1.37767	4.05981	-1.47906	1.48467	0.0870268	0.0812193	0.296783	0.523731	1.96491	0.863161	5.24821	1.9025	-1.6604	-3.30732	1.03522	3.72219	-1.63648	1.04492	1.39405	-1.10184	-3.86216	0.848044	3.30783	-1.17678	1.34587	2.28302	-1.47541	-4.31572	0.726745	2.71583	-2.24686	1.41736	2.332	-1.64956	-4.42473	1.89933	3.5728	-0.453262	0.562872	-5.383066e+01	-3.279085e+02	-3.817391e+02
17200	0.678505	0.750909	0.73815	1.07683	0.540507	0.851073	0.943225	0.172943	0.296489	0.975646	0.39936	2.78839	-1.45329	-2.57406	0.864688	2.04835	-0.902118	2.3748	0.170881	0.0967081	0.0524487	0.109043	1.55541	1.07616	5.79977	2.48426	-1.71391	-3.01071	1.55304	2.75399	-1.26146	0.648934	2.52503	-1.19409	-2.49087	0.749308	2.11826	-1.40461	1.18354	2.67199	-1.8531	-2.64206	1.18269	2.88578	-1.94822	0.550467	2.72618	-1.48695	-2.76585	1.10749	3.74104	-0.703646	1.43785	-4.455013e+01	-3.324209e+02	-3.769710e+02
17300	0.637321	1.13081	1.0653	0.899006	0.570703	0.842088	0.73568	0.459678	0.411003	0.846814	0.723896	2.35337	-0.231439	-4.59998	1.15476	4.3303	-1.8701	-0.743132	0.181028	0.129943	0.136045	0.0909714	2.57601	1.69307	1.72396	2.11912	-0.585893	-4.53579	0.739672	3.52244	-2.5554	1.07346	2.76185	0.159835	-4.82636	1.16175	1.80534	-3.07237	0.344489	2.4405	-0.653124	-4.39866	1.21136	2.90473	-2.61251	1.50028	2.49336	-0.65294	-3.97019	1.16468	2.63947	-1.28735	0.159491	-4.676836e+01	-3.350830e+02	-3.818513e+02
17400	0.66689	0.752332	0.9636	0.921702	0.5929	0.984691	1.10558	0.29778	0.286482	0.809754	0.658985	1.77735	-0.627092	-3.71442	2.1427	4.05463	-2.14565	-0.267128	0.12433	0.354692	0.227186	0.321581	2.1792	1.60451	3.68351	1.8422	-1.01031	-4.09829	3.0632	3.09808	-2.21158	-1.22385	2.19235	0.371385	-3.88188	2.25885	2.91936	-2.6209	0.0610406	1.79189	-1.18732	-3.54993	2.18733	2.86321	-2.50191	-0.731447	1.73574	-0.734883	-3.81755	2.0023	4.54854	-1.97069	-1.64242	-5.073143e+01	-3.310052e+02	-3.817367e+02
17500	0.541781	0.957529	1.08051	0.949856	0.541423	0.873367	0.702745	0.23638	0.56205	0.888798	0.334661	1.88074	-1.32583	-2.39609	2.83637	4.37016	-1.86591	-3.34478	0.146237	0.155092	0.227008	0.207757	2.19752	0.706479	3.09666	1.57906	-1.24638	-2.66514	2.7652	3.57057	-1.70771	-0.737378	1.71905	-0.797819	-3.34294	3.32462	2.98632	-2.12327	-2.18769	2.01274	-1.50719	-1.90958	2.41885	3.74869	-2.31236	-1.10563	2.41984	-1.48106	-2.78602	3.00984	4.13304	-1.37289	-3.0861	-4.693340e+01	-3.347144e+02	-3.816478e+02
17600	0.799544	0.983004	0.757063	0.780264	0.530619	0.752862	0.607335	0.344473	0.450575	0.567953	0.459917	1.40717	-1.56743	-1.3495	4.01716	3.78298	0.312709	-2.08605	0.113742	0.0615238	0.0969267	0.117102	1.14599	2.21982	3.44574	1.07638	-1.34153	-1.33873	4.30307	3.54879	-1.25702	-2.33994	1.06288	-1.89425	-1.41349	3.87081	2.99456	-0.888241	-2.43755	1.60121	-1.79441	-1.86257	4.45999	3.36045	-0.580344	-1.27522	1.09052	-1.71708	-0.613579	3.78654	3.87494	0.321373	-1.40779	-4.260308e+01	-3.337934e+02	-3.763965e+02
17700	0.897571	0.88997	0.692345	0.70024	0.436635	0.972391	0.662967	0.232622	0.489285	0.912349	0.290118	0.0990846	-2.18121	0.820262	2.8154	3.90601	-1.2645	-1.02209	0.193569	0.160338	0.212182	0.343497	5.08234	0.658146	1.73574	0.213944	-2.16095	1.46175	2.92043	4.27465	-0.441091	-0.490225	0.0619643	-2.09006	1.34009	3.33965	4.28097	-0.313911	-1.1662	0.0730705	-2.36264	0.443966	2.5575	3.26745	-1.47195	-1.6878	0.138324	-1.79602	0.796289	2.20455	4.54749	-0.742781	-0.527511	-4.762037e+01	-3.346144e+02	-3.822348e+02
17800	0.915249	1.07357	0.574306	0.78535	0.499338	0.870177	0.782087	0.593479	0.52626	0.547738	0.569505	0.528049	-2.28636	1.57756	2.33654	4.28459	-1.38204	0.3329	0.0893376	0.0704742	0.145799	0.398337	4.79113	1.05711	2.4866	0.806641	-1.73755	1.56256	1.73203	3.6399	-1.53388	-0.833887	0.547686	-2.0913	1.90165	2.4182	2.88918	0.238177	-0.478175	-0.00343063	-2.11113	0.88151	2.38095	3.83974	-1.10595	-0.704216	0.337655	-2.04099	1.40127	2.95068	4.58251	-0.240145	-2.57753	-5.180153e+01	-3.304966e+02	-3.822981e+02
17900	0.760313	1.1073	0.974114	0.962362	0.522029	0.847085	0.648696	0.201524	0.513726	0.811323	0.467037	1.02664	-2.89895	3.73943	2.03465	4.29406	0.270451	-1.50926	0.211281	0.194366	0.178415	0.384756	1.57591	2.32894	3.52325	0.737774	-3.37428	4.54866	2.22738	4.58411	0.663408	-0.0148421	0.906057	-2.53966	4.4133	2.27468	3.2287	0.180766	-0.219087	0.88188	-3.03335	3.2339	1.84877	4.18049	-1.1986	-0.676146	1.74728	-3.32111	3.8177	1.60307	3.98252	0.311031	-3.34755	-5.228229e+01	-3.311498e+02	-3.834321e+02
18000	0.776618	0.966979	0.914074	1.15061	0.508915	0.868331	0.657149	0.317298	0.444807	0.756162	0.424327	1.26593	-2.43457	1.56254	1.54961	4.28384	-1.87157	-0.654186	0.23249	0.182602	0.129582	0.0814605	1.31142	5.36907	2.61307	1.59563	-3.09094	1.90792	1.37715	4.07186	-0.393012	0.263266	2.22369	-2.61976	1.76044	1.72005	2.43804	0.202139	-0.437996	1.23725	-2.53514	1.54353	1.77857	3.19834	-1.66793	-2.72307	1.20372	-2.1613	1.40715	2.11601	4.26212	-0.0573852	-0.854347	-4.956425e+01	-3.321063e+02	-3.816705e+02
18100	0.947973	1.0624	0.686178	0.725617	0.570686	0.946907	0.731885	0.324392	0.441911	0.945428	0.36928	1.56232	-2.39125	1.26554	-0.584634	2.43544	-0.809826	0.0928696	0.31473	0.338466	0.095194	0.779469	1.41809	3.04426	0.862146	2.80871	-2.19391	1.0386	0.628826	2.04696	-1.56558	1.17422	1.92558	-3.00189	1.19305	1.55465	1.83053	1.13978	0.821897	2.38008	-1.55911	1.48316	0.866376	1.44375	-2.21417	1.13995	1.71248	-2.73699	1.20593	-1.59883	2.78185	-0.106828	-0.938409	-6.434234e+01	-3.293959e+02	-3.937382e+02
18200	0.693094	0.74168	0.958815	0.971193	0.590227	0.815546	0.598045	0.704049	0.68801	0.92473	0.705104	0.92653	-2.15507	1.48079	-0.720792	3.68485	-1.30981	3.36954	0.0633177	0.110298	0.236945	0.136755	2.96045	2.97812	1.25956	0.930865	-2.23448	1.56004	-0.26224	4.13454	-1.35276	1.49426	0.712558	-1.71269	2.0047	-0.90317	3.93449	-0.592659	2.84986	1.10045	-2.07065	1.47421	-1.1633	3.27634	-2.47233	1.9933	1.41493	-2.26997	1.83202	-1.3727	4.4187	0.884742	3.06774	-4.825530e+01	-3.351113e+02	-3.833666e+02
18300	1.03387	1.05083	0.773573	0.756176	0.598266	0.830675	1.02048	0.282783	0.373332	0.620757	0.311236	0.334952	-2.10815	-1.10202	-0.651011	4.41519	0.038453	2.75329	0.132832	0.224279	0.338438	0.357694	1.70522	1.61353	5.66666	0.695974	-1.64148	-0.57355	-0.224117	4.10481	-1.62596	1.84103	0.761098	-2.50665	-0.489143	-1.52335	3.47297	0.394607	3.70141	0.683407	-2.04947	-0.523036	-1.42969	3.81263	-0.384761	4.137	0.517163	-2.22965	0.0749914	-0.269437	4.50989	-0.950938	-0.242405	-5.540598e+01	-3.357996e+02	-3.912056e+02
18400	0.589771	1.01257	1.17954	1.09344	0.470743	1.04247	0.777211	0.536692	0.541315	0.907055	0.405397	2.35365	-2.6642	-3.32911	-0.752934	3.23885	0.464544	4.14069	0.0934171	0.156575	0.15776	0.331935	2.182	1.09072	2.79977	2.37512	-2.71866	-3.51084	-0.78745	3.38508	-0.415472	2.84029	2.09356	-3.00375	-3.37097	-0.355089	2.73405	0.443133	2.06942	1.98666	-2.93702	-3.51724	-0.994144	3.80609	-0.0786882	3.95287	2.75632	-3.31323	-3.63446	-0.485635	3.07387	1.16043	1.61883	-4.605346e+01	-3.358433e+02	-3.818968e+02
18500	0.681695	0.8603	0.954364	1.06824	0.646683	0.854711	0.727079	0.272962	0.330958	0.906117	0.58282	4.16503	-3.2554	-6.26534	0.377651	1.8156	1.57967	2.76591	0.341662	0.146966	1.16369	0.735471	3.49373	12.9918	1.42759	4.54238	-3.68116	-5.8536	-0.040515	0.41622	0.689563	2.24518	3.87072	-3.01756	-6.96313	-0.374385	1.10175	0.99998	2.96849	3.82366	-3.18956	-5.92796	-0.258388	1.33804	-0.334994	2.75691	3.98298	-3.22754	-7.42765	-0.23523	3.01629	0.309104	2.34912	-6.673335e+01	-3.281835e+02	-3.949168e+02
18600	0.779919	0.9873	0.864337	0.920087	0.55293	0.887508	0.880141	0.502013	0.491384	0.928657	0.927117	4.00262	-3.35076	-6.37047	-0.109297	1.04153	0.974881	4.47204	0.175107	0.151599	0.148635	0.0853103	1.52696	0.961847	6.84078	3.74765	-3.42821	-6.02563	0.32477	1.41188	-0.306274	1.11794	3.9957	-2.96201	-6.21363	-0.0345416	1.03967	0.898002	1.20754	3.63539	-3.59056	-6.30375	-0.53642	1.22873	-0.31623	2.86441	4.03933	-3.14115	-6.15165	0.38032	1.39441	0.802173	1.8474	-4.808700e+01	-3.359046e+02	-3.839916e+02
18700	0.656736	0.815581	0.945574	1.1064	0.522471	0.896188	0.706542	0.235191	0.639744	0.950653	0.495453	3.6256	-3.00715	-4.74501	-0.868784	2.59717	0.141222	2.67682	0.122121	0.232389	0.3632	0.0843775	3.38409	1.72015	1.79774	3.21745	-3.4057	-5.15396	-0.574795	1.73848	0.308886	2.94149	3.53851	-3.66516	-5.1327	-0.576596	1.8377	1.09742	2.17691	3.02473	-3.24703	-5.19218	-0.847097	1.89826	0.312393	2.56909	3.18843	-2.93235	-4.52905	-0.908815	2.41513	-0.378145	1.15735	-4.839811e+01	-3.355554e+02	-3.839535e+02
18800	1.05046	0.951833	0.796855	0.723549	0.569814	0.899319	0.800699	0.372765	0.463153	1.00624	0.421473	2.15498	-3.66048	-4.80299	-0.151837	4.09672	1.32393	3.53218	0.0652176	0.465692	0.132053	0.122162	7.16232	0.783383	4.47226	2.00689	-3.93374	-5.52448	-0.36805	2.35684	0.974875	2.41208	2.48919	-3.39336	-5.42894	0.0833109	1.33924	0.720749	1.91618	2.09839	-4.68706	-4.58229	-0.423946	2.59785	1.59396	3.31863	2.50194	-3.92302	-5.09771	-0.471963	2.7054	0.926129	0.699389	-5.415745e+01	-3.305587e+02	-3.847162e+02
18900	0.969487	0.998574	0.864573	0.791161	0.528029	0.744604	0.555369	0.445226	0.258308	0.73797	0.549197	2.63004	-4.02018	-5.89296	1.06913	1.32866	1.6101	0.501926	0.0560851	0.241256	0.186008	0.0616262	1.31518	1.98904	2.10197	2.81626	-4.07888	-5.64752	1.09098	2.15976	0.52098	0.346346	2.39102	-3.93394	-6.4504	1.42684	1.68516	1.75993	0.413092	2.7272	-4.16092	-5.81385	0.669466	1.13413	1.22037	2.31772	2.7579	-4.00176	-6.58969	0.969211	1.72385	1.33852	-2.09079	-4.424037e+01	-3.303427e+02	-3.745831e+02
19000	0.984921	1.02266	0.638118	0.840047	0.771928	0.842082	0.656098	0.413331	0.552373	0.684684	0.49358	2.77827	-3.11012	-3.0425	0.718637	2.43615	0.30612	0.405521	0.0976561	0.419078	0.121319	0.147551	0.92747	1.66748	1.10035	2.6732	-3.121	-3.4295	0.558921	1.83239	-0.221305	1.00685	2.63106	-3.7901	-3.2111	1.27785	0.527202	1.7872	0.720143	2.67829	-3.47078	-2.94658	0.699583	2.04293	-0.647874	-0.854222	2.83238	-2.86907	-3.4892	0.256118	2.51208	0.100553	0.789507	-4.626095e+01	-3.288103e+02	-3.750712e+02
19100	0.711932	0.84629	0.771172	0.943304	0.532279	0.859042	0.674192	0.528268	0.603631	0.720137	0.540601	3.52267	-3.86864	-4.10942	0.817456	1.59927	-0.606103	-1.54184	0.238572	0.14148	0.773761	0.0427421	1.32417	0.747259	2.6423	3.06953	-4.18506	-4.20417	1.18573	2.13781	0.0717207	-0.163477	3.78558	-3.30349	-3.85205	0.945559	1.27341	0.573648	0.35704	3.18412	-3.82831	-4.17197	0.594692	1.70829	-0.323534	0.364656	3.48658	-3.15543	-4.00786	1.0189	2.76857	0.740022	0.556203	-5.653212e+01	-3.319386e+02	-3.884707e+02
19200	0.613614	0.790017	0.833146	0.899167	0.437159	0.840437	0.522856	0.43086	0.452346	0.838428	0.283948	2.16981	-3.19894	-3.94401	0.290635	3.09946	1.31175	3.13313	0.0823814	0.52108	0.608604	0.172543	1.15326	1.46405	5.34897	1.90848	-3.30882	-4.19373	0.0971591	3.43241	-0.335948	2.04165	2.47687	-2.9996	-4.23329	0.414469	1.87938	0.989604	1.77433	2.0688	-3.98832	-4.16164	0.247329	2.3708	-0.0811003	-0.836827	2.22931	-3.32348	-3.66507	0.0420544	4.16095	0.991573	1.90861	-5.368766e+01	-3.338960e+02	-3.875837e+02
19300	0.670023	0.977557	0.941342	0.999964	0.629697	0.811788	0.827401	0.236829	0.47632	0.749627	0.464734	2.36308	-3.53446	-3.47832	-0.0678614	2.358	-0.166574	0.942822	0.153028	0.236924	0.209315	0.0477478	2.42785	1.03152	3.38326	2.512	-3.27411	-2.62645	-0.126578	2.71418	0.310929	2.14565	2.4702	-3.72189	-3.27945	-0.148977	2.0881	1.44849	2.05374	2.26512	-3.80064	-4.03479	-0.188358	2.35497	-0.554803	2.10501	2.34913	-2.9319	-3.46467	-0.152141	3.6912	-0.140053	0.850967	-4.617247e+01	-3.292845e+02	-3.754570e+02
19400	1.02698	1.05427	0.638848	0.728599	0.413584	0.984836	0.555201	0.446827	0.412011	0.844588	0.393418	2.37672	-3.6318	-3.05538	0.0810464	2.62194	0.404609	0.467603	0.111776	0.415738	0.190063	0.169543	2.45334	1.57199	1.08319	2.53349	-3.72094	-3.17508	0.459163	2.19126	0.454108	1.20641	2.25386	-3.8917	-2.90453	-0.182453	1.35636	1.57128	2.41823	2.21242	-4.18372	-2.99423	0.605933	2.58338	0.356487	0.754065	1.88261	-3.6036	-3.16727	-0.046628	3.27368	0.819176	-0.191024	-4.661935e+01	-3.323952e+02	-3.790145e+02
19500	1.00751	0.833332	0.62299	0.645514	0.47765	0.868447	0.687289	0.311528	0.637504	0.66427	0.828903	2.2435	-4.29179	-2.69082	-0.207059	2.60714	1.36833	2.96764	0.103705	0.133714	0.255623	0.373009	8.73664	0.957679	2.07447	2.04374	-4.65577	-2.958	-1.03164	2.60335	0.858063	1.75693	2.16863	-4.16478	-2.80241	-0.901761	0.906318	2.40712	3.12774	2.2582	-4.58867	-2.497	0.0310858	1.32753	1.18463	2.32726	2.06769	-4.33698	-2.43088	-1.24437	3.46639	2.04511	3.20402	-5.107502e+01	-3.343189e+02	-3.853939e+02
19600	0.818986	1.12913	0.852609	0.744608	0.51322	0.863025	0.963462	0.498745	0.412235	0.691765	0.411098	3.84774	-4.59972	-2.02941	-0.0245411	1.0077	1.60393	3.33227	0.209569	0.287156	0.149142	0.374309	1.71403	0.848688	2.07006	4.14422	-4.17744	-2.46755	-0.53447	-0.0847282	1.1158	2.29462	2.9646	-4.0937	-2.38397	-0.817848	0.661679	1.79158	2.86932	3.69889	-4.21671	-1.93538	0.757246	0.500329	1.48188	2.0815	3.75937	-4.96519	-2.34601	-0.0698825	1.45483	1.76062	0.100207	-5.321131e+01	-3.328494e+02	-3.860608e+02
19700	1.10971	1.02423	0.57042	0.664415	0.639042	0.769482	0.665346	0.352998	0.455073	0.837197	0.386231	3.13051	-3.7489	-1.65106	-0.463645	1.08224	0.242216	2.09847	0.109179	0.191677	0.0810663	0.11876	2.34389	13.2725	1.20002	3.00212	-3.90742	-1.71597	-0.220344	0.957929	-0.00991361	1.75488	2.83974	-3.23405	-1.13956	0.107015	0.425548	1.41956	 2.04	3.59817	-3.52384	-1.5937	-0.72706	-0.239531	-0.812217	1.38186	3.48626	-4.65247	-1.93248	-0.477877	2.02872	1.33338	0.974774	-5.189353e+01	-3.339041e+02	-3.857976e+02
19800	0.682678	1.13638	0.908174	1.05495	0.459455	0.701971	0.908727	0.358523	0.507758	0.808073	0.255029	3.18264	-4.27967	-1.03635	-0.248719	1.9418	2.11881	1.16406	0.157726	0.071763	0.167222	0.109859	1.92325	0.646605	3.31553	3.7064	-4.26095	-1.23078	-0.18062	2.66446	0.894024	2.12851	3.23797	-4.62436	-0.753705	-0.0558022	1.49748	2.62406	2.2976	3.4128	-4.57035	-0.806327	-0.277339	2.08966	0.450125	-0.138819	3.02049	-3.83412	-1.44545	-0.068393	2.07744	0.964036	-1.55494	-4.762941e+01	-3.353812e+02	-3.830106e+02
19900	0.950866	0.815229	0.899571	1.06751	0.457289	0.801665	0.832767	0.322573	0.45559	0.80439	0.640062	3.65926	-4.98876	-1.44985	-1.29999	3.14485	1.79217	2.87159	0.192311	0.0745639	0.0561275	0.187089	5.95756	1.66114	2.12894	3.71915	-5.05271	-1.2402	-1.35889	1.6192	1.77424	2.9188	3.22534	-5.1493	-1.57903	-1.33399	0.712015	2.23441	2.57032	3.43831	-4.8032	-1.51835	-1.35021	0.932399	2.49304	4.38259	3.68508	-5.12786	-1.09964	-1.56307	2.56601	1.92836	1.18055	-4.384286e+01	-3.321154e+02	-3.759583e+02
20000	0.744476	0.976263	0.713185	0.934629	0.528959	0.784904	0.682923	0.424459	0.430459	0.825537	0.421324	4.13758	-4.13886	-0.0744838	-0.480424	0.562016	2.59537	3.04441	0.145348	0.272647	0.214331	0.247308	5.28902	2.77701	1.15671	3.50637	-4.29122	-0.371851	-0.58151	0.944703	1.48806	2.86191	4.14461	-4.98351	-0.124626	-1.29871	-0.553326	2.96857	2.91875	3.95283	-4.72425	-0.478829	-0.541275	0.701204	1.70019	3.25522	4.18055	-3.53745	-0.336316	-0.0890174	1.9456	0.805486	2.44116	-5.256977e+01	-3.306374e+02	-3.832072e+02
