iter	Ve_CDCVGmol(1)	Ve_CLivDCVGmol(1)	Ve_CKidDCVGmol(1)	Ve_CBrnDCVGmol(1)	Ve_CDCVCmol(1)	Ve_CKidDCVCmol(1)	Ve_CBrnDCVCmol(1)	Ve_CNDCVCmol(1)	Ve_CLivNDCVCmol(1)	Ve_CKidNDCVCmol(1)	Ve_CBrnNDCVCmol(1)	M_lnkDCVGC(1)	M_lnkDCVCC(1)	M_lnkElimDCVCC(1)	M_lnkElimNDCVCC(1)	M_lnISkDCVG(1)	M_lnISkDCVC(1)	M_lnISkNDCVC(1)	V_lnkDCVGC(1)	V_lnkDCVCC(1)	V_lnkElimDCVCC(1)	V_lnkElimNDCVCC(1)	V_lnISkDCVG(1)	V_lnISkDCVC(1)	V_lnISkNDCVC(1)	lnkDCVGC(1.1.1)	lnkDCVCC(1.1.1)	lnkElimDCVCC(1.1.1)	lnkElimNDCVCC(1.1.1)	lnISkDCVG(1.1.1.1)	lnISkDCVC(1.1.1.1)	lnISkNDCVC(1.1.1.1)	lnISkDCVG(1.1.1.2)	lnISkDCVC(1.1.1.2)	lnISkNDCVC(1.1.1.2)	lnISkDCVG(1.1.1.3)	lnISkDCVC(1.1.1.3)	lnISkNDCVC(1.1.1.3)	lnISkDCVG(1.1.1.4)	lnISkDCVC(1.1.1.4)	lnISkNDCVC(1.1.1.4)	lnISkDCVG(1.1.1.5)	lnISkDCVC(1.1.1.5)	lnISkNDCVC(1.1.1.5)	lnISkDCVG(1.1.1.6)	lnISkDCVC(1.1.1.6)	lnISkNDCVC(1.1.1.6)	lnISkDCVG(1.1.1.7)	lnISkDCVC(1.1.1.7)	lnISkNDCVC(1.1.1.7)	lnISkDCVG(1.1.1.8)	lnISkDCVC(1.1.1.8)	lnISkNDCVC(1.1.1.8)	LnPrior	LnData	LnPosterior
45050	1.59283	1.57324	1.45602	1.49559	0.216397	0.562768	0.0103002	0.441997	0.382794	0.781969	0.892827	-4.46774	-7.15875	-0.252759	4.13428	3.85899	4.35093	-2.82195	0.210535	0.0697801	0.0924088	0.120858	1.3413	1.02784	1.35426	-3.89097	-7.36616	-0.211012	3.82422	3.05079	3.88467	-1.75335	2.67221	4.32065	-2.3345	3.59376	4.27656	-3.18384	4.10941	4.58544	-4.00999	2.65873	4.03562	-1.38017	2.47091	3.95518	-2.46109	3.59373	4.07019	-2.50923	2.75114	4.13577	-2.60846	-4.328161e+001	-7.077376e+002	-7.510192e+002
45100	1.44793	1.57438	1.4279	1.47469	0.214483	0.718526	0.0103123	0.378614	0.599702	0.789623	0.767308	-4.82382	-7.84852	0.301029	3.23054	2.94694	4.24588	-1.77957	0.577235	0.370412	0.136763	0.248553	1.733	1.90937	2.22717	-4.02555	-7.53259	-0.273872	3.69991	3.06395	3.96912	-1.94532	3.80857	4.31434	-1.36849	3.81397	4.3413	-2.27847	4.08592	4.54843	-1.89974	2.15702	3.76694	-1.71222	2.68613	4.00059	-2.59279	3.84397	4.19133	-2.50199	3.31971	4.24436	-2.63933	-5.605678e+001	-7.082319e+002	-7.642887e+002
45150	1.52435	1.62625	1.46341	1.54104	0.241297	0.54207	0.0109694	0.468513	0.462999	0.899826	0.791918	-3.58903	-7.14777	-0.749711	4.15583	4.34048	4.00983	-3.42243	0.0971223	0.059053	0.538753	0.094034	2.69436	1.28982	1.42308	-3.61714	-7.15336	-0.208445	4.59433	2.60426	3.82103	-2.5817	1.93234	4.18905	-3.12707	3.31411	4.32225	-2.64112	3.87339	4.54942	-3.5859	2.03656	3.88992	-3.89792	2.26821	3.90525	-3.73299	3.68559	4.20655	-3.83455	3.11423	4.34858	-3.37656	-4.846606e+001	-7.061269e+002	-7.545929e+002
45200	1.44919	1.55089	1.5431	1.51758	0.340794	0.641968	0.010254	0.628085	0.579277	0.760084	1.04706	-4.4561	-7.13578	-0.947792	4.57877	3.65079	4.14542	-3.33767	1.03774	0.135128	0.248113	0.221938	1.71781	1.14272	1.29546	-3.7441	-6.92862	-0.198537	4.19162	2.72354	3.82792	-2.69905	2.13986	3.89251	-3.73	3.23245	4.21915	-2.62493	3.33739	4.3612	-3.99312	1.64375	3.62808	-2.55543	2.54716	4.00121	-3.41094	3.48298	4.15573	-3.48123	4.1701	4.52154	-2.10548	-5.341775e+001	-7.091993e+002	-7.626170e+002
45250	1.43035	1.56173	1.4505	1.3529	0.20641	0.519459	0.0107239	0.559843	0.523685	0.83115	0.961959	-3.46955	-7.1034	-0.562831	4.42388	3.89027	4.37557	-4.58681	0.259906	0.205643	0.0708259	0.132849	1.21996	2.08382	5.71127	-3.66332	-7.15335	-0.151281	4.05842	2.53124	3.76535	-2.21017	3.51681	4.58397	-2.2339	3.13787	4.16667	-2.50005	4.04026	4.5495	-2.46474	1.86882	3.74393	-2.88538	2.45855	4.00635	-3.68459	3.53046	4.12628	-2.0453	3.44544	4.4063	-2.18561	-5.219737e+001	-7.102003e+002	-7.623976e+002
45300	1.56069	1.54946	1.41864	1.55117	0.229697	0.547452	0.0103296	0.537716	0.40827	0.713745	0.997603	-3.55981	-6.46883	0.103827	4.00421	2.54175	3.80116	-3.78327	0.142151	0.065769	0.176225	0.689328	2.26554	0.763881	1.86162	-3.86609	-6.42651	-0.20454	4.55702	2.2067	3.55111	-3.03633	1.84602	3.87007	-2.78249	3.0296	4.10223	-2.80484	4.09655	4.55101	-2.64772	1.77694	3.6307	-4.46241	2.48907	3.92182	-3.23831	3.15119	3.94418	-3.54976	2.47247	3.9479	-4.46468	-5.051398e+001	-7.028033e+002	-7.533173e+002
45350	1.53744	1.60421	1.44007	1.45934	0.149398	0.623725	0.0100866	0.520943	0.434055	0.813577	0.858889	-3.82424	-7.20012	-1.00848	1.82942	3.20783	4.52199	-1.33078	0.122739	0.250249	0.142219	0.35452	2.61304	0.541121	1.56619	-3.95857	-6.64898	-0.217042	3.31182	2.15264	3.5752	-2.18195	2.95953	4.40756	-1.55395	3.24866	4.15825	-1.51715	4.19384	4.54756	-2.11274	1.96569	3.66028	-1.13567	2.86433	4.08471	-1.48628	3.32009	4.00779	-2.18563	2.20365	3.80203	-1.95959	-5.435275e+001	-7.013149e+002	-7.556676e+002
45400	1.54572	1.49976	1.41551	1.50917	0.241075	0.703637	0.0102534	0.428421	0.376288	0.722839	0.952518	-4.12979	-6.72235	0.268006	3.51636	3.77528	3.71959	-2.20982	0.111486	0.357583	0.136234	0.085865	1.98765	2.77266	0.953007	-3.92642	-6.5992	-0.22265	3.60971	2.25552	3.56384	-2.06103	2.9312	4.52135	-2.04737	3.26404	4.20379	-1.53772	4.34284	4.60366	-1.78038	1.97622	3.68495	-1.13667	2.85513	3.93103	-1.96383	2.97081	3.85918	-3.19422	2.26508	3.91333	-2.3237	-5.076830e+001	-6.983704e+002	-7.491387e+002
45450	1.526	1.47279	1.5783	1.49258	0.196891	0.603903	0.0114874	0.424328	0.651232	0.767602	0.973644	-4.13538	-6.62388	0.277209	2.34512	4.27506	3.92353	-1.94597	0.260541	0.0648305	0.107394	0.128855	1.66161	1.45315	2.58877	-3.915	-6.71373	-0.283626	2.65361	2.09921	3.56788	-3.34641	1.7812	3.78916	-1.84869	3.54234	4.26292	-1.03212	4.18617	4.58313	-3.22937	1.94421	3.77184	-0.255348	2.38855	3.95239	-1.86655	3.36581	4.04257	-1.04973	3.41492	4.36181	-1.48302	-5.367395e+001	-7.111318e+002	-7.648057e+002
45500	1.58304	1.59721	1.3789	1.4838	0.201866	0.70454	0.0102879	0.686274	0.498588	0.663756	1.11549	-3.82771	-6.47685	-1.25082	3.51265	3.46312	4.51442	-4.0287	0.0697222	0.0800342	0.60984	0.0402787	2.17134	1.32005	3.59809	-4.08301	-6.75	-0.269452	3.26253	2.20807	3.49238	-4.19625	1.97687	4.23746	-4.38574	3.05168	4.16451	-2.5427	4.0137	4.48196	-3.14361	2.0674	3.71576	-0.597344	2.37891	3.86644	-4.3793	3.64895	4.09013	-1.17645	3.3879	4.36293	-4.21587	-5.408470e+001	-7.122343e+002	-7.663190e+002
45550	1.44329	1.57693	1.40919	1.47088	0.194818	0.729556	0.0116063	0.597685	0.608679	0.78455	0.883877	-4.41832	-7.60143	-0.654178	2.52167	3.01439	4.54103	-3.1296	0.150859	0.168671	0.117339	0.10525	1.78935	0.73886	2.23263	-4.14274	-7.06132	-0.247304	2.64545	2.0053	3.37761	-3.51564	3.72638	4.59126	-1.42104	3.43146	4.16448	-1.84708	4.21634	4.51093	-1.83153	2.16171	3.7061	-2.58298	2.55992	4.03892	-1.80535	3.24332	3.9317	-1.08117	2.59067	4.07377	-0.990131	-4.937480e+001	-7.122054e+002	-7.615802e+002
45600	1.4775	1.59617	1.44197	1.46173	0.27989	0.637248	0.014107	0.416387	0.610814	0.742065	0.921232	-3.44553	-6.9596	-0.168896	2.85301	3.3969	4.3113	-1.42465	0.588357	0.198739	0.0984485	0.066252	1.22445	1.28265	1.03099	-4.17439	-6.75669	-0.256042	2.75487	2.12917	3.42468	-2.57339	2.55828	4.40728	-1.61125	3.77844	4.30537	-1.13018	3.58896	4.35349	-2.65799	2.23419	3.74665	-2.72372	2.48255	3.93861	-1.95734	3.11602	3.85797	-2.20084	2.8098	4.11847	-2.46912	-4.970051e+001	-7.069131e+002	-7.566136e+002
45650	1.58069	1.56581	1.45095	1.5667	0.266439	0.769727	0.0102982	0.273944	0.467841	0.754615	0.985667	-4.58753	-5.64134	-0.0168644	2.46242	3.51308	4.4553	-1.05115	0.531392	0.712589	0.473023	0.0993841	2.52382	1.31085	1.4651	-4.08986	-6.6222	-0.29321	2.54816	1.88705	3.3652	-2.11892	2.633	4.40905	-0.429083	2.98722	4.1174	-0.792372	3.87443	4.56348	-3.03591	2.19811	3.77133	0.0246497	2.57422	4.0113	-2.45162	2.69253	3.74985	-1.50087	2.58668	3.97556	-0.811283	-5.837608e+001	-7.126093e+002	-7.709854e+002
45700	1.56839	1.59897	1.60299	1.52962	0.347764	0.674592	0.0128041	0.414933	0.442659	0.667104	0.926778	-3.82132	-6.16757	-1.2347	1.3608	3.81578	3.80292	-1.03734	0.430119	0.0678674	0.357499	0.192586	4.5409	0.967591	1.95209	-3.95271	-6.41084	-0.292473	2.28021	1.8306	3.41622	-2.10321	2.83176	4.24859	-0.400776	2.7821	4.16862	-0.394209	3.38637	4.49279	-3.06738	2.70336	4.0962	2.08528	1.98542	3.8376	-1.24033	2.65519	3.74462	-1.24058	2.27124	4.00057	-1.08678	-6.262058e+001	-7.119361e+002	-7.745566e+002
45750	1.58214	1.56827	1.48897	1.45118	0.263894	0.813062	0.0103331	0.642225	0.337207	0.72449	0.952575	-3.5521	-7.46428	-0.785274	1.28219	2.73962	4.37738	-1.88899	0.0920045	0.101501	0.20931	0.573562	1.55515	0.80847	1.50936	-3.79112	-6.83012	-0.342446	2.76014	1.93221	3.60967	-1.67802	1.97493	4.07337	-2.97487	3.59465	4.41201	-0.813021	3.0916	4.45914	-1.79182	2.62065	4.16997	-0.233735	2.60769	4.08758	-1.62589	2.60832	3.85828	-3.39851	2.38395	4.10025	-1.82871	-5.302714e+001	-7.102624e+002	-7.632895e+002
45800	1.51558	1.51205	1.54736	1.49987	0.30295	0.684263	0.011246	0.382082	0.53378	0.670271	0.924842	-2.73843	-7.05073	-0.40752	2.79874	2.08209	4.3388	-3.84668	0.472646	0.268585	0.188113	0.116717	0.931112	0.90211	4.02368	-3.89259	-6.88977	-0.328096	2.32427	2.23122	3.66199	-3.85085	3.00728	4.27419	-0.54107	2.98973	4.29036	-1.01216	3.83203	4.58408	-0.77858	1.77211	3.70069	-3.1862	2.0379	4.07035	-3.5299	2.44625	3.75715	-3.03182	2.33752	4.06789	-3.78492	-5.590920e+001	-7.099703e+002	-7.658795e+002
45850	1.5443	1.63927	1.4988	1.53587	0.18783	0.725262	0.0102647	0.270937	0.37025	0.911768	0.999894	-3.58196	-6.74625	-0.548145	2.85818	2.97328	4.46634	-1.43561	0.114279	0.0912302	0.0756683	0.120726	2.43683	1.46202	1.57234	-3.84293	-6.64413	-0.30234	2.64423	2.18387	3.67501	-0.878637	1.9595	3.95333	-1.38242	3.28361	4.33818	-0.347425	3.99776	4.56797	-1.46337	1.99784	3.82768	-0.468798	2.50463	4.06475	-1.73658	2.95809	3.98486	-1.36397	2.48086	4.10842	-2.78874	-4.488000e+001	-7.031447e+002	-7.480247e+002
45900	1.56481	1.55198	1.46637	1.48409	0.270583	0.582265	0.0110469	0.345764	0.532995	0.791435	1.07491	-4.45875	-7.18572	-0.867283	0.3331	3.22166	4.46181	-2.83736	0.119223	0.141983	0.0839025	0.462436	1.65887	1.36068	3.87468	-3.75681	-7.20554	-0.256632	1.62036	2.24579	3.69469	-2.65831	2.86346	4.3133	-3.84059	3.40507	4.34074	-1.33717	3.5834	4.48095	-3.10719	1.72276	3.72721	-1.85815	2.35627	3.96179	-0.8308	3.20667	4.04534	-2.40074	2.70326	4.20496	-0.155286	-5.645715e+001	-7.079982e+002	-7.644554e+002
45950	1.47637	1.609	1.39982	1.56005	0.164449	0.67422	0.0103167	0.414222	0.40655	0.736305	0.975479	-3.70649	-6.72091	-0.577396	2.85721	2.56965	4.43473	-1.59463	0.108238	0.0390677	0.204087	0.189478	0.663661	0.871575	0.789148	-3.72212	-6.78961	-0.299689	2.47344	2.149	3.72084	-0.812714	2.05877	3.87667	-1.61591	2.96289	4.19763	-0.946666	3.86562	4.54744	-1.48184	1.67742	3.76596	-1.14554	2.45487	4.06464	-1.21008	3.20159	4.0778	-2.11698	2.41692	4.17906	-1.34392	-4.399696e+001	-7.031711e+002	-7.471680e+002
46000	1.51139	1.54208	1.48345	1.51098	0.175351	0.76545	0.0131607	0.25289	0.51198	0.713261	0.972919	-4.23277	-7.1214	-0.0373453	2.55001	2.37504	4.35469	-1.54608	0.881717	0.0994129	0.0511478	0.119133	3.55306	0.860045	1.69617	-3.88919	-6.56684	-0.274375	3.0324	1.9199	3.50966	-1.96589	2.38865	3.97092	-1.4337	3.01671	4.16068	-1.31529	4.41547	4.55336	-0.888434	2.09087	3.80816	-1.42859	2.24319	3.89611	-4.39605	3.26803	3.98754	-1.93819	1.647	3.75129	-3.66169	-5.812663e+001	-7.089200e+002	-7.670467e+002
46050	1.49569	1.50398	1.44788	1.51746	0.27588	0.568984	0.0102057	0.347733	0.415496	0.93014	0.886209	-4.43961	-6.22748	-0.286521	2.63316	1.50086	3.93086	-1.80376	0.152653	0.174815	0.0661312	0.195403	2.13376	1.19206	1.98834	-3.82	-6.09724	-0.285086	2.70047	1.72312	3.43466	-1.33532	2.13974	4.21844	-1.182	2.59028	4.03293	-0.828393	3.41339	4.45478	-0.721612	2.13917	3.90969	-0.378571	2.25775	4.01668	-1.5912	2.9565	3.95922	-3.78919	1.8325	3.88266	-0.823333	-5.241772e+001	-7.071455e+002	-7.595632e+002
46100	1.51076	1.47295	1.47129	1.52251	0.16478	0.674088	0.0132961	0.718304	0.513548	0.810923	1.08809	-3.93701	-6.58047	0.302504	4.17991	2.82172	4.6033	-4.07915	0.191199	0.155377	0.105502	0.127938	0.674777	2.5221	1.85431	-3.59867	-6.72927	-0.255047	4.34807	1.62884	3.51999	-3.65195	2.49983	4.38615	-3.72689	2.42502	4.04664	-3.08702	3.97057	4.58834	-3.11946	1.62184	3.77693	-3.51051	2.26993	4.00273	-3.11473	2.97531	3.97552	-3.119	1.63552	3.88611	-2.59914	-4.900575e+001	-7.078876e+002	-7.568934e+002
46150	1.5247	1.44664	1.41203	1.52971	0.213566	0.643073	0.0147044	0.38417	0.429324	0.676663	0.893905	-4.52454	-5.99578	0.160072	4.25453	2.63705	3.89851	-3.67865	0.352905	0.326357	0.192384	0.156694	1.34294	1.85575	1.01808	-3.83796	-6.50851	-0.287063	3.88892	1.63017	3.39503	-3.33102	2.24867	4.31244	-3.11742	2.56787	4.06326	-2.33746	3.86444	4.56505	-4.4582	1.23899	3.50341	-3.47889	2.54213	4.03107	-2.74757	3.0835	3.9985	-2.45329	2.46743	4.05471	-3.24357	-5.225138e+001	-7.072043e+002	-7.594556e+002
46200	1.4451	1.54213	1.37034	1.49049	0.188401	0.611458	0.0109822	0.466413	0.404645	0.542444	0.931633	-3.56416	-5.63084	-0.0865145	4.18618	3.91295	4.46307	-4.39773	0.148108	0.201934	0.0391556	0.0673582	3.41361	0.89341	1.47946	-3.7235	-6.20288	-0.271226	4.28122	1.25075	3.226	-4.34896	2.28664	4.35778	-2.91677	2.68204	4.1294	-2.31698	3.92271	4.57213	-2.62559	1.67172	3.74871	-1.49052	2.26312	3.93345	-3.08728	2.72322	3.88047	-3.89674	2.13458	4.04144	-2.95623	-5.111805e+001	-7.046087e+002	-7.557267e+002
46250	1.58036	1.65463	1.37667	1.54268	0.21363	0.626131	0.0108358	0.485338	0.58435	0.911449	0.739607	-3.76208	-6.11348	-1.13437	4.59344	2.3524	3.95052	-2.9462	0.139062	0.0654807	0.24327	0.799284	0.614534	0.492067	1.16691	-3.88829	-6.24279	-0.224072	4.58044	1.31147	3.19724	-3.91614	1.64484	4.23918	-2.4529	2.93521	4.07708	-2.78562	4.1121	4.59172	-3.37259	2.18516	3.84731	-1.65586	2.51435	4.03293	-2.5284	2.5701	3.64048	-3.48318	2.32368	3.95565	-3.32598	-5.469593e+001	-7.093937e+002	-7.640896e+002
46300	1.48187	1.62547	1.57423	1.51353	0.188951	0.557503	0.0109909	0.424726	0.521591	0.683444	0.815858	-3.87652	-6.94935	0.607729	4.2414	3.4962	4.51421	-3.7181	0.125933	0.0471839	0.160478	0.207011	1.05666	1.50459	0.937365	-3.67816	-6.62466	-0.20469	4.16606	1.32455	3.27605	-4.05833	2.64043	4.49687	-2.54033	2.66728	4.06982	-2.90695	4.2618	4.54434	-2.12612	 2.24	3.90382	-3.94666	2.31929	3.94415	-4.03438	2.5764	3.75737	-3.52657	2.73054	4.18223	-4.15842	-4.910434e+001	-7.090573e+002	-7.581616e+002
46350	1.50445	1.48736	1.65598	1.52289	0.222032	0.596962	0.0112331	0.44701	0.611244	0.819968	0.963973	-3.45047	-6.69208	-0.0668507	4.29806	3.61307	4.12933	-3.32656	0.0942439	0.146834	0.129761	0.143351	1.99641	1.33126	2.50844	-3.7619	-6.41183	-0.276538	4.18963	1.24007	3.20995	-2.91284	2.39303	4.48773	-2.14302	2.93051	4.3011	-2.15579	4.21234	4.56093	-2.06453	1.88837	3.8417	-2.31021	1.88925	3.87648	-2.9327	2.77397	3.82583	-3.83155	3.02622	4.27844	-3.67032	-4.870593e+001	-7.136625e+002	-7.623685e+002
46400	1.57309	1.60525	1.37327	1.47059	0.18434	0.654919	0.0126729	0.610259	0.702791	0.913048	1.01959	-3.38111	-5.57324	-0.0850438	3.76275	2.79603	4.12152	-2.59128	0.743313	0.593257	0.114501	0.0675629	2.18569	0.915355	1.09731	-3.70543	-6.52608	-0.233919	3.89276	1.15803	3.20798	-3.38259	2.11466	4.10292	-2.18372	3.3049	4.33538	-2.16532	3.84208	4.59858	-1.72175	2.34948	3.95121	-3.26513	2.11943	3.94142	-2.21583	3.32626	4.04831	-1.62456	2.97402	4.27917	-3.92759	-5.553901e+001	-7.160522e+002	-7.715912e+002
46450	1.52814	1.62373	1.38891	1.45135	0.189477	0.634669	0.0107766	0.540665	0.603716	0.714322	0.811447	-5.45208	-6.45844	-0.215047	4.49437	4.11413	3.75292	-2.21682	1.35769	0.0398988	0.510978	0.193537	1.51706	2.45729	1.13658	-3.80987	-6.41207	-0.18584	4.10976	1.3314	3.12379	-3.51106	3.1174	4.37819	-2.14868	2.93182	4.09161	-2.16605	3.7853	4.44181	-2.35755	2.18133	3.82808	-1.89362	2.51219	3.97735	-3.29632	3.40474	3.99636	-4.07602	2.62189	4.03841	-2.24555	-6.342804e+001	-7.031834e+002	-7.666114e+002
46500	1.60173	1.54473	1.3874	1.58608	0.240044	0.66342	0.0118732	0.473106	0.48754	0.863188	0.680494	-3.96887	-6.78251	-0.670396	4.33545	3.0506	4.28088	-3.7211	0.0575077	0.105426	0.289183	0.479157	0.953836	1.26593	2.79201	-3.77897	-6.52461	-0.204655	4.06882	1.11188	3.03188	-3.30165	2.66545	4.4702	-1.87801	3.02915	4.19325	-2.70327	3.85891	4.46991	-2.77374	2.12742	3.82553	-1.29006	2.34283	3.8989	-1.9068	3.46297	4.13549	-1.59176	2.73694	4.17376	-2.2527	-5.323889e+001	-7.148331e+002	-7.680720e+002
46550	1.58314	1.6226	1.4298	1.50859	0.253352	0.683152	0.0119713	0.563609	0.414232	0.957126	0.797715	-4.14009	-6.19323	-0.600189	3.66539	2.09893	4.45515	-1.86127	0.170894	0.0386176	0.341042	0.438455	1.37801	1.00498	1.968	-3.98236	-6.27471	-0.185766	3.09161	1.36817	3.10006	-2.15567	1.86214	4.04018	-1.48035	3.2234	4.15541	-0.725072	3.09404	4.15171	-1.38675	1.96373	3.69502	-0.916492	2.26295	3.82467	-1.96568	3.02364	3.86461	-3.29148	2.72722	3.94904	-1.69902	-5.324592e+001	-7.111075e+002	-7.643535e+002
46600	1.45385	1.52431	1.58308	1.4854	0.226664	0.557534	0.0105099	0.440245	0.452575	0.748588	0.852086	-3.56867	-6.13488	0.600685	2.95599	2.80545	3.86911	-1.64826	0.345843	0.060717	0.393395	0.171627	2.62652	1.10815	1.47781	-3.91282	-6.30788	-0.204023	3.0605	1.42173	3.22299	-1.86139	2.62709	4.35332	-1.45673	3.00517	4.09737	-0.867024	3.25491	4.25046	-1.00362	2.24744	3.80899	-0.23377	2.28138	3.81725	-1.54135	3.41762	4.03146	-1.12709	2.00913	3.78838	-1.66584	-5.265600e+001	-7.034890e+002	-7.561450e+002
46650	1.50281	1.49407	1.43503	1.47312	0.162741	0.709648	0.0120395	0.532062	0.409582	0.661956	1.11596	-3.068	-7.00866	-0.0719818	3.75049	3.22533	4.17019	-4.18098	0.309649	0.0603928	0.149746	0.432455	1.66045	0.421279	3.88061	-3.8176	-6.74127	-0.184491	3.07678	1.97166	3.47306	-3.81013	2.43421	4.12793	-3.54937	3.06376	4.13228	-2.13243	3.25445	4.26356	-4.14631	1.89914	3.7381	-3.17351	2.59063	3.94808	-3.12243	3.33191	4.01598	-4.32834	2.09633	3.89677	-3.59658	-5.325962e+001	-7.081571e+002	-7.614168e+002
46700	1.63037	1.45741	1.44219	1.56475	0.253582	0.541836	0.0115694	0.407425	0.907747	0.668267	1.09928	-3.79658	-6.0035	-0.11777	3.26425	2.19263	3.58928	-1.64751	0.330178	0.262004	0.151945	0.328972	2.95973	1.6451	0.708354	-3.62239	-6.30028	-0.110431	2.9843	1.92043	3.45406	-1.4355	2.05184	4.36811	-2.15953	2.86935	4.0743	-0.975763	4.31743	4.58278	-0.830205	2.31945	3.89241	-2.68694	1.812	3.80435	-2.4157	2.94927	3.87687	-3.15077	2.23024	3.90852	-1.31807	-5.777651e+001	-7.149032e+002	-7.726798e+002
46750	1.62148	1.54556	1.46876	1.49555	0.187165	0.651285	0.0113848	0.477095	0.468735	0.859111	0.989944	-4.3211	-7.15126	-0.0168599	3.26777	3.10936	4.20841	-3.12259	0.158824	0.100329	0.0873581	0.079016	1.61621	1.90025	1.7131	-3.65111	-7.11321	-0.218382	3.6083	1.9898	3.62962	-2.22581	2.78818	4.54014	-1.99815	2.64916	4.06841	-2.576	3.71146	4.5138	-3.39585	1.91217	3.81058	-4.04125	2.12716	3.96886	-4.4654	3.05494	3.94236	-4.55106	2.46997	4.06655	-2.78772	-4.786887e+001	-7.074267e+002	-7.552956e+002
46800	1.57191	1.49866	1.54293	1.45009	0.192396	0.682821	0.0115943	0.407679	0.452073	0.660633	0.839443	-3.99426	-7.71189	0.165359	3.24281	3.26593	4.0853	-1.66549	0.106166	0.608161	0.827282	0.109891	3.49798	0.593911	1.43701	-3.75204	-6.67702	-0.154696	3.13121	2.30332	3.60716	-2.12118	1.99814	4.05272	-1.78509	3.26941	4.1553	-1.17639	3.47008	4.38487	-3.47889	2.32061	3.88019	-0.753491	2.44877	3.98788	-1.74552	2.97806	3.81856	-1.7942	2.87194	4.15229	-1.09808	-5.613622e+001	-7.035428e+002	-7.596790e+002
46850	1.62159	1.45641	1.47604	1.53948	0.247824	0.599966	0.0110343	0.485168	0.421138	0.952649	0.757687	-3.35283	-6.25808	0.0440957	3.1531	3.18349	4.2068	-1.80924	0.065111	0.101603	0.0579793	0.234656	1.05958	0.603919	1.11152	-3.75106	-6.36124	-0.209229	3.24409	2.14167	3.64727	-1.21648	1.16811	3.90571	-1.1152	2.93544	4.10777	-1.15584	3.34686	4.27365	-3.42674	1.91994	3.73338	-1.06685	2.09753	3.8898	-1.25375	2.97716	3.9101	-4.26025	2.2196	4.05775	-1.19484	-5.132709e+001	-7.109149e+002	-7.622420e+002
46900	1.50272	1.59372	1.39005	1.55088	0.21037	0.717439	0.0109352	0.399043	0.305052	0.711212	1.02731	-3.60695	-6.69718	-0.14316	2.76295	1.82234	4.42832	-1.7937	0.429518	0.0973345	0.0474285	0.158536	0.744825	0.808878	4.98566	-3.72556	-6.84587	-0.1866	2.59913	2.36398	3.70336	-0.80135	2.02996	3.9765	-4.14687	3.20139	4.23101	-0.773226	3.69194	4.45461	-1.48043	2.16831	3.86988	-1.51215	2.40323	3.89471	-1.07884	2.91719	3.8338	-2.70778	2.35933	3.97933	-0.931316	-5.434212e+001	-7.087724e+002	-7.631145e+002
46950	1.51832	1.57939	1.57224	1.59387	0.293568	0.578328	0.016228	0.509466	0.49237	0.906345	1.04555	-4.02361	-6.47817	-0.318729	2.64383	2.00226	4.19869	-1.773	0.101193	0.21547	0.0927342	0.0762129	3.28489	0.792697	2.1831	-3.72478	-6.45739	-0.328443	2.57225	2.09161	3.73609	-0.388137	1.54547	4.00361	-4.50269	2.86103	4.26566	-1.32732	2.80859	4.30911	-1.83978	1.80378	3.92135	0.250165	2.15407	3.93982	-3.0458	3.07659	4.06632	-0.452909	2.06807	4.06041	-1.25575	-5.256604e+001	-7.179468e+002	-7.705129e+002
47000	1.52577	1.52832	1.43397	1.42853	0.160582	0.583637	0.0119132	0.451921	0.511464	0.936816	0.648146	-3.4554	-6.77905	-0.514451	2.24435	1.95924	4.29829	-0.908487	0.22848	0.051438	0.167772	0.0748264	1.2336	3.28954	2.03763	-3.85816	-6.81787	-0.2797	2.20928	1.72814	3.46004	-0.847774	1.74061	4.21631	-0.981811	3.07962	4.19129	0.186112	4.19445	4.54436	-2.1726	1.50028	3.59346	-2.10819	2.16616	3.85351	-0.392392	2.71909	3.76157	-2.27944	2.04444	3.9524	-2.09986	-5.268972e+001	-7.104203e+002	-7.631100e+002
47050	1.52607	1.51995	1.44668	1.50734	0.201597	0.644638	0.0105439	0.436528	0.51534	0.900588	1.24462	-4.00317	-6.71644	-0.108349	1.8721	3.23567	4.42683	-2.35287	0.42316	0.264823	0.128573	0.356702	1.16873	0.807031	5.88033	-4.20446	-6.34018	-0.25047	1.21307	2.44785	3.61696	0.312805	2.83909	4.04561	-0.177953	3.02115	4.01611	0.868171	4.21547	4.57123	0.940296	1.70208	3.48831	-2.26807	3.07142	4.10588	0.722778	3.03293	3.79012	0.647015	2.62859	3.83825	-4.2065	-6.048715e+001	-7.155805e+002	-7.760677e+002
47100	1.62722	1.55634	1.42911	1.48958	0.321066	0.593271	0.0102487	0.631535	0.570665	0.924058	0.903207	-4.18932	-6.7238	-0.26782	1.20553	3.45365	4.09536	-0.393326	0.926913	0.0911907	0.0859168	0.182514	2.03022	3.42407	1.04689	-3.95101	-7.04221	-0.197977	1.21168	2.47453	3.62437	0.292067	3.19914	4.43306	0.143583	3.03652	4.23165	-0.803451	3.76092	4.47066	-0.25025	1.40696	3.41325	0.412814	2.21702	3.91165	-0.386504	2.9855	3.79184	0.330135	2.03197	3.76531	-1.03821	-5.515209e+001	-7.128207e+002	-7.679728e+002
