iter	Ve_CVenmol(1)	Ve_CLivmol(1)	Ve_CKidmol(1)	Ve_CBrnmol(1)	Ve_TotCTCOHmol(1)	Ve_TotLivTCOHmol(1)	Ve_TotBrnTCOHmol(1)	Ve_CPlasTCAmol(1)	Ve_CLivTCAmol(1)	Ve_CKidTCAmol(1)	Ve_CBrnTCAmol(1)	Ve_CDCVGmol(1)	Ve_CLivDCVGmol(1)	Ve_CKidDCVGmol(1)	Ve_CBrnDCVGmol(1)	Ve_CDCVCmol(1)	Ve_CKidDCVCmol(1)	Ve_CBrnDCVCmol(1)	Ve_CNDCVCmol(1)	Ve_CLivNDCVCmol(1)	Ve_CKidNDCVCmol(1)	Ve_CBrnNDCVCmol(1)	M_lnPBrnTCOGC(1)	M_lnPLivDCVGC(1)	M_lnPKidDCVGC(1)	M_lnPBrnDCVGC(1)	M_lnPBodDCVGC(1)	M_lnPLivDCVCC(1)	M_lnPKidDCVCC(1)	M_lnPBrnDCVCC(1)	M_lnPBodDCVCC(1)	M_lnkDCVCC(1)	M_lnkElimNDCVCC(1)	M_lnISkNDCVC(1)	V_lnPBrnTCOGC(1)	V_lnPLivDCVGC(1)	V_lnPKidDCVGC(1)	V_lnPBrnDCVGC(1)	V_lnPBodDCVGC(1)	V_lnPLivDCVCC(1)	V_lnPKidDCVCC(1)	V_lnPBrnDCVCC(1)	V_lnPBodDCVCC(1)	V_lnkDCVCC(1)	V_lnkElimNDCVCC(1)	V_lnISkNDCVC(1)	lnkDCVCC(1.1)	lnkElimNDCVCC(1.1)	lnISkNDCVC(1.1)	lnPBrnTCOGC(1.1)	lnPLivDCVGC(1.1)	lnPKidDCVGC(1.1)	lnPBrnDCVGC(1.1)	lnPBodDCVGC(1.1)	lnPLivDCVCC(1.1)	lnPKidDCVCC(1.1)	lnPBrnDCVCC(1.1)	lnPBodDCVCC(1.1)	lnkDCVCC(1.2)	lnkElimNDCVCC(1.2)	lnISkNDCVC(1.2)	lnPBrnTCOGC(1.2)	lnPLivDCVGC(1.2)	lnPKidDCVGC(1.2)	lnPBrnDCVGC(1.2)	lnPBodDCVGC(1.2)	lnPLivDCVCC(1.2)	lnPKidDCVCC(1.2)	lnPBrnDCVCC(1.2)	lnPBodDCVCC(1.2)	lnkDCVCC(1.3)	lnkElimNDCVCC(1.3)	lnISkNDCVC(1.3)	lnPBrnTCOGC(1.3)	lnPLivDCVGC(1.3)	lnPKidDCVGC(1.3)	lnPBrnDCVGC(1.3)	lnPBodDCVGC(1.3)	lnPLivDCVCC(1.3)	lnPKidDCVCC(1.3)	lnPBrnDCVCC(1.3)	lnPBodDCVCC(1.3)	lnkDCVCC(1.4)	lnkElimNDCVCC(1.4)	lnISkNDCVC(1.4)	lnPBrnTCOGC(1.4)	lnPLivDCVGC(1.4)	lnPKidDCVGC(1.4)	lnPBrnDCVGC(1.4)	lnPBodDCVGC(1.4)	lnPLivDCVCC(1.4)	lnPKidDCVCC(1.4)	lnPBrnDCVCC(1.4)	lnPBodDCVCC(1.4)	LnPrior	LnData	LnPosterior
61600	3.11979	2.48277	0.420997	1.04203	0.490101	1.00947	0.655741	1.07036	0.796052	2.42446	3.24331	0.343441	1.05819	0.778973	0.736935	0.327318	0.7972	0.014682	0.162568	0.514713	0.802304	0.160168	-0.769509	0.372851	1.48444	0.752827	4.47342	-3.96493	-0.0858419	-0.288825	-3.61109	2.2417	-1.40089	2.76464	0.626813	0.0628269	0.326218	0.121582	0.0683245	0.0848364	0.256367	0.526215	0.109417	0.176742	0.158748	0.668104	1.90518	-1.22388	3.07145	-0.464302	0.849748	1.35959	0.66426	4.47564	-4.4985	-0.211652	0.358111	-3.31845	3.06087	-1.54614	3.7466	0.11899	0.700923	1.67695	0.605598	4.36907	-4.21685	-0.259333	-1.78267	-3.65604	1.65598	-1.77511	3.47788	-0.0859276	0.685323	1.2747	0.633641	4.52058	-4.44094	-0.749684	-0.51964	-3.91984	1.89903	-1.04669	3.10652	-1.52265	0.89149	0.965655	1.08926	4.30056	-3.49603	-0.472308	0.592595	-3.71478	-6.684227e+01	-2.785420e+02	-3.453843e+02
61700	2.56995	2.5337	0.419948	0.483033	0.504337	1.77877	0.210679	3.08325	0.853827	1.3196	3.06079	0.364901	1.00703	0.739838	0.646789	0.502458	0.864485	0.0156791	0.215908	0.355137	0.924634	0.0172712	-1.0171	1.07437	2.01467	1.0121	4.5273	-4.51751	0.172784	0.0791231	-3.88968	2.72265	-1.05956	3.69759	0.0828741	0.150707	0.0999165	0.0612263	0.190787	0.583435	0.0355046	0.46262	0.0585292	0.645498	0.12929	1.52201	2.0873	-1.0126	3.27119	-1.04318	1.15677	1.66387	0.967521	4.49497	-4.18708	0.163785	0.355251	-3.7379	2.79123	-1.00236	3.55732	-0.92368	0.563884	1.77545	0.47715	4.562	-3.78524	0.0760904	-1.48202	-3.52399	1.56027	-1.2186	2.81561	-1.05913	0.869661	2.23779	1.29576	4.42382	-4.35539	0.0556171	-0.598966	-3.78683	2.11866	-1.45891	3.04307	-1.38713	0.800085	2.03124	1.20272	4.43471	-3.88078	0.541352	0.703809	-3.88455	-4.932107e+01	-2.725788e+02	-3.218998e+02
61800	3.08388	1.44707	0.701968	1.11706	0.735423	0.74257	0.216724	1.58232	0.544643	2.13844	3.09397	0.384212	0.949253	0.776494	0.980813	0.578974	0.827533	0.0132886	0.307222	0.539422	1.03685	0.390079	-0.875992	1.06522	1.723	0.167756	4.53516	-4.21956	0.355611	-1.00973	-0.549438	1.85742	-0.736537	2.62297	0.142685	0.120786	0.0681513	0.149177	0.181611	0.634516	0.136705	1.3336	0.141719	0.114668	0.180568	1.84309	1.84531	-1.1799	3.40225	-1.07882	0.897555	1.78671	0.505164	4.35569	-4.36619	0.581848	0.407994	-0.199924	2.53552	-1.20336	3.33624	-0.467907	1.20359	1.94493	0.113417	4.10316	-4.22837	0.260318	-1.97809	-0.309904	1.67875	-0.77363	3.49621	-1.09481	1.46944	1.994	0.387181	4.05471	-4.29057	0.320651	-0.536668	-0.775693	2.16962	0.165938	2.39065	-1.29858	1.14496	1.45748	0.649769	4.05884	-4.4154	1.1851	0.473123	-1.2442	-6.673326e+01	-2.847241e+02	-3.514573e+02
61900	2.5505	1.87315	0.790581	0.599037	0.56424	1.89132	0.237332	1.71109	1.0135	1.62767	2.8356	0.377956	1.10438	0.602323	0.917612	0.555517	0.77853	0.0109423	0.749709	0.411918	0.783189	0.653875	-1.74605	0.661099	2.32565	1.27164	4.5747	-3.24617	-0.205311	-0.457666	-0.664732	1.47383	-1.12441	1.77473	0.151193	0.130441	0.0902991	0.233631	0.0391773	0.045548	0.0575887	0.238252	0.0776512	0.226667	0.202681	2.55688	0.878416	-0.962873	2.34888	-1.63952	0.712617	2.29183	1.75938	4.21828	-3.19302	-0.561898	0.408315	-0.569137	1.72279	-0.981532	2.68308	-0.9834	0.782817	2.34181	0.924387	4.58036	-3.10604	-0.088457	-1.7812	0.0207761	0.42686	-0.647624	2.49921	-1.25989	1.01514	2.21803	2.16685	4.43551	-3.35841	-0.178194	-0.482047	-0.351574	2.01619	-1.70101	1.23755	-1.58976	1.30337	1.84667	1.5345	4.48214	-3.5018	-0.413396	0.435814	-0.947005	-5.921251e+01	-2.798176e+02	-3.390301e+02
62000	3.27114	1.04372	0.581303	1.38466	0.764729	1.31605	0.295456	1.74554	0.615905	2.56229	3.01475	0.469978	1.09192	0.762677	0.802246	0.509674	0.773805	0.0112222	0.5455	0.361202	0.691005	0.511384	-2.86841	0.931967	0.920852	1.40098	4.05113	-3.4651	0.57314	0.148025	-2.43821	1.27612	-1.02423	1.05212	0.0495934	0.0699834	0.171132	0.0662229	0.0681397	0.112547	0.304987	0.752443	0.242155	0.266472	0.191485	1.04182	0.942741	-0.946432	2.56945	-2.71828	1.1494	0.987144	1.33214	3.82334	-3.36589	-0.0321177	0.203111	-1.51829	1.74215	-0.587414	1.75982	-2.79998	1.18518	0.775198	1.12347	4.09288	-3.53284	1.26733	-1.75992	-2.21533	0.723847	-1.24517	2.448	-2.60443	0.839037	0.953329	1.85541	4.45339	-3.66543	0.298611	-0.444581	-2.31063	1.20814	-1.15332	1.77884	-2.69273	0.653428	0.872834	1.3468	4.46347	-3.2241	0.21205	0.783164	-2.93515	-6.038943e+01	-2.852722e+02	-3.456617e+02
62100	1.81294	2.69456	0.542717	1.05126	0.840692	0.585122	0.0659285	2.28092	0.627241	1.93552	2.92871	0.304953	1.22383	0.631223	0.71843	0.559014	0.822764	0.0105585	0.176568	0.788534	1.02101	0.326688	-1.53551	0.788918	1.63124	1.25967	4.55198	-3.74182	0.555468	-0.00919977	-1.12442	2.02585	-0.998965	4.36621	0.609752	0.0629102	0.11638	0.0599888	0.0257456	0.0976283	0.0691706	1.32552	0.170874	0.239912	0.0849124	2.66715	1.37573	-0.881452	3.20622	-1.1599	0.864644	1.70565	1.74397	4.43721	-3.48469	0.831204	0.40375	-1.13672	1.98578	-1.15905	3.53823	-0.278626	0.868133	2.02318	1.29757	4.59255	-3.18983	0.282023	-1.64821	-1.0598	2.92315	-0.988021	3.8994	-1.66692	0.847866	1.91166	1.60002	4.45726	-4.60271	0.455391	-0.472839	-1.13972	2.40407	-1.21693	1.39767	-2.48306	0.421993	1.40761	1.03105	4.33864	-3.37382	0.45378	0.800731	-0.681144	-5.969366e+01	-2.793999e+02	-3.390936e+02
62200	3.09874	2.0517	0.408435	1.67741	0.575217	0.692049	0.454385	2.47745	0.529994	1.7969	2.89611	0.370715	1.14463	0.631399	0.755095	0.550029	1.03823	0.0121512	0.55165	0.307537	0.766302	0.735437	-1.40292	1.12009	2.36223	2.3897	4.48964	-4.08451	-0.875134	-0.726842	-1.50843	2.07644	-0.230291	1.2363	0.182094	0.055406	0.108886	0.0797017	0.0904714	0.0761199	0.0757692	0.630582	0.123119	0.118829	0.742204	2.78127	1.43568	0.32046	1.72003	-1.43053	1.07098	2.206	2.12272	4.27261	-3.71739	-0.942799	0.324752	-0.969738	2.40175	-0.640075	2.5429	-1.52192	0.919613	2.37076	2.4621	4.52227	-3.63946	-0.722727	-1.65895	-1.52519	1.59818	0.0300503	2.32999	-1.73855	0.948071	1.95533	2.41912	4.6034	-4.10105	-0.922912	-0.541567	-1.0745	2.04152	-0.625948	-0.22814	-1.29084	1.06632	2.22817	2.69338	4.31448	-3.97647	-0.620352	0.406449	-1.62962	-5.255584e+01	-2.789355e+02	-3.314914e+02
62300	2.66799	3.20404	1.56861	1.18879	1.00948	0.857846	0.518964	1.78834	0.575565	3.0327	2.69121	0.238602	1.08747	0.933815	0.607502	0.518017	0.893925	0.0118108	0.179161	0.318654	0.730401	0.224993	-0.85112	1.05801	2.04501	1.50229	4.39767	-3.36269	-0.468327	-0.13338	-0.913585	1.39503	-0.662234	2.00974	0.161538	0.166478	0.113569	0.0543177	0.058417	0.0876259	0.0537757	1.31177	0.106013	0.153695	2.1313	0.831854	1.39231	-0.687218	2.94072	-0.992882	1.00909	1.23033	1.16192	4.59024	-3.47413	-0.85856	0.274168	-0.889676	1.74977	0.743572	1.15998	-1.39577	0.781035	1.9566	1.45122	4.48657	-3.12844	-0.234881	-1.74232	-0.629117	1.28007	0.764536	1.92029	-1.37453	1.14999	1.96324	1.40479	4.49221	-3.37002	-0.609562	-0.635363	-0.702052	1.60968	0.335916	0.702187	-1.16424	0.670939	2.1874	1.45969	4.56468	-3.60872	-0.47473	0.763693	-0.762527	-6.189277e+01	-2.759025e+02	-3.377953e+02
62400	2.10746	2.20412	0.491402	1.32236	0.60378	1.02792	0.0649419	3.11958	0.532788	2.965	3.07382	0.341252	1.05774	0.702509	0.770435	0.309038	0.721885	0.0105309	0.58944	0.364811	0.784313	0.574405	-1.08567	1.01735	2.1093	0.324266	4.18119	-3.56802	-0.141983	-0.633188	-1.84384	0.7617	-0.678852	1.28978	0.251378	0.097971	0.0404359	0.128828	0.0713268	0.146769	0.108068	2.02894	0.113449	0.134656	0.142947	5.38754	0.487424	-1.10181	2.32627	-0.863575	1.31532	2.10692	1.12674	4.42633	-3.53358	-0.0309899	0.190708	-2.31123	1.50724	-0.0535691	1.41467	-0.246713	1.16383	2.0796	0.750254	3.87787	-3.23408	0.218996	-1.88235	-1.95901	0.88591	-1.15852	3.51804	-0.909158	1.87757	2.29228	0.831047	3.80933	-3.62313	-0.587235	-0.714305	-2.15967	0.882501	-1.28823	-0.952354	-2.25468	1.15919	2.13409	0.534985	4.45119	-3.47808	-0.573194	0.562021	-1.63629	-7.171065e+01	-2.831404e+02	-3.548511e+02
62500	2.89863	2.82707	0.273333	1.46852	1.58695	0.71492	0.316566	2.39081	0.400981	1.96247	2.96088	0.194585	1.01356	0.685838	0.635718	0.478811	0.743756	0.0203138	0.493562	0.334187	0.90987	0.379828	-1.21977	1.28136	2.98467	1.46673	4.15493	-2.79704	-0.34715	-0.131917	-0.640545	1.15467	-0.840547	4.28818	0.105016	0.0737846	0.0911719	0.0616048	0.151769	0.232395	0.126395	0.247761	0.14461	0.0979864	0.410822	6.5738	0.706742	-0.727349	2.79336	-0.80564	1.27445	3.00034	1.42084	4.33577	-3.10405	-0.137134	0.279809	-0.969678	1.47599	-0.860503	2.57232	-1.38645	1.15196	2.96931	1.84626	4.4941	-2.89281	-0.0735141	-1.86341	-1.36089	0.728459	-0.0510798	2.45166	-1.30729	0.83803	2.61736	1.28235	4.55252	-3.23301	-0.385374	-0.467636	-0.446092	0.9811	-0.459499	2.93928	-1.59234	0.926152	2.70593	1.25396	4.53815	-2.15016	-0.104289	0.549915	-0.6084	-6.101380e+01	-2.806283e+02	-3.416421e+02
62600	3.27729	2.62602	0.795522	1.21435	0.424412	2.7514	0.511681	2.20628	0.628383	2.3367	2.67218	0.23024	1.1634	0.72697	0.679309	0.589379	0.762354	0.0115248	0.216199	0.406713	1.05729	0.0118122	-3.57482	1.23544	1.90295	1.36049	4.50324	-3.12188	0.0139245	-0.219805	-1.52139	1.1438	-0.331755	3.01707	0.173333	0.028197	0.0744887	0.0718703	0.0404172	0.0466378	0.102512	0.130186	0.0773972	0.371957	0.17327	4.72905	1.50265	-0.966948	3.35914	-3.06491	1.23321	1.46882	1.5572	4.5052	-3.39375	0.473272	0.148854	-1.39089	2.24041	-0.259765	2.71286	-3.677	0.867537	1.77663	1.63684	4.47889	-3.53457	0.413204	-1.78866	-1.35473	0.849235	-0.284229	3.05231	-3.77432	1.2176	1.64939	1.47409	4.51669	-2.78628	-0.145748	-0.666062	-1.31868	1.1182	-0.540975	3.7994	-3.55418	0.886521	1.8875	1.45122	4.3402	-2.93637	0.0604392	0.61006	-1.54841	-5.338528e+01	-2.786413e+02	-3.320265e+02
62700	2.65414	2.14623	0.881217	2.54079	0.450733	1.31895	0.635102	3.11993	0.506294	1.85682	3.27053	0.354226	0.900549	0.648214	0.678527	0.447656	0.861473	0.011444	0.161599	0.405451	1.09074	0.0118122	-2.14789	0.929843	1.92338	1.08616	4.53314	-2.88534	0.315227	0.167518	-1.20925	0.974861	-0.657915	1.94948	0.233282	0.07025	0.0377227	0.157397	0.0451437	0.0517223	0.285054	1.0318	0.0805318	0.450752	0.195565	2.86566	0.825251	-1.21922	3.64494	-2.43635	1.18288	1.83439	0.750508	4.58981	-2.86148	-0.305408	0.312423	-1.59469	1.93345	-0.296466	2.76424	-1.99483	1.06776	2.26114	0.919553	4.59199	-3.17843	-0.118808	-1.865	-1.15698	1.12057	-0.758268	3.37916	-2.31038	1.21094	1.98511	1.8276	4.46133	-3.2178	0.687733	-0.614691	-1.49972	0.837178	-0.939354	1.12431	-1.77777	0.771489	2.17661	0.890778	4.60276	-2.77883	0.756111	0.743173	-0.983949	-5.670249e+01	-2.726108e+02	-3.293133e+02
62800	2.78626	1.80944	0.493168	0.819858	0.556993	1.01373	0.122862	1.44764	0.982141	2.98753	2.51222	0.7355	1.04095	0.82031	0.690858	0.433067	1.00685	0.0104295	0.403772	0.321259	1.12989	0.0118122	-1.41254	0.61486	1.57202	0.876747	4.28024	-3.01346	-0.755291	-0.122038	-1.19352	2.17067	-1.34088	3.46774	0.0390959	0.13951	0.314838	0.0867348	0.226463	0.0491074	0.309829	0.239299	0.0611125	0.176341	0.474029	1.50853	1.57837	-0.458165	3.23647	-1.21967	0.598474	2.28853	0.9329	4.37188	-3.06169	-0.636747	0.504197	-1.00959	2.19771	-0.285058	2.80391	-1.27853	0.00679201	1.75592	0.7569	4.42462	-3.09552	-0.580172	-1.31764	-1.30314	1.57252	-0.505604	3.27779	-1.17585	0.89494	1.21485	1.33801	4.09792	-3.33894	-0.858881	-0.565678	-1.31075	1.38811	-0.938881	2.08636	-1.76629	0.807457	1.69383	0.326802	4.27772	-2.95266	-0.968289	0.597709	-1.23792	-5.774364e+01	-2.788498e+02	-3.365935e+02
62900	3.2729	1.60081	0.419805	1.61718	0.361168	1.04021	0.156548	1.43306	0.480757	1.60806	3.12277	0.405561	1.04878	0.750283	0.77448	0.569542	0.738953	0.0183704	0.269878	0.392172	0.702712	0.519921	-1.02898	1.16466	2.25069	1.2832	4.26191	-3.19329	0.442049	-0.980452	-1.17897	1.99239	-0.432622	3.24839	0.616696	0.0409073	0.0518519	0.154265	0.201549	0.137453	0.08564	1.0781	0.280066	0.0953365	0.147036	1.65152	1.3757	-0.69762	2.65124	-1.29673	1.39163	1.83485	0.961452	4.32065	-3.52078	0.104027	0.295844	-1.06633	1.71106	-0.153693	2.47601	-0.672072	1.14505	2.74259	1.27044	4.51194	-2.75151	0.245048	-1.92389	-1.11499	1.73292	-0.571715	3.76323	-0.77907	1.19089	1.77741	1.00343	4.39935	-3.28383	0.354963	-0.675998	-1.12342	1.84654	-0.822277	2.98467	-2.36941	1.142	2.67203	2.12746	4.4578	-3.08458	0.0819753	0.526644	-0.357116	-6.694737e+01	-2.713202e+02	-3.382676e+02
63000	2.62051	3.17312	0.362139	0.775946	0.432553	2.06204	0.146627	1.62715	0.607209	1.83242	2.70756	0.377876	1.0119	0.881597	0.694033	0.38204	0.739436	0.0104412	0.253083	0.418673	0.788346	0.453683	-0.991509	0.453892	1.17901	1.44565	4.57235	-2.66023	0.433543	-0.150721	-1.2554	0.112494	-0.86006	4.24357	0.0698334	0.0590661	0.0699175	0.164727	0.0829322	0.0606203	0.137512	0.510814	0.101151	0.148073	0.118317	2.73612	0.0766427	-0.518379	2.4195	-1.18656	0.652169	0.726764	1.71142	4.51522	-2.38007	0.349389	0.378122	-1.4224	0.684574	-1.02381	2.34667	-0.506189	0.825018	1.35059	0.970361	4.28735	-2.3401	0.0838049	-1.7093	-1.28814	0.191755	-0.349124	2.63302	-1.19275	0.482899	0.845594	0.741096	4.5953	-2.8457	-0.549619	-0.312488	-1.67297	0.63129	-0.800834	2.61495	-1.31515	0.550951	0.696537	1.28452	4.10872	-2.70334	-0.344826	0.767739	-1.07913	-5.367621e+01	-2.797653e+02	-3.334415e+02
63100	2.46967	2.47525	0.517702	2.42392	0.366182	1.854	0.899408	1.81738	0.972709	2.27984	2.89089	0.253649	1.04677	0.944011	0.828711	0.498019	0.880652	0.0100604	0.167988	0.493349	0.978871	0.538281	-2.20876	1.04008	1.60018	2.07492	4.14381	-2.25595	0.112989	-0.583647	-0.77365	0.745105	0.366905	2.96734	1.16466	0.126306	0.117274	0.161704	0.022745	0.320776	0.0440737	1.44078	0.0470304	0.153418	0.278628	21.8233	0.400849	-0.0288783	2.43399	-3.05007	1.06108	1.41512	1.2697	4.40062	-2.26476	-0.0135436	0.264982	-0.769795	0.977769	0.692469	1.82898	-1.70236	1.24191	1.30754	1.85365	4.09266	-2.19337	-0.00696234	-1.70213	-0.330298	0.475746	-0.497492	1.59521	-1.78911	0.755796	1.77943	2.29511	4.33927	-3.14557	-0.124006	-0.3918	-0.688952	0.679093	0.491586	-2.8913	-1.95706	0.39886	1.92319	1.76054	4.23213	-2.58114	-0.116631	0.834813	-0.6399	-8.188068e+01	-2.848719e+02	-3.667526e+02
63200	2.80574	3.13927	0.27292	0.771022	0.290711	0.925256	0.456288	1.99281	0.880389	1.60989	2.449	0.291093	1.01898	0.713786	0.555231	0.58182	0.713257	0.0115394	0.289182	0.477163	0.998343	0.411854	-0.83609	1.32048	1.87166	1.23619	4.45887	-3.46507	-0.366466	-0.285479	-0.941791	1.42781	-0.237092	1.49316	0.115318	0.073977	0.135568	0.0816765	0.055195	0.160644	0.182672	0.61476	0.0614192	0.397896	0.246554	0.606157	1.54873	-0.591199	2.68673	-0.886338	1.23296	1.76943	1.08354	4.53545	-3.78116	-0.408641	0.266528	-1.08425	1.92818	0.682439	1.77056	-0.909217	0.744365	1.87977	0.904978	4.37589	-2.96931	-0.32732	-1.82384	-0.671284	1.17229	0.02796	2.18715	-0.458639	1.28283	1.7803	1.23386	4.11219	-3.38189	-0.542459	-0.674049	-0.604656	1.77704	-0.112179	1.77986	-1.41422	1.40877	1.79843	1.09548	4.58402	-3.24923	-0.66622	0.543446	-0.565623	-5.344700e+01	-2.780948e+02	-3.315418e+02
63300	2.77882	2.77819	0.60717	1.07276	0.874339	0.596925	0.155693	0.844386	0.692966	1.68073	3.06452	0.232739	0.973121	0.70974	0.971438	0.482455	0.698161	0.0113431	0.276171	0.366593	0.760669	0.434337	-1.97884	0.849326	2.87002	-0.522512	4.27677	-3.22001	-0.0301613	-0.465926	-0.182528	1.76928	-0.678926	3.90079	0.211235	0.0536568	0.0921111	0.0784494	0.178506	0.0940042	0.133233	0.430598	0.0931669	0.111318	0.0677794	5.82665	1.39642	-1.08688	3.28883	-1.26395	1.10885	2.90716	-0.275205	4.44672	-3.45286	0.168816	0.179309	0.0435722	1.96117	-0.19448	1.63475	-1.28836	0.702307	2.54654	-0.911889	4.58627	-3.53526	-0.237388	-1.57824	-0.574224	1.0311	-0.443409	2.63029	-1.69892	0.772256	2.73866	-0.779254	4.53396	-3.34858	0.341524	-0.501877	-0.184434	1.71431	-0.706402	2.96154	-3.1425	0.758465	2.79115	0.273608	4.54241	-3.47698	0.206935	0.546031	-0.150535	-5.679003e+01	-2.832991e+02	-3.400891e+02
63400	3.11656	2.41631	0.373773	0.467075	0.408125	1.53246	0.181384	3.19645	0.427581	2.13473	3.29548	0.344531	1.00786	0.806616	0.686871	0.49559	1.05165	0.0115538	0.185583	0.32711	1.24264	0.17646	-1.37837	0.963224	2.19724	1.60855	4.42616	-3.90707	-0.0409562	-0.255283	-0.051317	2.57081	-0.394357	2.9011	0.0906168	0.149281	0.0345623	0.592059	0.0673014	0.0999766	0.0980028	0.391416	0.164061	0.108758	0.148491	1.01459	2.45751	-0.554119	3.30362	-1.29245	1.27525	2.11495	1.50552	4.25537	-3.95481	-0.0105429	0.357213	0.0496469	2.72093	-0.715571	2.96105	-1.40683	1.00002	2.27372	1.16399	4.24066	-4.06334	0.0665067	-1.85489	-0.309522	2.27692	0.126741	2.52773	-0.890156	0.551829	2.24237	2.01711	4.40082	-4.11769	0.177912	-0.283722	0.644199	2.74769	-0.707473	3.35498	-1.50633	0.804315	2.19054	0.531796	4.55354	-4.13125	-0.207847	0.671358	-0.10433	-4.584301e+01	-2.775652e+02	-3.234082e+02
63500	3.2791	2.02013	0.675531	0.395366	0.659188	0.973622	0.241576	3.10333	0.499115	1.60708	2.60255	0.502769	0.926426	0.688873	0.791983	0.702298	1.00902	0.0112334	0.173762	0.330201	1.25676	0.0104833	-1.63701	0.483227	1.70061	1.04178	4.54407	-4.19173	1.22565	-0.593371	0.813217	2.98545	-0.338891	2.33963	0.0302968	0.0894746	0.0388594	0.0658972	0.14196	0.192365	0.0796724	0.340142	0.0516396	0.0616073	0.130326	1.35218	2.97224	-0.675735	3.35319	-1.83263	0.149085	1.45633	1.12369	4.46693	-4.24901	1.53262	0.502166	0.549811	3.07095	-0.577529	3.13966	-1.33418	0.18953	1.94223	1.00811	4.60434	-3.82909	1.05911	-1.67358	0.88097	3.01849	0.137283	2.75402	-1.77718	-0.021099	1.63827	0.746921	4.58896	-4.2916	0.954634	-0.368551	0.823457	3.13025	-0.19021	2.91576	-1.94356	0.761527	1.90931	0.443688	4.40358	-3.87289	0.504809	0.70973	1.26287	-4.356090e+01	-2.811197e+02	-3.246806e+02
63600	2.85021	2.22373	0.741608	1.19126	0.672086	1.55407	0.200963	2.60162	0.664284	1.55161	2.89862	0.356381	1.12325	0.825058	0.680405	0.585334	0.920838	0.0132488	0.117194	0.335531	1.18551	0.0104833	-0.562407	0.621035	2.57521	1.44467	4.5795	-4.40634	-0.486861	-0.599552	-0.215504	2.95694	-0.579879	2.06126	0.108784	0.0546701	0.13466	0.0740979	0.180705	0.0979712	0.0569676	0.244292	0.088176	0.113654	0.147561	1.20295	2.73022	-0.57122	3.0039	-0.407414	0.867088	2.4308	1.48931	4.56168	-4.55286	-0.178428	0.40603	-0.358286	3.07747	-0.737968	3.39815	-0.522132	0.615948	2.84364	1.22889	4.56594	-3.84984	-0.028914	-1.52803	-0.0990933	3.08846	0.0420667	2.82461	-0.847246	0.865055	1.79825	1.48543	4.2371	-4.58624	-0.341044	-0.478593	-0.322865	3.11734	-0.451501	2.1456	-1.16936	0.953581	1.9792	1.21559	4.52637	-4.43186	-0.304267	0.540869	-0.110654	-4.145156e+01	-2.662791e+02	-3.077307e+02
63700	3.108	2.39983	0.415597	0.927661	0.47378	2.20412	0.329695	2.42863	1.14753	1.57631	2.98101	0.292056	1.04097	0.855943	0.838228	0.554131	0.79675	0.0101265	0.373976	0.392002	1.11065	0.0107322	-2.42859	 1.01	2.27979	0.501379	4.45901	-4.53667	0.111704	-0.0211118	-1.24733	2.83019	-0.232174	2.8934	0.0542145	0.12228	0.101884	0.144864	0.055521	0.0564829	0.241956	0.567214	0.097303	0.109704	0.168886	2.3322	1.87272	-0.815826	2.95974	-2.05739	1.413	2.3765	0.955783	4.30488	-4.39998	0.194417	0.184215	-1.22007	3.27278	-0.729078	3.34994	-2.14841	0.878032	2.21909	0.699076	4.50922	-4.32231	0.0020887	-1.61699	-1.06563	2.5187	-0.351263	2.95364	-2.32872	0.869151	2.57384	0.950667	4.35299	-4.4497	0.128871	-0.542007	-1.78395	3.1101	-0.189263	2.40439	-2.82142	0.793431	2.56419	0.458179	4.41242	-4.39305	0.911263	0.544278	-1.04734	-4.770309e+01	-2.722633e+02	-3.199664e+02
63800	3.23392	1.79875	1.09352	0.598533	0.302318	1.55849	0.367207	2.13165	0.788247	1.76012	3.26669	0.536059	0.973742	0.813615	0.740523	0.49604	0.883148	0.0134179	0.213972	0.374881	1.00969	0.0107322	-1.22171	0.877463	2.31522	2.24183	4.18186	-4.52993	-1.1178	0.15592	-1.37005	3.31554	-0.393309	2.37132	0.0781099	0.135811	0.043002	0.088376	0.0620708	0.0680038	0.257074	0.677349	0.0734159	0.167249	0.185568	1.30659	2.6559	-0.864397	3.2625	-1.36278	1.28529	2.27995	2.12927	4.05928	-4.59045	-0.462379	0.240247	-1.01013	3.27295	-0.760455	3.28402	-0.910187	0.798339	2.13549	1.53405	4.24903	-4.38684	-1.14279	-1.78855	-1.44095	3.21671	0.00114306	3.06538	-1.06747	0.865553	2.66912	2.16038	4.54884	-4.45186	-0.83602	-0.50275	-1.43031	2.99294	-0.235719	1.17137	-1.08816	0.626906	1.92881	2.2765	4.22218	-4.29469	-0.758087	0.683111	-1.47066	-4.561298e+01	-2.744792e+02	-3.200922e+02
