iter	M_lnTg(1)	M_lnUGT_VmaxC(1)	M_lnUGT_Km(1)	M_lnSULT_VmaxC(1)	M_lnSULT_Km_apap(1)	M_lnVmax_AS(1)	M_lnkPAPS_syn(1)	M_lnCLC_APAP(1)	M_lnCLC_AS(1)	M_lnCLC_AG(1)	Var_lnfa(1)	Var_lnkSG_Vm(1)	Var_lnkSG_Km(1)	Var_lnTg(1)	Var_lnCLC_APAP(1)	Var_lnCLC_AS(1)	Var_lnCLC_AG(1)	Var_lnkGA(1)	Var_lnkPAPS(1)	Var_lnUGT_Km(1)	Var_lnUGT_VmaxC(1)	Var_lnSULT_Km_apap(1)	Var_lnSULT_VmaxC(1)	Var_lnkPAPS_syn(1)	Var_lnVmax_AS(1)	Verr_lnCPL_APAP_mcgL_samp(1)	Verr_lnCPL_AG_mcgL_samp(1)	Verr_lnCPL_AS_mcgL_samp(1)	Verr_lnCU_APAP_mcg_samp(1)	Verr_lnCU_AG_mcg_samp(1)	Verr_lnCU_AS_mcg_samp(1)	lnTg(1.1)	lnSULT_Km_apap(1.1)	lnCLC_APAP(1.1)	lnCLC_AS(1.1)	lnSULT_VmaxC(1.1)	lnCLC_AG(1.1)	lnUGT_Km(1.1)	lnUGT_VmaxC(1.1)	lnkPAPS_syn(1.1)	lnVmax_AS(1.1)	lnTg(1.1.1)	lnSULT_Km_apap(1.1.1)	lnCLC_APAP(1.1.1)	lnCLC_AS(1.1.1)	lnSULT_VmaxC(1.1.1)	lnCLC_AG(1.1.1)	lnUGT_Km(1.1.1)	lnUGT_VmaxC(1.1.1)	lnkPAPS_syn(1.1.1)	lnVmax_AS(1.1.1)	lnTg(1.1.2)	lnSULT_Km_apap(1.1.2)	lnCLC_APAP(1.1.2)	lnCLC_AS(1.1.2)	lnSULT_VmaxC(1.1.2)	lnCLC_AG(1.1.2)	lnUGT_Km(1.1.2)	lnUGT_VmaxC(1.1.2)	lnkPAPS_syn(1.1.2)	lnVmax_AS(1.1.2)	lnTg(1.1.3)	lnSULT_Km_apap(1.1.3)	lnCLC_APAP(1.1.3)	lnCLC_AS(1.1.3)	lnSULT_VmaxC(1.1.3)	lnCLC_AG(1.1.3)	lnUGT_Km(1.1.3)	lnUGT_VmaxC(1.1.3)	lnkPAPS_syn(1.1.3)	lnVmax_AS(1.1.3)	lnTg(1.1.4)	lnSULT_Km_apap(1.1.4)	lnCLC_APAP(1.1.4)	lnCLC_AS(1.1.4)	lnSULT_VmaxC(1.1.4)	lnCLC_AG(1.1.4)	lnUGT_Km(1.1.4)	lnUGT_VmaxC(1.1.4)	lnkPAPS_syn(1.1.4)	lnVmax_AS(1.1.4)	lnTg(1.1.5)	lnSULT_Km_apap(1.1.5)	lnCLC_APAP(1.1.5)	lnCLC_AS(1.1.5)	lnSULT_VmaxC(1.1.5)	lnCLC_AG(1.1.5)	lnUGT_Km(1.1.5)	lnUGT_VmaxC(1.1.5)	lnkPAPS_syn(1.1.5)	lnVmax_AS(1.1.5)	lnTg(1.2)	lnSULT_Km_apap(1.2)	lnCLC_APAP(1.2)	lnCLC_AS(1.2)	lnSULT_VmaxC(1.2)	lnCLC_AG(1.2)	lnUGT_Km(1.2)	lnUGT_VmaxC(1.2)	lnkPAPS_syn(1.2)	lnVmax_AS(1.2)	lnTg(1.2.1)	lnSULT_Km_apap(1.2.1)	lnCLC_APAP(1.2.1)	lnCLC_AS(1.2.1)	lnSULT_VmaxC(1.2.1)	lnCLC_AG(1.2.1)	lnUGT_Km(1.2.1)	lnUGT_VmaxC(1.2.1)	lnkPAPS_syn(1.2.1)	lnVmax_AS(1.2.1)	lnTg(1.2.2)	lnSULT_Km_apap(1.2.2)	lnCLC_APAP(1.2.2)	lnCLC_AS(1.2.2)	lnSULT_VmaxC(1.2.2)	lnCLC_AG(1.2.2)	lnUGT_Km(1.2.2)	lnUGT_VmaxC(1.2.2)	lnkPAPS_syn(1.2.2)	lnVmax_AS(1.2.2)	lnTg(1.2.3)	lnSULT_Km_apap(1.2.3)	lnCLC_APAP(1.2.3)	lnCLC_AS(1.2.3)	lnSULT_VmaxC(1.2.3)	lnCLC_AG(1.2.3)	lnUGT_Km(1.2.3)	lnUGT_VmaxC(1.2.3)	lnkPAPS_syn(1.2.3)	lnVmax_AS(1.2.3)	lnTg(1.2.4)	lnSULT_Km_apap(1.2.4)	lnCLC_APAP(1.2.4)	lnCLC_AS(1.2.4)	lnSULT_VmaxC(1.2.4)	lnCLC_AG(1.2.4)	lnUGT_Km(1.2.4)	lnUGT_VmaxC(1.2.4)	lnkPAPS_syn(1.2.4)	lnVmax_AS(1.2.4)	lnTg(1.2.5)	lnSULT_Km_apap(1.2.5)	lnCLC_APAP(1.2.5)	lnCLC_AS(1.2.5)	lnSULT_VmaxC(1.2.5)	lnCLC_AG(1.2.5)	lnUGT_Km(1.2.5)	lnUGT_VmaxC(1.2.5)	lnkPAPS_syn(1.2.5)	lnVmax_AS(1.2.5)	LnPrior	LnData	LnPosterior
9100	-2.49394	7.99913	7.74215	12.701	6.45381	17.2709	0.686906	-5.01045	-5.83048	-4.25326	0.120483	0.143177	0.350959	0.0616422	2.73797	1.95866	1.9446	0.169676	0.126559	0.0693429	0.356666	0.159404	9.31918	0.0761437	0.163423	0.499875	0.499758	0.49981	0.49687	0.499485	0.499188	-2.38343	6.56222	-4.86525	-5.73794	9.86859	-5.32878	7.62428	8.14568	3.0542	17.5222	-2.46131	7.39598	-4.87674	-5.48925	8.70611	-5.36714	8.29597	8.87559	3.13911	18.0882	-2.45904	6.40235	-1.48826	-1.82158	7.43739	-1.46094	7.651	8.68022	3.20145	18.0398	-2.39482	6.29213	-5.63273	-5.32475	6.84667	-5.92283	7.76704	8.44539	3.02955	17.44	-2.49064	6.14387	-5.90791	-4.52659	3.17473	-4.74403	8.01892	6.06652	3.31545	17.0621	-2.497	6.9012	-5.72751	-5.9458	7.33319	-4.68551	7.68953	8.1318	3.17412	17.4579	-2.31481	6.95783	-5.81384	-5.67159	9.18862	-3.68256	7.98622	8.23006	3.09281	17.3159	-2.41837	7.16737	-3.92213	-4.19894	7.39703	-4.20834	7.9874	8.20108	3.23993	17.706	-2.43239	6.2757	-5.33219	-5.06616	6.64902	-5.29686	8.29681	8.60739	3.02435	17.2255	-2.36274	6.20496	-5.55195	-5.94887	6.63993	-4.86935	7.81627	8.43706	3.22153	17.2821	-2.46468	7.47287	-1.92751	-4.78409	3.10646	-2.59502	7.7179	8.60888	3.02397	16.8449	-2.4924	7.05398	-5.17694	-5.8474	7.7231	-4.26666	7.92458	8.75672	3.08767	18.3784	inf	-7.244199e+03	inf
9110	-2.11043	7.92011	7.80822	14.4947	7.12435	16.9474	0.686906	-4.91604	-5.7839	-4.52415	0.326897	0.0671125	0.0594967	0.0795197	3.42753	2.33281	0.935128	0.257876	0.126559	0.0440993	0.441831	0.167134	9.08686	0.0761437	0.252882	0.499872	0.49999	0.499918	0.49907	0.499729	0.499604	-2.44881	6.95393	-5.73085	-4.98359	9.85661	-4.11065	7.92283	8.31828	3.0542	17.0335	-2.41239	7.63286	-5.77553	-5.78954	8.85419	-4.39659	7.92107	8.72192	3.07926	16.4466	-2.49285	6.32637	-1.56812	-1.75275	7.44029	-1.55752	7.70653	8.76872	3.22022	17.3653	-2.46906	6.29213	-5.96883	-5.42059	6.85863	-4.53856	7.97375	8.48629	3.07797	16.4152	-2.49406	7.67865	-5.34847	-5.27746	3.48662	-5.48865	8.1332	6.28212	3.38771	16.1912	-2.497	6.80027	-5.96525	-5.4776	7.17553	-5.01274	7.97061	8.3327	3.17503	18.1904	-2.37526	6.74775	-5.87076	-5.59795	9.08721	-5.17035	7.79172	8.57131	3.09281	16.8281	-2.47163	6.76974	-3.92213	-3.89529	7.22836	-5.18259	7.74424	8.27924	3.03939	16.6564	-2.47299	6.30214	-5.86084	-5.65353	6.6924	-5.37376	7.7459	8.36123	3.2188	16.5854	-2.46271	6.13961	-5.36881	-5.71408	6.4037	-5.50075	8.06506	8.37546	3.1389	16.4923	-2.49916	6.66876	-2.30965	-3.12926	2.92852	-2.08832	7.98205	8.69782	3.60014	17.6027	-2.45794	6.81137	-5.19656	-4.81569	7.61097	-5.11973	7.85316	8.55336	3.35357	17.7709	inf	-7.239938e+03	inf
9120	-2.17742	8.7112	7.61213	11.3078	6.6413	17.2461	0.686906	-4.84138	-5.62984	-3.27257	0.345121	0.25212	0.0615287	0.0328854	2.75356	0.523297	1.50297	0.141509	0.237018	0.0740939	0.511003	0.115023	7.41832	0.0761437	0.935969	0.49981	0.49988	0.499963	0.496265	0.498505	0.499948	-2.40749	6.72446	-4.54072	-5.26651	7.71584	-5.1541	7.61421	8.63966	3.0542	17.7099	-2.46137	6.85821	-5.98033	-5.59724	8.34488	-5.01166	7.80587	8.43533	3.19587	18.4597	-2.49579	6.36166	-1.42566	-1.99339	7.34109	-1.55152	7.64091	8.61183	3.27874	17.6621	-2.46906	6.36784	-5.97332	-5.98863	6.77415	-4.53284	7.66497	8.33855	3.48297	18.0805	-2.47139	7.00921	-5.43682	-5.54942	2.16183	-5.05906	8.18283	5.86446	3.19902	18.2901	-2.44429	6.50237	-5.56574	-5.80165	7.09061	-5.49382	7.60641	8.33504	3.08258	16.8232	-2.44999	6.74292	-3.16629	-5.23799	7.17212	-3.89408	7.73892	8.67594	3.09281	16.8338	-2.40185	6.94778	-4.10168	-4.95936	7.25579	-3.95774	7.83689	8.34502	3.07835	16.2168	-2.46826	6.01652	-4.93942	-5.52841	6.57246	-5.59416	7.79952	8.35561	3.5577	17.2301	-2.48238	6.42501	-4.32858	-5.74299	6.88477	-5.31562	7.95125	8.37546	3.00453	17.9816	-2.49916	7.02374	-2.25558	-5.47512	3.97387	-2.21321	7.62645	8.27712	3.06753	14.4803	-2.48229	6.87915	-4.23358	-5.72639	7.44033	-5.21098	7.65214	8.54315	3.26198	17.5013	inf	-7.240989e+03	inf
9130	-2.41981	8.69573	7.92047	5.69554	5.86617	17.6483	0.686906	-3.94644	-4.63183	-4.41167	0.357573	0.121721	0.20652	0.0328854	3.72238	1.56784	1.70681	0.193002	0.0707071	0.0781584	1.23283	0.275091	4.95882	0.0761437	0.768301	0.499786	0.49972	0.499635	0.499871	0.499514	0.499791	-2.40754	6.61139	-5.02294	-3.77883	7.0735	-4.66743	7.941	8.37702	3.0542	17.5974	-2.49875	6.6945	-5.36127	-5.42409	7.88306	-5.29916	7.67029	8.27477	3.13839	18.2229	-2.49767	6.35029	-1.42459	-2.01508	7.50021	-1.46504	7.75995	8.94085	3.08949	16.5393	-2.49062	6.36784	-4.69107	-5.67837	6.60891	-5.5234	7.67804	8.02363	3.51776	19.2084	-2.47441	6.26889	-5.49247	-3.86896	1.18918	-4.56233	8.42514	5.48774	3.05944	17.7489	-2.4833	6.69904	-5.15264	-5.6001	7.22492	-5.0462	7.80024	8.4128	3.09626	17.4313	-2.39035	6.89581	-4.00596	-5.46699	7.38288	-5.4097	7.74679	8.66821	3.09281	17.3066	-2.45259	7.12949	-4.26738	-4.65603	7.50962	-4.3542	8.12009	8.60121	3.22876	15.1437	-2.49416	5.81958	-5.61935	-5.7211	6.62137	-5.91475	7.61997	8.44762	3.18273	15.6117	-2.42022	6.74447	-5.31394	-5.56768	7.33765	-5.36113	8.11021	8.80767	3.10499	16.0301	-2.46937	7.06736	-2.30006	-5.35822	3.86177	-2.11809	7.62645	8.27712	3.42862	16.8985	-2.48068	6.53968	-4.30682	-5.70487	7.44033	-4.96724	7.9841	8.83846	3.25736	17.2339	inf	-7.238114e+03	inf
9140	-2.49425	8.30293	8.01164	7.34683	7.09539	17.4975	0.686906	-4.78021	-4.72425	-5.85685	0.113579	0.226745	0.0564527	0.0490438	2.2586	1.65407	2.27784	0.252097	0.14038	0.123531	0.952556	0.104429	2.40869	0.0761437	0.451237	0.499803	0.49982	0.499784	0.487245	0.499531	0.49832	-2.49521	6.71156	-5.62832	-5.48204	5.40722	-5.73846	7.83867	8.36622	3.0542	17.2715	-2.43544	6.76329	-5.96554	-5.79495	8.0793	-5.99347	7.91228	8.58527	3.1479	17.0966	-2.49767	6.43911	-1.38819	-1.94834	7.49876	-1.46967	7.60998	8.76666	3.37347	18.1521	-2.48625	6.30914	-5.93545	-4.87074	6.48431	-5.39792	7.67267	8.11469	3.78476	16.9151	-2.4699	6.95441	-5.51687	-3.36402	3.56972	-5.66734	8.66066	6.03511	3.6411	18.0968	-2.42848	6.79805	-5.87609	-5.5013	7.26653	-5.21481	7.84987	8.49684	3.09626	17.3397	-2.44777	7.04958	-4.30082	-5.93868	6.74605	-4.41874	7.72094	8.58667	3.09281	16.4656	-2.47563	7.14587	-3.77719	-4.82344	7.49747	-4.63434	7.97315	8.35558	3.15165	16.1051	-2.38891	6.16998	-5.83819	-5.63014	6.7839	-5.21722	7.70765	8.40728	3.16096	15.9725	-2.47639	7.28427	-5.94046	-5.4742	7.45557	-5.75453	8.13023	8.39434	3.38704	17.4458	-2.47656	7.27836	-1.92081	-5.14825	2.61534	-2.13087	7.85908	8.70222	3.41984	17.3739	-2.4401	6.63731	-4.42097	-5.81384	7.39991	-5.94095	7.60164	8.77456	3.06583	17.8098	inf	-7.239060e+03	inf
9150	-2.37724	7.06874	7.76323	4.97453	6.90932	16.9654	0.686906	-3.66351	-5.86598	-4.14406	0.0686914	0.112579	0.177321	0.0490438	1.50891	2.05485	4.42983	1.38822	0.14038	0.123531	1.71298	0.104429	2.20271	0.0761437	0.428423	0.499806	0.499688	0.499478	0.496921	0.499218	0.499926	-2.40165	6.76902	-4.26027	-5.7959	6.05247	-4.66724	7.90164	7.74824	3.0542	17.435	-2.47649	6.85469	-5.9639	-5.97551	8.32496	-5.33404	7.97053	8.54139	3.1276	17.3601	-2.49168	6.43671	-1.51008	-1.66941	7.65088	-1.38861	7.61001	8.89712	3.4347	17.6772	-2.48395	6.3603	-5.064	-5.72637	6.75901	-4.95141	7.69292	8.31568	3.51936	15.9014	-2.49249	6.86493	-5.64364	-4.68208	3.55335	-3.136	8.37102	4.90501	3.09254	16.5771	-2.31456	6.66072	-5.95568	-5.5267	6.99978	-5.99411	7.99752	8.61747	3.36406	16.7476	-2.49528	6.60238	-4.20637	-5.47585	5.33474	-5.08401	7.68308	8.84966	3.09281	16.2971	-2.4845	7.12843	-3.82343	-5.02208	7.57186	-4.90537	7.65656	8.04715	3.32295	17.1749	-2.43126	6.96077	-5.7275	-5.68514	7.74553	-5.21484	8.40182	8.99524	3.07513	16.1553	-2.47286	6.7497	-5.98929	-5.81521	7.16273	-5.37702	7.96739	8.40095	3.1023	16.198	-2.48494	6.90432	-2.10725	-3.56254	3.15765	-2.32417	7.64469	8.37429	3.17719	16.9658	-2.48768	6.68139	-5.93646	-5.24393	7.39991	-5.25485	8.03061	8.79034	3.21943	16.707	inf	-7.233607e+03	inf
9160	-2.42922	9.05993	7.818	9.67205	6.47157	16.6663	0.686906	-4.64849	-4.88917	-4.28036	0.096796	0.0822516	0.0761252	0.0419062	3.27531	1.48381	2.0107	0.124366	0.0756723	0.0490744	0.719017	0.120796	4.49324	0.0761437	0.495545	0.499711	0.499928	0.498975	0.497213	0.497061	0.49659	-2.4085	6.82297	-3.53495	-5.0161	8.13645	-4.04301	8.08685	8.32498	3.0542	16.8231	-2.42176	6.95912	-3.94202	-5.80493	9.31927	-4.75538	8.17038	8.74693	3.03662	17.3934	-2.48932	6.55492	-1.44429	-1.6956	7.68105	-1.46825	7.68596	8.79259	3.36158	16.5408	-2.42301	6.39247	-4.5239	-5.31703	6.84076	-5.93559	7.95903	8.49201	3.28653	16.8225	-2.47926	7.16588	-5.24134	-3.39399	2.49257	-3.6077	8.02791	5.97655	3.35752	17.3463	-2.49433	6.56693	-5.84912	-5.60563	6.95024	-5.99918	8.06969	8.61747	3.07027	16.2081	-2.43014	6.73369	-4.57366	-4.98051	7.31736	-5.97858	7.70127	8.30089	3.09281	17.4466	-2.45278	7.11004	-3.80568	-4.54352	7.65013	-4.51767	7.94744	8.35017	3.14485	17.2884	-2.49839	7.06994	-4.84255	-4.85977	7.40316	-5.69412	8.20423	8.57274	3.2737	16.5027	-2.36911	7.05578	-5.75968	-5.31509	7.56344	-5.29084	8.08734	8.76621	3.20687	17.0851	-2.48494	6.75453	-2.10447	-5.46846	2.93981	-2.278	7.64469	8.47542	3.13021	17.1277	-2.37809	6.68139	-4.61226	-4.51839	7.39991	-5.61744	7.79595	8.72481	3.2274	18.1552	inf	-7.249239e+03	inf
9170	-2.19179	7.88116	7.82956	7.91158	6.29664	16.8635	0.686906	-5.88073	-5.73435	-4.03857	0.241344	0.111726	0.214478	0.0419062	2.74965	3.33964	2.01591	0.0990924	0.155435	0.109621	0.635171	0.124625	3.85627	0.0761437	0.436096	0.499812	0.499934	0.499462	0.495796	0.499217	0.495732	-2.4901	6.81629	-5.71255	-5.67044	7.31957	-3.89445	8.42043	7.94926	3.0542	16.1246	-2.46296	6.76064	-5.88006	-5.50206	7.92073	-5.28978	8.16857	8.67032	3.1848	16.7643	-2.41207	6.76884	-1.27427	-1.82033	8.0585	-1.28797	7.60459	8.76315	3.0325	16.5574	-2.48798	6.94809	-4.6706	-5.99884	7.50658	-4.97158	7.75663	8.58066	3.60074	16.7806	-2.47334	6.5374	-5.70417	-5.49168	1.079	-3.83046	8.70706	6.22842	3.15679	15.0308	-2.45998	6.58318	-5.22714	-5.20047	6.87405	-5.11073	8.24434	8.58856	3.063	15.8955	-2.4918	6.83019	-4.59704	-5.7083	8.27571	-5.20036	7.60614	7.9659	3.09281	17.2076	-2.43766	7.0272	-3.29963	-4.34628	7.36909	-4.2316	7.96482	8.49487	3.60199	17.7948	-2.49839	7.14865	-5.24963	-5.79857	7.464	-5.61347	7.78891	8.2883	3.28294	17.6698	-2.49763	7.13864	-5.26321	-5.32269	7.46172	-5.843	7.75701	8.38957	3.22826	17.1192	-2.45509	7.54249	-2.01332	-5.49496	2.33725	-2.31142	7.66512	8.65047	3.53518	17.1898	-2.48339	6.68139	-5.77284	-5.58799	7.22389	-4.99073	7.9416	8.7739	3.35358	17.6986	inf	-7.240681e+03	inf
9180	-2.26165	9.37638	7.84077	7.74584	6.66837	17.3913	0.686906	-4.25705	-4.7304	-3.7961	0.115059	0.124423	0.33124	0.0504383	3.91571	2.09454	1.98253	0.153154	0.190545	0.359518	0.688042	0.0526496	7.94521	0.0761437	0.693933	0.499415	0.499205	0.49972	0.494668	0.499263	0.499079	-2.49485	6.9639	-4.75434	-5.61886	9.54119	-3.85306	8.37468	8.42234	3.0542	16.353	-2.4796	6.72139	-5.3709	-5.59984	7.92073	-5.30451	8.02681	8.67032	3.33716	15.5538	-2.46558	7.01653	-1.47843	-1.76028	8.12386	-1.48974	7.87074	8.99367	3.10579	16.9889	-2.47883	7.17305	-5.24324	-4.7852	7.4658	-5.75872	7.76133	8.42938	3.60585	17.8732	-2.44244	7.11589	-5.37639	-3.12176	2.88075	-1.66531	9.04779	6.01074	3.26214	16.1211	-2.45008	6.84268	-4.53669	-5.43527	7.10031	-5.46555	8.244	8.5906	3.07946	16.2383	-2.49414	6.70723	-4.78028	-4.50754	7.53897	-4.96647	7.7367	9.45185	3.09281	17.1776	-2.48274	6.76883	-4.08946	-4.5444	7.32448	-3.96708	7.77182	8.41488	3.30662	16.6537	-2.49839	7.00637	-5.24228	-4.91556	7.63799	-4.27796	7.81969	8.5244	3.17738	17.3874	-2.49763	6.97443	-5.96583	-5.14826	7.4334	-5.26834	7.94587	8.60723	3.38619	16.6979	-2.47307	6.95749	-2.30874	-2.83145	0.18378	-2.06641	7.81003	8.59015	3.46419	16.4361	-2.49572	6.18504	-5.55669	-5.677	6.70763	-5.97871	8.12991	8.90866	3.35358	16.7301	inf	-7.242961e+03	inf
9190	-2.07579	7.75956	8.03253	14.0667	7.30703	16.2351	0.686906	-3.92574	-4.15559	-5.81745	0.100323	0.206343	0.48339	0.112411	2.27422	2.2359	2.65789	0.139954	0.190545	0.140913	0.458109	0.118125	7.16704	0.0761437	0.137872	0.499999	0.499805	0.499785	0.498279	0.499848	0.494669	-2.48932	7.2702	-5.10813	-5.58763	7.23209	-5.31357	8.15359	8.70786	3.0542	16.8208	-2.33667	6.96635	-4.87265	-5.93484	7.98742	-5.9571	8.11801	8.72871	3.28172	16.2939	-2.49743	7.11684	-1.38993	-1.77277	8.12386	-1.28253	8.05071	9.08965	3.29661	16.9283	-2.48459	7.21544	-5.59565	-5.52581	7.60936	-5.90222	8.05017	8.48326	3.53373	17.4903	-2.4768	7.04326	-5.52854	-3.36251	3.09467	-3.78302	9.27123	6.68327	3.34081	17.4146	-2.47473	6.78284	-5.99421	-5.802	7.27568	-5.93399	7.91574	8.51093	3.47287	17.0946	-2.47849	7.17134	-4.26086	-5.92607	7.32082	-5.46171	7.75091	8.61046	3.09281	16.9107	-2.49168	6.98262	-3.74439	-4.05744	7.33481	-4.39805	7.95997	8.37716	 3.37	16.7941	-2.49839	7.16732	-5.59906	-4.99041	7.76275	-5.20213	7.76794	8.64606	3.02742	17.1058	-2.49763	7.006	-3.95424	-5.61464	7.19216	-5.96412	7.98472	8.27115	3.09334	16.9196	-2.48222	7.55714	-2.12295	-5.28919	1.27362	-2.227	7.86231	8.59015	3.02749	16.6894	-2.49979	6.38709	-5.53025	-5.95496	7.04575	-4.90793	8.25928	8.87662	3.26034	17.251	inf	-7.231014e+03	inf
9200	-2.29659	7.94091	7.64737	7.26803	7.35474	16.7577	0.686906	-5.81737	-4.67123	-4.30758	0.375569	0.505818	0.351801	0.0810505	1.95045	0.525585	3.35375	0.264001	0.131145	0.0777004	0.469766	0.096417	4.58378	0.0761437	0.127245	0.499999	0.499364	0.499773	0.499867	0.498933	0.497354	-2.48924	7.22214	-5.77342	-4.60916	8.76117	-5.11125	7.94242	8.24218	3.0542	16.8384	-2.48233	6.96474	-5.94184	-4.90843	7.95827	-5.43105	8.14886	8.62977	3.25779	16.0016	-2.49691	6.94769	-1.47728	-1.49899	8.00264	-1.44773	8.08336	9.13422	3.47699	16.958	-2.45939	7.0129	-5.78085	-5.28187	7.48702	-5.64227	8.05808	8.82967	3.0183	17.4694	-2.40808	6.87983	-5.73519	-5.58111	2.23577	-5.76148	8.23337	5.63327	3.0228	16.3005	-2.4865	6.69425	-5.53891	-5.97631	7.08481	-5.36852	7.87809	8.29095	3.00661	16.8542	-2.45843	7.21229	-5.6478	-5.81453	4.21646	-5.13251	7.75887	8.40024	3.09281	16.7801	-2.49697	7.17548	-4.28154	-5.07295	7.22804	-4.0573	7.78213	8.04909	3.49495	17.2468	-2.48831	7.16289	-5.02251	-5.57394	7.61634	-4.87445	8.06369	8.4761	3.25117	16.9154	-2.49363	7.07306	-5.92927	-5.99128	7.33081	-5.39753	7.69243	8.3089	3.15023	16.6951	-2.47617	7.11766	-2.12295	-5.55358	0.992679	-2.05402	7.70226	8.69234	3.02749	16.9198	-2.48341	6.68384	-5.2131	-5.11148	7.46557	-5.71963	7.72604	8.79082	3.18298	16.5812	inf	-7.234966e+03	inf
9210	-2.35103	8.00591	7.91122	7.5027	6.497	16.7085	0.686906	-5.85121	-4.7742	-4.15482	0.772498	0.102561	0.238754	0.0691907	3.49354	1.73378	1.21015	0.187302	0.152397	0.0653889	0.967563	0.096417	2.76983	0.0761437	0.0750884	0.499999	0.499323	0.499926	0.499624	0.499428	0.497868	-2.44084	6.85525	-5.3064	-5.45765	6.95443	-4.40327	7.8701	7.75029	3.0542	16.8271	-2.39327	6.97019	-4.8711	-5.86365	8.99076	-5.39708	8.35942	8.89058	3.13355	17.4297	-2.47266	6.95643	-1.577	-1.82294	8.0866	-1.37315	8.01736	9.02848	3.22809	16.9745	-2.42906	6.68595	-5.4464	-5.73611	7.1496	-5.61208	8.02614	8.63011	3.16897	16.507	-2.46603	6.81406	-5.52319	-5.0798	1.23874	-4.12674	8.14149	5.05604	3.05422	16.8242	-2.46076	6.68918	-4.84419	-5.99563	7.17859	-5.81656	7.88005	8.54517	3.03813	16.768	-2.48487	6.68566	-4.44812	-4.29011	7.65456	-4.40995	7.75214	8.31317	3.09281	16.7405	-2.48916	7.18937	-3.82969	-4.41931	7.79251	-4.58593	7.72576	8.1197	3.09421	16.7028	-2.48831	7.03844	-5.28115	-5.98872	7.56966	-5.22538	7.92528	8.77679	3.07122	16.7321	-2.44264	7.03186	-5.98865	-5.29356	7.6103	-5.70029	7.77354	8.3089	3.07391	16.7758	-2.46952	6.54874	-2.18211	-4.85663	2.38322	-2.47292	7.84327	8.55955	3.58075	16.6415	-2.47054	6.65787	-5.01378	-4.75622	7.12551	-5.40991	8.18065	8.85709	3.02535	16.5812	inf	-7.236084e+03	inf
9220	-2.33125	8.21173	8.01484	2.71167	6.92653	16.5886	0.686906	-5.46263	-5.99019	-4.56752	0.178496	0.113202	0.112421	0.0699512	3.31982	1.58027	2.39983	0.290541	0.152397	0.0580808	0.295884	0.096417	4.45399	0.0761437	0.196716	0.499805	0.498408	0.499481	0.498951	0.498628	0.499154	-2.46954	6.95691	-5.67506	-4.59105	6.74036	-5.20945	8.21772	7.94779	3.0542	16.8271	-2.44938	7.04723	-4.97815	-5.53282	8.31684	-5.31844	8.34697	8.98917	3.00867	17.5322	-2.48465	6.96685	-1.42639	-1.52797	8.13411	-1.41234	8.17874	9.25681	3.1032	16.7071	-2.41415	6.88766	-5.906	-5.87561	7.28183	-5.33702	7.6226	8.16166	3.13527	16.5583	-2.49277	7.36941	-5.40042	-4.29467	2.7398	-3.50306	8.26733	6.397	3.05696	16.8284	-2.4112	6.93093	-5.25716	-5.40888	7.13339	-5.39752	7.89615	8.29568	3.22108	16.8562	-2.41507	6.96295	-4.74693	-5.10251	6.1404	-5.36828	7.6951	8.37121	3.09281	16.7263	-2.48896	7.57375	-4.24971	-4.98364	7.893	-4.03114	7.93137	8.35416	3.09421	17.0483	-2.45001	6.66012	-5.70973	-5.60877	7.0916	-4.91282	7.65177	8.29795	3.04267	16.1704	-2.46	7.28451	-5.47472	-4.96958	7.54316	-5.54621	7.91911	8.25491	3.03745	16.6497	-2.48665	6.89948	-1.81707	-5.51144	1.55687	-1.97573	7.66648	8.66749	3.26657	16.9087	-2.46138	6.7195	-4.08834	-5.01793	7.64765	-5.59754	7.82479	8.70963	3.23394	17.2911	inf	-7.245448e+03	inf
