iter	M_lnTg(1)	M_lnUGT_VmaxC(1)	M_lnUGT_Km(1)	M_lnSULT_VmaxC(1)	M_lnSULT_Km_apap(1)	M_lnVmax_AS(1)	M_lnkPAPS_syn(1)	M_lnCLC_APAP(1)	M_lnCLC_AS(1)	M_lnCLC_AG(1)	Var_lnfa(1)	Var_lnkSG_Vm(1)	Var_lnkSG_Km(1)	Var_lnTg(1)	Var_lnCLC_APAP(1)	Var_lnCLC_AS(1)	Var_lnCLC_AG(1)	Var_lnkGA(1)	Var_lnkPAPS(1)	Var_lnUGT_Km(1)	Var_lnUGT_VmaxC(1)	Var_lnSULT_Km_apap(1)	Var_lnSULT_VmaxC(1)	Var_lnkPAPS_syn(1)	Var_lnVmax_AS(1)	Verr_lnCPL_APAP_mcgL_samp(1)	Verr_lnCPL_AG_mcgL_samp(1)	Verr_lnCPL_AS_mcgL_samp(1)	Verr_lnCU_APAP_mcg_samp(1)	Verr_lnCU_AG_mcg_samp(1)	Verr_lnCU_AS_mcg_samp(1)	lnTg(1.1)	lnSULT_Km_apap(1.1)	lnCLC_APAP(1.1)	lnCLC_AS(1.1)	lnSULT_VmaxC(1.1)	lnCLC_AG(1.1)	lnUGT_Km(1.1)	lnUGT_VmaxC(1.1)	lnkPAPS_syn(1.1)	lnVmax_AS(1.1)	lnTg(1.1.1)	lnSULT_Km_apap(1.1.1)	lnCLC_APAP(1.1.1)	lnCLC_AS(1.1.1)	lnSULT_VmaxC(1.1.1)	lnCLC_AG(1.1.1)	lnUGT_Km(1.1.1)	lnUGT_VmaxC(1.1.1)	lnkPAPS_syn(1.1.1)	lnVmax_AS(1.1.1)	lnTg(1.1.2)	lnSULT_Km_apap(1.1.2)	lnCLC_APAP(1.1.2)	lnCLC_AS(1.1.2)	lnSULT_VmaxC(1.1.2)	lnCLC_AG(1.1.2)	lnUGT_Km(1.1.2)	lnUGT_VmaxC(1.1.2)	lnkPAPS_syn(1.1.2)	lnVmax_AS(1.1.2)	lnTg(1.1.3)	lnSULT_Km_apap(1.1.3)	lnCLC_APAP(1.1.3)	lnCLC_AS(1.1.3)	lnSULT_VmaxC(1.1.3)	lnCLC_AG(1.1.3)	lnUGT_Km(1.1.3)	lnUGT_VmaxC(1.1.3)	lnkPAPS_syn(1.1.3)	lnVmax_AS(1.1.3)	lnTg(1.1.4)	lnSULT_Km_apap(1.1.4)	lnCLC_APAP(1.1.4)	lnCLC_AS(1.1.4)	lnSULT_VmaxC(1.1.4)	lnCLC_AG(1.1.4)	lnUGT_Km(1.1.4)	lnUGT_VmaxC(1.1.4)	lnkPAPS_syn(1.1.4)	lnVmax_AS(1.1.4)	lnTg(1.1.5)	lnSULT_Km_apap(1.1.5)	lnCLC_APAP(1.1.5)	lnCLC_AS(1.1.5)	lnSULT_VmaxC(1.1.5)	lnCLC_AG(1.1.5)	lnUGT_Km(1.1.5)	lnUGT_VmaxC(1.1.5)	lnkPAPS_syn(1.1.5)	lnVmax_AS(1.1.5)	lnTg(1.2)	lnSULT_Km_apap(1.2)	lnCLC_APAP(1.2)	lnCLC_AS(1.2)	lnSULT_VmaxC(1.2)	lnCLC_AG(1.2)	lnUGT_Km(1.2)	lnUGT_VmaxC(1.2)	lnkPAPS_syn(1.2)	lnVmax_AS(1.2)	lnTg(1.2.1)	lnSULT_Km_apap(1.2.1)	lnCLC_APAP(1.2.1)	lnCLC_AS(1.2.1)	lnSULT_VmaxC(1.2.1)	lnCLC_AG(1.2.1)	lnUGT_Km(1.2.1)	lnUGT_VmaxC(1.2.1)	lnkPAPS_syn(1.2.1)	lnVmax_AS(1.2.1)	lnTg(1.2.2)	lnSULT_Km_apap(1.2.2)	lnCLC_APAP(1.2.2)	lnCLC_AS(1.2.2)	lnSULT_VmaxC(1.2.2)	lnCLC_AG(1.2.2)	lnUGT_Km(1.2.2)	lnUGT_VmaxC(1.2.2)	lnkPAPS_syn(1.2.2)	lnVmax_AS(1.2.2)	lnTg(1.2.3)	lnSULT_Km_apap(1.2.3)	lnCLC_APAP(1.2.3)	lnCLC_AS(1.2.3)	lnSULT_VmaxC(1.2.3)	lnCLC_AG(1.2.3)	lnUGT_Km(1.2.3)	lnUGT_VmaxC(1.2.3)	lnkPAPS_syn(1.2.3)	lnVmax_AS(1.2.3)	lnTg(1.2.4)	lnSULT_Km_apap(1.2.4)	lnCLC_APAP(1.2.4)	lnCLC_AS(1.2.4)	lnSULT_VmaxC(1.2.4)	lnCLC_AG(1.2.4)	lnUGT_Km(1.2.4)	lnUGT_VmaxC(1.2.4)	lnkPAPS_syn(1.2.4)	lnVmax_AS(1.2.4)	lnTg(1.2.5)	lnSULT_Km_apap(1.2.5)	lnCLC_APAP(1.2.5)	lnCLC_AS(1.2.5)	lnSULT_VmaxC(1.2.5)	lnCLC_AG(1.2.5)	lnUGT_Km(1.2.5)	lnUGT_VmaxC(1.2.5)	lnkPAPS_syn(1.2.5)	lnVmax_AS(1.2.5)	LnPrior	LnData	LnPosterior
4570	-2.37277	8.69215	9.0589	2.98315	4.79164	18.5668	0.686906	-5.91861	-5.8434	-4.85499	0.151262	0.155361	0.189856	0.044665	2.38349	2.42905	1.1783	0.160498	0.824469	0.181526	0.386256	0.118952	3.16081	0.0761437	0.147152	0.499753	0.499679	0.499146	0.49801	0.49788	0.499475	-2.34395	4.63088	-5.28163	-5.02704	5.32569	-3.67328	8.49701	9.15474	3.0542	17.4694	-2.45906	4.80824	-5.2624	-4.99934	6.92206	-5.2418	8.32527	8.9196	3.08932	17.4634	-2.4045	4.58093	-1.4605	-2.05141	5.60956	-1.45264	8.17042	9.25693	3.14322	16.8584	-2.49372	4.64984	-5.70763	-5.56528	5.21518	-5.59613	8.59221	9.05614	3.32377	17.7343	-2.49212	4.57687	-5.97777	-5.7539	1.01021	-3.46002	8.90054	6.77692	3.22114	17.0779	-2.3821	5.03521	-4.84486	-5.35036	5.51423	-4.85128	8.38176	8.95747	3.26235	17.751	-2.49251	4.29971	-4.61796	-5.64641	4.45067	-4.08651	8.12889	8.82847	3.09281	18.3753	-2.47811	4.37306	-4.28654	-4.85339	4.66772	-4.1807	8.32948	8.77322	3.1059	18.7093	-2.34485	4.47594	-4.03239	-5.46782	4.93564	-5.94639	7.93498	8.57593	3.27588	17.9359	-2.49278	4.46769	-5.65646	-5.873	4.73072	-4.65438	7.78355	8.21996	3.03932	18.3765	-2.45504	4.50932	-1.92121	-3.52881	0.470406	-2.1809	8.01011	8.82778	3.04204	17.9068	-2.47783	4.27441	-5.86104	-5.93265	5.07657	-5.2294	8.51605	9.33788	3.19534	18.4511	inf	-7.248905e+03	inf
4580	-2.47662	8.79944	7.6525	2.35606	4.25188	17.6308	0.686906	-4.39412	-5.74257	-4.81349	0.106535	0.0618539	0.100341	0.0401328	1.49788	1.61251	2.19808	0.350309	0.205674	0.213881	0.389579	0.132901	2.20667	0.0761437	0.147152	0.499865	0.499642	0.499909	0.498579	0.499484	0.498061	-2.44119	4.41124	-4.9823	-5.28774	4.74299	-4.58113	7.94667	8.47366	3.0542	17.4315	-2.48867	4.67027	-5.70438	-5.79782	6.546	-4.83086	8.40347	8.97967	3.04073	17.2416	-2.48869	4.50648	-1.42197	-1.53209	5.4639	-1.56081	8.05823	9.09849	3.31151	17.0025	-2.4586	4.33698	-5.16294	-5.6463	4.82667	-5.32102	8.40302	9.02142	3.21414	17.5401	-2.46089	4.95331	-5.96067	-5.25825	1.77911	-3.28619	8.69081	6.77692	3.08739	17.9052	-2.41992	4.44066	-4.92119	-5.39204	4.97131	-5.98562	8.62857	9.30227	3.24896	17.751	-2.4636	4.26223	-4.82482	-5.38012	3.45019	-4.88537	7.83349	8.19938	3.09281	17.9125	-2.42826	4.83496	-4.09732	-5.21765	5.25707	-4.53533	8.14967	8.64849	3.00216	17.839	-2.44877	4.32394	-5.62905	-5.6412	4.62996	-5.69528	8.0213	8.61359	3.51947	17.2353	-2.38218	4.35061	-5.1704	-5.93156	4.83448	-5.65663	7.86115	8.03672	3.03998	18.4925	-2.40963	4.27985	-2.11852	-5.62325	0.265444	-2.26992	7.82719	8.7691	3.31566	17.7719	-2.48997	4.24594	-5.09536	-5.93738	4.84832	-4.8327	8.36593	9.1679	3.24559	17.6733	inf	-7.242214e+03	inf
4590	-2.26781	7.60125	8.39575	3.26651	4.25433	18.2636	0.686906	-2.50146	-5.20834	-4.90176	0.0667945	0.106982	0.067356	0.111447	5.07722	1.08459	2.70996	0.164398	0.842538	0.140399	0.537423	0.116695	3.61607	0.0761437	0.0637625	0.499928	0.499761	0.499909	0.496781	0.499279	0.495678	-2.46895	4.26754	-4.53266	-5.7933	5.51233	-4.84411	8.67101	8.29182	3.0542	17.8689	-2.46399	4.36746	-4.91968	-4.74658	6.36254	-5.24878	8.62569	9.08619	3.14461	17.982	-2.4366	4.32571	-1.55089	-1.96937	5.36948	-1.08773	8.09498	9.08986	3.11184	17.9799	-2.25172	4.34913	-3.71565	-5.74738	4.82885	-5.59574	8.50288	9.26269	3.24021	17.7518	-2.48569	4.94583	-5.85535	-5.81836	1.76609	-5.02591	9.36293	6.72121	 3.14	17.6156	-2.41992	4.35387	-5.03926	-5.97123	4.81605	-5.16982	8.67995	9.25258	3.11427	17.6909	-2.44983	4.36894	-5.86015	-5.74408	3.86874	-5.83932	8.0035	8.42879	3.09281	17.9603	-2.45132	4.93998	-3.74442	-4.67988	5.47491	-4.8042	7.79486	8.53711	3.41741	17.8937	-2.48281	4.6945	-4.11609	-5.6412	5.15768	-5.7996	8.00343	8.515	3.07322	18.1228	-2.40297	4.35061	-5.71168	-5.37352	4.71538	-4.42407	7.61479	8.16428	3.05534	17.4931	-2.48488	4.49952	-1.98569	-5.95327	0.0931575	-2.46066	7.92909	8.75155	3.00335	17.1214	-2.46247	4.2545	-5.53283	-4.76931	4.83716	-5.80374	8.3798	9.10648	3.2733	17.7684	inf	-7.258826e+03	inf
4600	-2.34	8.99569	7.93809	4.14894	4.41394	17.6896	0.686906	-3.94433	-4.75815	-5.04001	0.223879	0.427233	0.331519	0.114708	6.84103	0.727114	2.33675	0.0696511	0.158256	0.26347	0.529693	0.123396	5.68901	0.0761437	0.191943	0.499961	0.499919	0.499157	0.492628	0.498033	0.495591	-2.30067	4.34495	-4.98916	-4.21661	5.26894	-4.64117	8.8453	8.82165	3.0542	17.8689	-2.44101	4.74923	-4.46543	-5.71103	6.58962	-5.85979	8.47795	8.86827	3.14461	17.9432	-2.49093	4.46171	-1.18838	-1.82272	5.65824	-1.40433	8.07359	9.25238	3.35602	18.2326	-2.37997	4.38357	-4.39887	-5.06353	4.75375	-5.10351	9.34328	9.9324	3.29761	17.3043	-2.46012	4.48852	-5.19233	-4.16765	0.742145	-5.84041	9.062	6.98767	3.17759	17.4078	-2.41091	4.75606	-5.22833	-5.82073	5.159	-5.23572	8.47983	9.10743	3.19594	17.2614	-2.46555	4.3394	-5.46555	-5.74502	4.95653	-5.85471	7.74943	9.34349	3.09281	17.8077	-2.4112	4.8143	-3.97731	-4.96048	5.27687	-4.56482	7.99093	8.58426	3.36347	18.2166	-2.48195	4.74046	-5.52805	-5.47987	5.12058	-5.03274	7.7272	8.43881	3.09283	17.6158	-2.42101	4.28479	-4.90044	-5.77901	4.98494	-5.81812	7.81619	8.52532	3.05551	17.7231	-2.44478	4.83635	-2.09216	-5.80413	0.616479	-2.34759	7.92945	8.61644	3.48017	17.9717	-2.49825	4.36345	-5.77694	-5.28447	5.31167	-5.44767	8.46077	9.43749	3.23565	17.8792	inf	-7.254394e+03	inf
4610	-2.4061	9.71265	8.74545	7.00297	4.83821	17.6896	0.686906	-5.04766	-5.95565	-5.10832	0.201248	0.331891	0.667823	0.109786	3.33899	0.9875	1.52814	0.2443	0.107082	0.182551	0.89081	0.149699	3.94244	0.0761437	0.234015	0.499938	0.499769	0.49934	0.486755	0.499963	0.495981	-2.3382	4.59567	-5.09635	-4.89197	4.63435	-5.32337	8.69259	8.53816	3.0542	17.6092	-2.45288	4.37066	-5.32412	-5.29612	5.53532	-5.51134	8.35323	8.86827	3.01357	17.3403	-2.49443	4.45379	-1.47629	-1.85905	5.5661	-1.54306	8.09625	9.24355	3.08014	16.5353	-2.47533	4.36953	-5.51651	-5.91959	4.994	-5.70523	9.26392	9.83713	3.00501	16.569	-2.48218	5.22756	-5.27734	-5.77867	0.447466	-3.62505	8.84694	6.30451	3.15961	17.1924	-2.49094	4.69144	-5.05728	-5.99844	4.87921	-4.23117	8.61609	8.9216	3.33185	17.5965	-2.36837	4.4854	-4.32647	-5.81566	3.40402	-5.78839	8.12684	9.19267	3.09281	18.1648	-2.47208	4.87196	-3.75093	-4.70893	5.25422	-4.11344	7.93896	8.47642	3.19107	18.157	-2.46491	4.80328	-4.96681	-5.8375	5.34147	-5.26506	8.0529	8.67406	3.08195	18.3372	-2.447	4.4843	-4.62919	-5.71426	4.98322	-5.71694	8.08384	8.59144	3.19771	18.6316	-2.47676	5.21927	-2.14754	-5.93088	1.03677	-2.34759	7.73481	8.62016	3.19876	17.9529	-2.47158	4.44356	-5.98727	-5.3494	5.26937	-5.99756	8.349	9.35587	3.18166	18.3395	inf	-7.236868e+03	inf
4620	-2.43421	8.2506	8.5228	5.55424	4.5438	17.6996	0.686906	-5.44343	-5.47191	-4.99676	0.128485	0.217279	0.112975	0.0436046	1.97429	1.1304	1.21649	0.4685	0.333847	0.170948	0.556354	0.0779742	1.19251	0.0761437	0.105218	0.499517	0.499974	0.498996	0.495329	0.4974	0.49939	-2.3975	4.3976	-5.8411	-4.48238	4.39038	-4.27724	8.37146	9.10525	3.0542	17.888	-2.43432	4.2767	-5.61941	-5.51606	5.05826	-5.17279	8.13262	8.755	3.04773	17.4344	-2.45988	4.77664	-1.35518	-1.61251	5.85614	-1.57898	8.11364	9.23954	3.05104	18.3505	-2.4992	4.445	-5.61702	-4.49386	5.04931	-5.39957	9.12129	9.64701	3.00501	17.9427	-2.49735	4.5321	-5.19651	-4.29293	0.36125	-3.4695	9.12836	6.89862	3.62216	17.9918	-2.425	4.41148	-4.95562	-5.55172	4.81834	-5.65113	8.15789	8.75834	3.60808	17.5421	-2.37098	4.66611	-4.86183	-5.71944	4.28271	-4.98825	8.55875	8.80417	3.09281	18.0462	-2.41667	4.59013	-4.00606	-4.70893	4.86463	-3.76026	8.18268	8.4886	3.19107	18.4504	-2.4779	4.98373	-4.70634	-5.69449	5.47816	-4.45746	8.13558	8.76452	3.03474	17.9795	-2.48523	4.26921	-5.78868	-5.87697	4.47162	-5.83836	8.15763	8.4915	3.16577	18.0858	-2.49607	4.84507	-2.01483	-5.49468	1.28196	-1.92733	8.00861	8.91357	3.12673	18.0298	-2.49673	4.4997	-5.71998	-5.92811	5.31651	-5.71526	8.38669	9.33205	3.14323	18.0427	inf	-7.240242e+03	inf
4630	-2.40968	8.91199	7.65414	4.20393	4.55984	18.1176	0.686906	-5.93158	-5.63364	-3.78864	0.0689914	0.221915	0.112975	0.0506054	2.5319	1.51227	1.50235	0.086718	0.0896981	0.382634	0.38949	0.105285	6.64326	0.0761437	0.0892101	0.499932	0.499679	0.499625	0.496845	0.497287	0.499362	-2.44525	4.37721	-5.7994	-5.07177	5.15799	-4.79819	8.14557	8.66232	3.0542	18.1502	-2.49259	4.67507	-5.61395	-5.61527	6.3773	-5.9642	 7.99	8.71079	3.172	17.9479	-2.4846	4.63145	-1.60371	-1.84561	5.73822	-1.37929	8.01859	9.11008	3.12732	18.3505	-2.45249	4.62833	-4.98596	-5.67365	5.30865	-5.40215	8.94234	9.64701	3.2313	18.03	-2.48231	4.34721	-4.78759	-5.33559	0.0740264	-4.64195	9.22512	6.60961	3.63715	17.9179	-2.49934	4.40952	-5.48233	-5.93167	4.65083	-5.29707	8.42532	8.76715	3.26333	17.7035	-2.46348	4.51067	-4.76928	-5.89967	3.98572	-4.6327	7.79688	8.95715	3.09281	18.123	-2.46778	4.84339	-3.89534	-4.40317	5.43981	-4.44562	8.0282	8.60126	3.06372	18.7372	-2.4779	5.0064	-5.16301	-5.43924	5.58404	-5.6329	8.37044	9.04259	3.22976	17.81	-2.43734	4.53468	-5.3267	-5.5518	4.73504	-5.81926	8.49082	8.88085	3.08674	18.4361	-2.49219	4.27507	-2.05028	-5.95184	0.0391038	-2.27146	8.03169	9.06127	3.47674	17.2122	-2.48879	4.56699	-5.15886	-4.70956	5.23125	-5.63182	8.2866	9.11383	3.06155	17.7046	inf	-7.230495e+03	inf
4640	-2.31833	8.15557	8.32374	5.28374	4.88865	18.1605	0.686906	-5.77435	-5.81901	-4.35064	0.115788	0.105564	0.0910723	0.0270984	0.854734	0.824845	1.23394	0.179742	0.0944337	0.111438	0.774798	0.0764173	1.09662	0.0761437	0.0892101	0.499971	0.499654	0.499412	0.498862	0.498872	0.499914	-2.42796	4.41945	-4.81098	-4.77812	4.2762	-3.34423	8.3151	8.56845	3.0542	18.1502	-2.47981	4.40261	-4.41757	-4.85286	5.57149	-5.76561	8.41768	9.03429	3.1875	18.3608	-2.49215	4.81525	-1.57698	-1.83158	5.78483	-1.37929	7.94052	9.00485	3.55356	18.2922	-2.47559	4.48227	-4.12102	-5.49963	4.86473	-5.27599	9.07455	9.49424	3.21664	18.1166	-2.47901	4.47676	-5.96217	-5.28101	0.860231	-2.85372	8.61191	6.05505	3.18926	18.4004	-2.49934	4.70053	-5.65823	-5.74789	4.9133	-4.1963	8.42149	8.72611	3.14251	18.2066	-2.47505	4.73255	-4.91363	-5.06155	4.5568	-5.1445	8.00227	8.9684	3.09281	17.5371	-2.49888	5.31502	-3.68675	-4.30221	5.5759	-4.0495	8.21011	8.7292	3.25237	17.7917	-2.4934	5.16754	-4.93592	-5.92264	5.49281	-5.05886	8.26861	8.99492	3.02661	17.8289	-2.49018	4.69776	-5.71429	-5.41946	5.08464	-5.95519	8.23884	8.70662	3.08674	17.2345	-2.4874	5.08114	-2.22575	-4.49191	1.70565	-2.11786	7.92021	8.68804	3.05285	17.9942	-2.4946	4.48542	-5.88207	-5.88966	5.23186	-4.62285	8.23181	8.92447	3.00528	17.1149	inf	-7.236688e+03	inf
4650	-2.44487	8.2128	8.76103	4.46289	4.76093	17.6926	0.686906	-4.88369	-5.78604	-5.65574	1.28364	0.669859	0.0829149	0.049949	1.57047	1.0387	1.89249	0.246318	1.2555	0.294788	1.22986	0.131222	1.44787	0.0761437	0.0892101	0.499971	0.499905	0.498989	0.494624	0.499126	0.499301	-2.433	4.64648	-5.21689	-5.95767	5.0528	-3.82679	8.67708	7.98179	3.0542	17.886	-2.47014	4.63862	-5.01889	-5.62056	5.23984	-5.90485	8.21288	8.78184	3.47257	18.2256	-2.45424	4.61751	-1.68884	-1.50256	5.58754	-1.38269	8.00325	8.97182	3.39433	17.5107	-2.33962	4.57591	-4.93919	-5.3718	4.78357	-5.84073	8.96969	9.41375	3.46115	17.5735	-2.45274	4.9355	-5.68073	-5.80662	1.24397	-5.89343	9.30646	4.53108	3.1814	17.9541	-2.48052	4.42024	-5.54946	-5.59968	4.7048	-5.30809	7.93254	8.50779	3.33121	18.0653	-2.44639	4.92877	-5.44555	-5.94709	3.6325	-3.78282	8.09315	8.70814	3.09281	17.8081	-2.49888	5.08528	-4.1756	-4.54489	5.36357	-3.99746	8.30174	8.81553	3.14754	17.9752	-2.47981	5.1797	-5.82286	-5.8265	5.49281	-4.80168	8.51676	9.01778	3.3285	17.8289	-2.46762	5.0346	-4.57454	-5.51878	5.1066	-5.70318	8.22888	8.53753	3.16535	18.0574	-2.49209	4.82158	-2.11549	-5.95355	0.9041	-2.11786	7.87312	8.83276	3.13336	17.4031	-2.41845	4.55892	-4.30002	-5.83614	5.31137	-5.66089	8.39322	8.93518	3.08199	17.8902	inf	-7.241211e+03	inf
4660	-2.18377	8.86852	8.86135	4.48626	5.01523	17.8131	0.686906	-3.00669	-5.16634	-4.62134	0.193187	0.262961	0.0829149	0.0831343	2.20769	1.51718	4.58276	0.165374	0.176231	0.170104	1.27351	0.131222	2.18103	0.0761437	0.0421478	0.499957	0.499582	0.498989	0.497043	0.499691	0.498837	-2.45378	4.87644	-4.65783	-4.1925	5.0528	-5.10255	8.72848	8.86103	3.0542	18.0594	-2.4431	4.89494	-4.78958	-5.14508	5.68348	-5.9365	8.41571	8.95752	3.25497	18.6561	-2.49056	4.7738	-1.55412	-1.95812	5.82678	-1.50376	8.26518	9.19196	3.10832	17.9529	-2.49128	4.6775	-5.32529	-5.99296	5.22878	-5.45742	9.11435	9.9616	3.12085	18.2361	-2.45889	4.90083	-5.12386	-5.76888	1.9057	-3.88123	8.5364	5.03473	3.14059	18.1109	-2.42305	4.39464	-5.21609	-5.89044	4.89893	-5.96203	7.62728	8.20398	3.29367	18.0653	-2.45625	5.23113	-4.72424	-5.52685	4.19861	-5.21287	7.93984	9.48736	3.09281	17.8081	-2.44373	5.15214	-3.86259	-4.61976	5.53614	-4.41128	8.34838	8.78156	3.55587	17.7459	-2.4743	4.96277	-5.75159	-5.15891	5.20649	-4.88354	8.26078	8.65783	3.51915	17.8289	-2.39302	5.09986	-5.73083	-5.04242	5.48824	-5.78991	8.3261	8.83025	3.42673	17.8531	-2.4938	5.78717	-1.94916	-4.58305	1.07416	-2.11786	7.92675	8.84496	3.4299	18.121	-2.43623	5.05056	-4.06985	-5.55371	5.80924	-5.96518	8.05827	8.65843	3.11464	17.8601	inf	-7.238763e+03	inf
4670	-2.41337	9.50916	7.86675	5.12774	4.51647	17.6845	0.686906	-3.3811	-5.90455	-5.34414	0.277477	0.38268	0.0829149	0.0435001	2.20769	1.03484	4.21553	1.29319	0.137302	0.171602	0.394967	0.143138	4.30639	0.0761437	0.093459	0.499873	0.499351	0.499661	0.497766	0.499565	0.499977	-2.49586	4.63822	-4.77347	-5.16596	3.88933	-5.26743	8.22442	8.68426	3.0542	17.9704	-2.44041	5.37719	-4.27288	-5.74809	7.38909	-5.87494	7.72019	8.52522	3.1341	18.2495	-2.49766	4.85588	-1.53665	-1.88751	5.83575	-1.30635	8.39162	9.39613	3.27929	17.9284	-2.45806	4.46533	-5.80519	-5.70233	4.92898	-5.15795	8.94237	9.57339	3.12112	17.8105	-2.48622	4.9297	-5.31515	-3.27288	0.0862515	-4.55821	8.8515	6.16035	3.17604	18.3826	-2.46746	4.53569	-5.36913	-5.70538	4.55353	-5.8527	7.894	8.42893	3.21716	18.2356	-2.45326	5.10423	-4.13013	-5.81582	3.03832	-4.03998	7.89024	9.2778	3.09281	18.1057	-2.49526	5.03577	-4.11892	-4.85892	5.28858	-4.65672	8.34576	8.87224	3.20545	17.9119	-2.48026	4.73256	-5.86232	-5.90557	5.20649	-4.71963	8.31539	9.02955	3.20851	17.3842	-2.39955	4.97956	-4.72284	-5.55423	5.31648	-5.93901	8.02777	8.62837	3.49466	18.3328	-2.47779	5.76306	-2.48919	-5.46125	1.13739	-2.21645	8.03159	8.90183	3.12317	18.186	-2.49114	5.35369	-5.28151	-5.45515	5.94943	-4.05867	7.93636	8.61119	3.25564	18.453	inf	-7.241563e+03	inf
4680	-2.3537	9.09061	8.47774	0.251267	4.40638	18.3905	0.686906	-4.6507	-4.92601	-4.28335	0.319862	0.209527	0.163082	0.0368325	1.93928	0.724506	2.27423	0.844277	0.102557	0.466944	0.496796	0.0890275	4.43444	0.0761437	0.163518	0.499461	0.499645	0.499807	0.497764	0.499033	0.498302	-2.39402	4.5817	-4.77493	-3.85869	4.02486	-4.59625	8.22281	8.08882	3.0542	18.5864	-2.38557	4.58813	-5.75971	-5.02112	6.34457	-5.28723	7.67603	8.35673	3.1663	18.0221	-2.48382	4.82585	-1.41541	-1.97209	5.96977	-1.37073	8.28707	9.37468	3.17593	18.3366	-2.43845	4.3587	-4.39105	-5.50969	4.80749	-5.58647	8.53433	9.21037	3.35679	18.4693	-2.49449	5.11501	-4.50464	-5.01796	0.64312	-4.92735	8.22362	6.2862	3.32437	17.8761	-2.43871	4.64038	-5.83861	-4.6528	4.92378	-5.75949	7.60415	7.89253	3.00506	19.0698	-2.46217	4.97566	-3.15565	-5.84715	4.61951	-5.27667	7.80737	9.01307	3.09281	17.9059	-2.31751	5.02042	-3.69756	-4.36967	5.42399	-4.56479	8.50023	8.9541	3.42482	17.2011	-2.43388	4.73256	-5.08208	-4.76607	5.01304	-4.95706	8.1715	8.66238	3.43705	17.4098	-2.4375	4.97628	-5.89884	-5.23824	5.25133	-5.05488	8.5296	9.08263	3.08407	17.7017	-2.47134	5.30882	-2.20953	-5.15812	1.54389	-2.43768	7.92444	8.78452	3.18965	17.4341	-2.46172	5.15329	-5.39445	-5.5366	5.56914	-5.78153	7.65115	8.45579	3.05554	17.6902	inf	-7.253760e+03	inf
4690	-2.34079	9.95594	8.4714	2.2098	4.71145	17.7138	0.686906	-5.22479	-5.71711	-5.58172	0.453873	0.0986756	0.0988369	0.0878103	2.25517	1.2723	2.8188	0.710473	0.0586443	0.25251	0.512001	0.239047	2.64463	0.0761437	0.183406	0.499639	0.499693	0.499697	0.489092	0.498907	0.497075	-2.47834	4.73193	-5.41394	-4.65736	2.95753	-5.57121	8.27584	8.08882	3.0542	18.0195	-2.47208	5.0891	-5.93627	-4.32923	5.90471	-5.49772	7.65377	8.43652	3.2554	18.0007	-2.49741	4.89333	-1.64319	-1.83843	5.9643	-1.6447	8.35044	9.30463	3.00899	18.4555	-2.22746	4.7388	-5.46431	-4.91274	5.03255	-5.97504	7.98721	8.45875	3.00215	18.2257	-2.4926	4.81304	-5.82128	-4.46422	1.0335	-4.1999	8.94054	6.09638	3.35076	17.8981	-2.47592	4.59237	-5.72131	-4.88899	4.87882	-5.87812	7.60213	8.19084	3.30448	18.7684	-2.39203	4.97566	-4.66281	-5.62946	3.24641	-5.03549	7.70556	8.3939	3.09281	18.0748	-2.49968	4.94468	-4.0195	-4.07291	5.16612	-4.72866	8.37746	8.79627	3.09661	18.1548	-2.47593	4.38207	-5.99436	-5.54239	4.97103	-5.41935	8.55723	9.21059	3.15887	18.2937	-2.47985	5.29713	-5.14576	-5.9666	5.52704	-5.11011	8.53749	9.00572	3.02629	18.6472	-2.47786	4.97899	-2.27908	-5.36202	1.52038	-2.33957	7.69435	8.61068	3.38684	18.7411	-2.49603	4.77929	-4.04377	-4.65182	5.48097	-5.80031	7.61816	8.4389	3.79886	18.5808	inf	-7.246185e+03	inf
