iter	Ve_CDCVGmol(1)	Ve_CLivDCVGmol(1)	Ve_CKidDCVGmol(1)	Ve_CBrnDCVGmol(1)	Ve_CDCVCmol(1)	Ve_CKidDCVCmol(1)	Ve_CBrnDCVCmol(1)	Ve_CNDCVCmol(1)	Ve_CLivNDCVCmol(1)	Ve_CKidNDCVCmol(1)	Ve_CBrnNDCVCmol(1)	M_lnkDCVCC(1)	M_lnkElimNDCVCC(1)	M_lnISkNDCVC(1)	V_lnkDCVCC(1)	V_lnkElimNDCVCC(1)	V_lnISkNDCVC(1)	lnkDCVCC(1.1)	lnkElimNDCVCC(1.1)	lnISkNDCVC(1.1)	lnkDCVCC(1.2)	lnkElimNDCVCC(1.2)	lnISkNDCVC(1.2)	lnkDCVCC(1.3)	lnkElimNDCVCC(1.3)	lnISkNDCVC(1.3)	lnkDCVCC(1.4)	lnkElimNDCVCC(1.4)	lnISkNDCVC(1.4)	LnPrior	LnData	LnPosterior
1000	0.929174	1.1759	0.805733	0.730828	0.60385	0.765088	0.731906	0.458758	0.595757	1.06904	0.887688	-1.66856	-1.035	4.35057	0.187941	0.0567773	3.62501	-2.3046	-1.03495	3.13953	-1.68839	-1.27799	3.21892	-1.90285	-1.05359	3.78194	-0.771168	-1.31651	3.86649	-2.351291e+01	-3.405575e+02	-3.640704e+02
1100	1.01646	1.18147	0.571211	0.798098	0.614618	0.981147	0.770849	0.390662	0.410494	0.974655	0.62719	-2.06821	-1.41029	3.95941	0.416773	0.139235	2.40143	-2.17594	-1.56703	3.80761	-1.70726	-1.35078	3.01987	-2.55601	-1.35317	3.49204	-1.86618	-1.41333	4.01107	-2.248075e+01	-3.368648e+02	-3.593456e+02
1200	0.943113	1.03994	0.642764	0.763419	0.637514	0.954032	0.942521	0.514206	0.680668	0.611636	0.746375	-1.8947	-1.51647	1.94368	0.127252	0.11785	6.95933	-2.15799	-1.58503	3.33749	-1.89685	-1.38243	2.73923	-1.92084	-1.31011	3.80211	-2.0152	-1.58947	0.418692	-2.360255e+01	-3.400133e+02	-3.636159e+02
1300	0.982095	1.1479	0.78138	0.647865	0.584707	0.767776	0.633526	0.414307	0.418099	0.689159	0.497891	-2.06676	-1.62882	3.63708	0.124083	0.124515	1.53359	-2.22818	-1.40411	3.0577	-1.88732	-1.86369	3.30756	-2.2521	-1.32384	4.19033	-1.76895	-2.40906	2.97524	-1.962257e+01	-3.358567e+02	-3.554793e+02
1400	1.1281	1.07736	0.52811	0.641298	0.5264	0.868094	0.906592	0.49852	0.513641	1.034	0.563278	-2.15077	-1.35573	3.51972	0.160757	0.219063	1.31706	-2.51918	-1.15282	3.1609	-1.3877	-1.50297	3.87764	-1.90249	-1.0426	3.97164	-1.67382	-1.37893	3.78302	-2.256232e+01	-3.375386e+02	-3.601009e+02
1500	1.02091	1.14967	0.839377	0.857875	0.554559	0.791884	0.755193	0.43758	0.599335	0.779834	0.693693	-2.56404	-2.29017	3.93823	0.567577	0.539737	6.45427	-2.30231	-1.48709	3.71674	-2.23273	-2.38673	3.26017	-3.19823	-1.49143	2.39224	-1.77455	-2.79176	1.09705	-3.581911e+01	-3.392381e+02	-3.750572e+02
1600	1.11898	0.980496	0.557881	0.8422	0.51232	0.705636	0.78465	0.350801	0.522925	0.937566	0.535679	-2.33056	-2.01867	4.47763	0.134373	0.298644	1.78217	-2.90296	-2.37631	3.79024	-2.02763	-1.78807	2.67761	-2.54347	-1.98532	3.61699	-2.27917	-2.22373	3.3285	-2.151952e+01	-3.413490e+02	-3.628685e+02
1700	1.05765	1.07931	0.792594	0.700167	0.456808	0.6424	0.574744	0.3697	0.393722	0.713889	0.609608	-1.82403	-0.885016	1.72035	0.468954	0.490504	7.96425	-2.22238	-0.855808	2.76405	-1.97707	-1.43102	2.78829	-2.50331	-1.52901	3.26961	-1.78141	-1.82843	-2.53211	-3.538020e+01	-3.394912e+02	-3.748714e+02
1800	0.954584	1.21222	0.636641	0.967202	0.937488	0.866531	0.681225	0.300523	0.444124	0.742905	0.322696	-1.86689	-0.996086	3.87065	0.266864	0.0775273	2.29449	-2.135	-1.40831	3.70842	-1.68883	-0.77357	2.71199	-1.59464	-0.838101	3.95922	-1.55287	-1.18813	3.76545	-2.037815e+01	-3.420258e+02	-3.624040e+02
1900	1.11293	1.06459	0.523528	0.631522	0.399753	0.729783	0.744256	0.370688	0.395365	1.0755	0.97553	-2.33618	-1.68692	3.67275	0.300673	0.179617	0.910162	-2.61876	-1.57981	3.22097	-1.68148	-1.9737	3.28377	-3.02653	-0.784111	2.37858	-0.954212	-1.44209	2.78054	-2.870707e+01	-3.440990e+02	-3.728060e+02
2000	1.18263	1.19893	0.597064	0.779187	0.533185	1.02396	0.741367	0.510437	0.559994	0.807456	0.621692	-1.67614	-1.6588	3.56622	0.0867789	0.0811785	4.18048	-2.10247	-1.41861	3.70868	-1.50024	-1.88313	3.66701	-1.74596	-1.96276	4.374	-2.00131	-1.36818	-0.549146	-2.338580e+01	-3.406873e+02	-3.640731e+02
2100	1.27172	0.937927	0.777307	0.852102	0.552662	0.863424	0.819325	0.3345	0.544863	0.772764	0.379042	-1.86425	-1.94374	4.2214	0.0551526	0.0748323	2.03111	-2.09411	-1.9126	3.89578	-1.96067	-1.98048	3.38152	-1.88298	-1.85227	4.36996	-1.95469	-2.19647	3.38976	-1.484962e+01	-3.428725e+02	-3.577221e+02
2200	0.971219	1.01022	0.82237	0.910199	0.460663	0.841561	1.0303	0.398584	0.387954	0.740328	0.577634	-1.84375	-0.588449	2.02924	0.133314	0.303612	2.09388	-2.2133	-0.538971	2.53193	-1.63471	-0.948366	2.65133	-1.98772	0.285305	2.37659	-1.69348	-1.45246	1.08112	-2.488991e+01	-3.373339e+02	-3.622238e+02
2300	0.96073	0.970875	0.825528	0.528668	0.523667	0.891212	0.691285	0.406976	0.432621	1.03104	0.831271	-1.40308	-0.20993	2.16163	0.376127	0.0998752	1.63601	-1.88056	0.140308	2.02968	-1.21634	-0.794882	3.13632	-1.59092	-0.690797	3.86689	-1.09216	-0.234961	2.27959	-2.578068e+01	-3.403733e+02	-3.661539e+02
2400	1.06614	1.18616	0.868665	0.689931	0.542277	0.741919	1.13436	0.488774	0.475963	0.947045	0.558517	-2.31768	-1.08126	0.30813	0.10366	0.285355	2.94286	-2.2472	-1.32083	3.14723	-2.18983	-1.02644	2.20299	-2.88363	-1.13511	1.23852	-1.86846	-1.11835	0.545452	-2.691565e+01	-3.421504e+02	-3.690661e+02
2500	1.02941	1.07554	0.589553	0.880038	0.589138	0.879853	0.502967	0.450146	0.613399	0.758163	0.659514	-2.45382	-1.50201	4.58056	0.273008	0.143182	1.74733	-2.08748	-2.28525	4.26537	-1.87923	-1.68271	3.3016	-2.43766	-0.469769	1.9116	-1.78426	-1.79788	2.78629	-2.915965e+01	-3.387237e+02	-3.678834e+02
2600	1.09157	1.0145	0.602978	0.826287	0.610781	1.07506	0.799183	0.531753	0.510407	0.756682	0.313246	-2.34536	-1.55246	2.86285	0.239094	0.198032	0.76757	-2.51683	-1.80693	3.7426	-1.40966	-1.78017	3.93998	-2.72744	-1.67028	3.73282	-1.41488	-1.21678	3.49677	-2.679859e+01	-3.373502e+02	-3.641488e+02
2700	1.04802	1.01341	0.71151	0.787135	0.568918	0.865942	1.23537	0.372831	0.45119	0.894766	0.583588	-1.76408	-1.31408	4.44963	0.143392	0.280765	2.88339	-1.89879	-1.35143	3.43004	-1.6015	-0.685364	2.50454	-1.78319	-1.79077	4.58972	-1.70308	-0.00380347	2.65298	-2.576180e+01	-3.387051e+02	-3.644669e+02
2800	1.18475	1.0744	0.67795	0.825216	0.537803	0.768894	0.539598	0.262945	0.308219	0.946319	0.425222	-1.63056	-2.36842	4.0695	0.367682	0.297434	1.97231	-2.26188	-2.18843	4.08317	-0.994816	-1.76107	4.24642	-1.8792	-1.43836	4.15605	-1.53939	-2.85924	2.5246	-2.596617e+01	-3.375360e+02	-3.635021e+02
2900	1.13164	1.01173	0.584028	0.709803	0.639897	0.828979	0.75251	0.504734	0.678118	0.883893	0.530602	-2.12301	-2.22488	3.8632	0.148386	0.14015	1.98243	-2.01183	-2.21382	3.86805	-2.06042	-2.22394	3.58871	-2.85547	-2.45806	4.18596	-1.7537	-2.11569	2.37669	-2.060716e+01	-3.392717e+02	-3.598788e+02
3000	0.991923	1.04527	0.68095	0.633239	0.595729	0.734201	0.756254	0.538888	0.585171	1.2723	0.533851	-1.82161	-1.67546	4.3051	0.609587	0.231643	1.07831	-2.13163	-2.3452	4.59671	-1.97206	-1.59926	3.00413	-2.66487	-1.5476	4.13534	-1.77291	-1.59173	4.06929	-2.603154e+01	-3.397194e+02	-3.657509e+02
3100	1.01167	1.01826	0.634718	0.816994	0.517102	0.987416	0.68663	0.433205	0.59884	0.790453	0.451988	-2.20176	-0.665363	1.62756	0.921146	0.11113	1.13472	-2.70642	-0.541231	2.17975	-1.46889	-1.1674	3.40351	-2.97596	-1.08406	1.60238	-2.34941	-0.32133	1.04023	-2.940196e+01	-3.371210e+02	-3.665230e+02
3200	0.994654	1.17628	0.719107	0.716018	0.523788	0.612653	0.586265	0.519192	0.314671	0.648236	0.545931	-1.8745	-1.43619	2.79268	0.311446	0.137003	7.74063	-2.66349	-1.38398	2.85667	-1.1601	-1.77813	3.73023	-2.35398	-1.48664	4.24621	-1.91616	-1.57974	2.56301	-2.702636e+01	-3.390316e+02	-3.660580e+02
3300	0.920595	1.1332	0.71154	0.758665	0.544681	1.09863	0.853117	0.264201	0.676433	0.868062	0.611489	-1.97488	-2.34236	4.56651	0.309142	0.231236	1.66155	-2.66054	-2.68378	4.29167	-1.27836	-2.03422	4.2634	-1.51888	-1.9044	4.55229	-2.50157	-2.66923	1.93193	-2.572104e+01	-3.412799e+02	-3.670010e+02
3400	1.13301	0.958879	0.613079	0.638823	0.554505	0.749087	0.653378	0.498432	0.631918	0.654484	0.951379	-1.81555	-1.94152	0.249827	0.220835	0.256207	2.65209	-2.21411	-1.6225	0.777069	-1.76996	-1.93146	-1.14191	-2.69724	-2.40489	0.91208	-1.67516	-2.54553	-0.925641	-2.725598e+01	-3.483799e+02	-3.756359e+02
3500	0.908546	1.09336	0.546216	0.6244	0.755856	0.915439	0.83926	0.380146	0.349349	0.714228	0.457082	-1.55306	-0.368676	1.52355	0.361352	0.219849	1.68115	-2.33446	-1.25279	3.08874	-1.59105	-0.0209755	2.25366	-2.30904	0.430159	2.02183	-1.64004	-0.858447	1.49418	-2.879323e+01	-3.382290e+02	-3.670222e+02
3600	1.12085	1.06488	0.756038	0.822098	0.539951	0.830277	0.573126	0.557568	0.74273	1.08732	0.437408	-2.85969	0.802429	0.329093	0.0609032	0.67794	2.57098	-3.11053	-0.335584	1.66591	-2.70713	2.17135	-0.828506	-2.86403	3.03936	-0.67719	-2.89837	2.0975	2.71492	-3.459947e+01	-3.480500e+02	-3.826495e+02
3700	1.02135	1.12924	0.661867	0.832384	0.631383	0.783648	0.74221	0.430261	0.37667	0.840511	0.825229	-1.83842	1.95008	-1.37551	0.050354	0.0679448	1.65912	-2.12033	1.81861	0.538336	-1.66751	2.06072	-0.48433	-1.78948	1.92234	0.589845	-1.79371	1.9556	-2.62738	-1.957191e+01	-3.382854e+02	-3.578573e+02
3800	1.10791	0.914481	0.601077	0.581907	0.536261	0.873415	0.656297	0.452547	0.475738	1.01224	0.485294	-2.44811	1.66403	1.35254	0.0728859	0.0762381	1.33454	-2.37403	0.94866	1.14544	-2.18143	1.78554	-0.0857246	-2.32183	1.54459	0.9226	-2.36718	1.86467	-1.14587	-2.184513e+01	-3.403786e+02	-3.622237e+02
3900	1.27526	1.15071	0.662556	0.908477	0.783412	1.09229	0.767774	0.685607	0.584561	0.960617	0.576774	-2.595	-0.842719	3.83216	0.162596	0.0786834	1.35819	-2.72579	-1.2303	2.53808	-2.24365	-0.649786	2.03031	-2.13495	-0.847535	1.98392	-2.42866	-0.581178	3.8511	-2.318559e+01	-3.538641e+02	-3.770497e+02
4000	1.29988	0.95491	0.64253	0.770298	0.620319	0.813888	0.706354	0.375916	0.292005	0.727741	0.540918	-2.26717	-1.17707	2.50999	0.13039	0.10815	3.08363	-2.16742	-1.51801	3.81695	-2.01154	-1.31896	2.73905	-2.27636	-1.13022	4.1584	-1.72089	-1.61539	1.18929	-2.150576e+01	-3.415237e+02	-3.630294e+02
4100	1.01527	0.964097	0.720769	0.634063	0.703556	0.721515	0.535902	0.255766	0.322564	0.712073	0.580836	-1.03673	-1.04328	4.28967	0.573195	0.218305	11.526	-2.1832	-1.17766	3.07609	-1.54269	-1.02992	2.80895	-2.10646	-1.26886	4.24531	-1.62061	-1.25122	-0.0857375	-3.248420e+01	-3.372608e+02	-3.697450e+02
4200	1.02571	1.04921	0.693895	0.696504	0.420579	0.75984	0.731432	0.391695	0.435472	0.729442	0.578032	-1.99079	-1.38284	3.8674	0.10166	0.101562	2.81491	-2.45341	-1.47462	3.32798	-1.99134	-1.03973	2.11351	-1.74451	-1.14756	3.60446	-1.51165	-1.00807	1.68816	-2.077097e+01	-3.382073e+02	-3.589782e+02
4300	1.06411	0.948307	0.684264	0.786561	0.676357	0.788645	0.692684	0.378969	0.414939	1.09068	0.6344	-1.47561	-1.28874	4.38934	0.146518	0.116396	1.75502	-1.99453	-1.85901	4.25693	-1.53423	-1.40164	3.53391	-1.74084	-1.5619	4.48042	-0.949164	-1.58635	3.69353	-2.000032e+01	-3.368623e+02	-3.568626e+02
4400	1.10581	1.07866	0.759002	0.721464	0.6141	0.83755	0.913806	0.322994	0.55564	0.793015	0.371871	-1.10604	-1.66446	3.57263	0.34503	0.165647	1.50886	-2.27012	-2.20722	4.19643	-1.57719	-1.48091	3.51492	-1.81209	-0.671574	3.66448	-2.03955	-1.8346	3.82152	-2.894668e+01	-3.346460e+02	-3.635927e+02
4500	1.02998	1.20083	0.703061	0.694522	0.511501	0.760959	0.666966	0.371791	0.625025	0.968907	0.664609	-1.94676	-1.13029	0.537141	0.0862285	0.0825439	6.25464	-2.54201	-0.827904	3.04167	-1.7661	-1.49799	3.05286	-2.33555	-0.781296	2.93235	-1.60105	-0.790292	0.825731	-2.816119e+01	-3.380324e+02	-3.661936e+02
4600	0.997317	1.02012	0.607336	0.63133	0.536887	0.816979	0.809133	0.490577	0.604459	0.819043	0.890984	-2.65849	-0.717958	2.69051	0.2032	0.156259	2.90528	-2.01707	-1.08288	2.61622	-2.24074	-1.18012	1.59238	-3.1282	-1.05865	0.794561	-1.6582	-1.03576	2.98225	-2.801381e+01	-3.397778e+02	-3.677916e+02
4700	0.955897	0.967633	0.519507	0.752748	0.538702	0.96865	0.823833	0.313059	0.569561	1.06489	0.268677	-2.32082	-0.12607	1.57266	0.720623	0.101698	1.24384	-2.6639	-0.559819	2.52673	-1.65844	0.231479	1.72053	-2.51755	-0.100819	2.61441	-1.8011	-0.48951	2.45607	-2.627547e+01	-3.406629e+02	-3.669384e+02
4800	1.02285	1.00959	0.660056	0.749541	0.538434	0.818369	0.897662	0.275092	0.400057	0.843558	0.389498	-1.73277	-1.14165	4.11265	0.246364	0.159916	3.6235	-2.07947	-1.28937	3.49024	-1.70158	-1.20901	2.95793	-2.18707	-0.492605	3.38739	-1.70122	-1.36011	3.94645	-2.220629e+01	-3.338808e+02	-3.560871e+02
4900	0.999764	1.09147	0.607959	0.884871	0.63726	0.79066	0.764441	0.606034	0.507227	0.63652	0.6716	-2.72239	-2.20726	3.58908	0.343578	0.314446	1.37711	-2.29771	-1.46497	2.92433	-1.84216	-2.20782	3.89201	-2.64098	-2.46274	3.6994	-2.17453	-1.21098	1.5951	-2.943499e+01	-3.380342e+02	-3.674692e+02
5000	0.901555	1.04403	0.489532	0.56423	0.679658	0.704276	1.07562	0.299107	0.574799	0.908607	0.712317	-2.04216	-2.11216	4.37542	0.20252	0.103907	1.39235	-2.6037	-2.06215	3.53568	-1.67574	-2.57762	4.42624	-2.23661	-2.07777	4.42708	-1.73795	-1.76177	4.50338	-1.878924e+01	-3.440425e+02	-3.628318e+02
5100	1.03373	1.18393	0.676951	0.630936	0.503984	0.811829	0.50077	0.455707	0.406082	0.744746	0.367559	-2.06895	-0.910218	3.94888	0.154714	0.290729	2.34687	-2.61062	-1.11795	3.22958	-1.58914	-0.648326	2.98872	-2.22857	-0.459499	3.278	-1.89761	-0.509911	0.185911	-2.492560e+01	-3.395013e+02	-3.644269e+02
5200	0.969289	0.970178	1.0107	0.859883	0.578328	0.908343	0.882022	0.342676	0.56729	1.01238	0.69438	-1.78466	-1.52214	4.14925	0.0749478	0.177133	1.30807	-2.25136	-1.70004	3.64288	-1.60696	-1.458	3.286	-1.94355	-1.49569	4.24634	-1.51593	-0.578653	2.16404	-2.288706e+01	-3.423438e+02	-3.652308e+02
5300	0.912701	1.01344	0.601077	0.584297	0.413179	0.825121	0.899158	0.509774	0.543147	0.585109	0.59331	-1.76741	-0.505948	2.38274	0.0927699	0.230661	7.08289	-2.19579	-0.991512	2.72278	-1.49878	-0.295222	1.94172	-2.01251	-0.951833	3.82666	-1.61383	0.487447	0.310903	-2.767243e+01	-3.395197e+02	-3.671921e+02
5400	1.06874	1.03971	0.76184	0.831829	0.709632	0.834882	0.860155	0.392431	0.393209	0.827227	0.329257	-2.04013	-0.0368677	2.88146	0.283217	0.0999448	2.92215	-2.3194	0.202015	1.94142	-1.54587	0.249426	1.83968	-3.21398	-0.470264	2.00257	-1.45729	-0.390098	0.132479	-2.784605e+01	-3.339344e+02	-3.617805e+02
5500	1.02793	0.967669	0.774938	0.73702	0.670957	0.886256	0.715488	0.452471	0.498692	0.986492	0.848467	-2.08007	0.153498	1.61525	0.259673	0.118594	1.20502	-2.16832	0.579403	0.554159	-1.74816	-0.0752127	1.55299	-1.87773	-0.153645	3.34415	-1.476	-0.355528	1.61016	-2.503100e+01	-3.402245e+02	-3.652555e+02
5600	0.946457	1.02809	0.694546	0.538395	0.641471	0.783782	0.765483	0.467815	0.444879	0.796356	0.691889	-2.37399	-0.126905	1.98754	0.205455	0.239368	0.822024	-2.65049	-0.332065	1.2899	-1.89265	0.0608143	1.97228	-2.47137	0.50283	2.04998	-2.66965	-0.829191	1.34607	-2.372376e+01	-3.403177e+02	-3.640415e+02
5700	1.01842	1.11111	0.553245	0.829556	0.550637	0.921573	1.10061	0.31715	0.441577	0.731958	0.530171	-2.28898	-0.395275	2.50847	0.0921249	0.172281	1.48377	-2.4283	-0.243308	2.30915	-1.73088	-0.0422964	1.90565	-2.75348	0.034647	2.08947	-2.34091	0.209185	0.74395	-2.306501e+01	-3.375835e+02	-3.606485e+02
5800	0.937089	1.13045	0.6985	0.811646	0.632402	0.848027	0.685972	0.427949	0.525342	0.780446	0.588239	-2.19641	-0.0533219	1.31493	0.0581095	0.219944	2.14785	-2.14434	-0.372405	2.48724	-2.05545	-0.587463	1.11228	-2.24218	-1.15921	2.22847	-1.79926	0.013035	2.26419	-2.463621e+01	-3.407637e+02	-3.653999e+02
5900	1.23409	1.0465	0.712932	0.664372	0.52767	0.891971	0.745316	0.622341	0.485939	0.743743	0.556163	-2.43625	-0.260225	1.84737	0.0840037	0.103734	3.05812	-2.32102	-0.14375	1.93744	-2.13995	-0.238144	1.52297	-2.51477	-0.185426	1.97995	-2.12652	-0.651172	1.32906	-1.983025e+01	-3.391473e+02	-3.589775e+02
6000	1.00339	1.22092	0.701744	0.544832	0.559697	0.78587	0.543408	0.442716	0.380817	1.09448	0.557224	-2.17723	0.197712	1.81107	0.0727227	0.117488	0.722895	-2.38212	0.552151	1.86585	-1.89141	0.0791256	1.7862	-2.40981	-0.259323	3.15521	-1.95794	0.272435	2.16302	-1.934091e+01	-3.417480e+02	-3.610889e+02
6100	1.08219	1.14713	0.522638	0.630284	0.619597	0.735296	0.62706	0.57966	0.503446	0.869703	0.31213	-1.61436	-0.829449	1.57353	0.138811	0.148539	2.70437	-2.5058	-0.955699	2.67172	-1.18697	-0.298104	2.40454	-1.64439	-0.47803	3.42837	-1.37307	-0.150899	2.53892	-2.633781e+01	-3.398567e+02	-3.661945e+02
6200	0.98523	1.15681	0.75966	0.810946	0.553443	0.823397	0.925756	0.39272	0.518097	0.880099	0.547861	-1.83666	-1.2049	4.09675	0.0817951	0.0798103	0.835511	-1.95744	-1.8073	4.14928	-1.37411	-1.05645	3.23704	-2.10969	-1.15231	4.0203	-1.5442	-1.2752	4.21118	-1.899092e+01	-3.363590e+02	-3.553499e+02
6300	0.923732	1.10564	0.609723	1.01331	0.570077	0.854812	0.733157	0.237052	0.384918	0.756371	0.462292	-2.23401	-1.88053	4.21909	0.183685	0.137409	4.8371	-2.24858	-2.4182	4.33163	-1.36111	-1.78811	4.08689	-1.82623	-1.68354	4.60029	-1.67564	-2.72381	3.55204	-2.627711e+01	-3.355064e+02	-3.617835e+02
6400	1.1599	1.14132	0.699134	0.803084	0.614354	0.887349	0.785856	0.649172	0.476008	0.647031	0.758221	-3.00654	-3.0969	4.43192	0.264849	0.41642	1.70526	-2.7636	-2.51691	3.65312	-1.92391	-3.43822	4.10153	-3.01664	-2.56182	4.46789	-1.84273	-3.71994	3.02762	-2.995375e+01	-3.389747e+02	-3.689284e+02
6500	1.06416	1.10428	0.739438	0.59365	0.400719	0.922982	0.908176	0.276573	0.443504	0.661881	0.396371	-2.52046	-0.891369	3.88853	0.304998	0.539012	6.49004	-2.51888	-1.41028	3.37769	-1.75627	-1.95128	3.65582	-2.96476	-0.894087	3.10342	-1.84251	-1.91445	1.7333	-3.252012e+01	-3.387955e+02	-3.713156e+02
6600	1.02756	1.06476	0.746902	0.694224	0.481071	0.829371	0.505741	0.220714	0.480246	0.998721	0.48122	-1.73146	-1.90508	4.28147	0.329281	0.157169	2.80738	-2.82444	-1.8854	2.96877	-1.56585	-1.98233	4.05003	-2.79716	-2.3395	2.93356	-1.77392	-2.46858	4.22664	-2.534071e+01	-3.413084e+02	-3.666491e+02
6700	1.09774	1.02366	0.535639	0.436026	0.468434	0.932428	0.551635	0.251722	0.589217	0.891872	0.683977	-1.8865	-3.60124	4.31047	0.550638	0.108047	2.38813	-3.01567	-4.14114	3.97377	-2.13784	-3.62023	3.83106	-3.02776	-3.30959	0.313823	-1.24751	-3.51336	4.30886	-2.814315e+01	-3.506667e+02	-3.788098e+02
6800	0.946992	1.10429	0.644036	0.744281	0.605464	0.800497	0.785951	0.671525	0.540796	0.983907	0.570551	-1.66973	-1.33974	4.30248	0.122889	0.0735257	2.71712	-1.41935	-1.68022	3.97012	-1.53052	-1.83485	4.15003	-1.79934	-1.06663	3.92091	-1.78205	-1.30027	3.10066	-1.968325e+01	-3.389052e+02	-3.585885e+02
6900	1.04412	1.17384	0.601326	0.637354	0.559164	0.752726	0.63691	0.507495	0.482159	0.713022	0.56415	-1.99737	-0.97072	2.16293	0.142642	0.160223	3.07495	-2.7657	-0.548985	2.29213	-1.67774	-1.36739	3.39738	-2.19981	-1.32945	4.42262	-1.90307	-1.06505	1.89871	-2.450691e+01	-3.360848e+02	-3.605917e+02
