Level	Simulation	Output_Var	Time	Data	Prediction
1_2_3	8	lnCU_APAP_mcg	0	-1	-20

1_2_3	8	lnCU_AG_mcg	0	-1	-20

1_2_3	8	lnCU_AS_mcg	0	-1	-20


1_2_4	9	lnCPL_APAP_mcgL	0.167	8.35	8.64227
1_2_4	9	lnCPL_APAP_mcgL	0.333	8.7451	8.78081
1_2_4	9	lnCPL_APAP_mcgL	0.5	8.8069	8.74939
1_2_4	9	lnCPL_APAP_mcgL	0.75	8.8763	8.6783
1_2_4	9	lnCPL_APAP_mcgL	1	8.7903	8.61311
1_2_4	9	lnCPL_APAP_mcgL	1.5	8.6673	8.49623
1_2_4	9	lnCPL_APAP_mcgL	2	8.6161	8.38476
1_2_4	9	lnCPL_APAP_mcgL	3	8.304	8.16361
1_2_4	9	lnCPL_APAP_mcgL	4	8.074	7.94239
1_2_4	9	lnCPL_APAP_mcgL	6	7.3963	7.4993
1_2_4	9	lnCPL_APAP_mcgL	8	6.8522	7.05561
1_2_4	9	lnCPL_APAP_mcgL	10	-1	6.61153
1_2_4	9	lnCPL_APAP_mcgL	12	-1	6.1672

1_2_4	9	lnCPL_AG_mcgL	0.167	5.8435	6.02924
1_2_4	9	lnCPL_AG_mcgL	0.333	7.1066	7.19392
1_2_4	9	lnCPL_AG_mcgL	0.5	7.6009	7.67052
1_2_4	9	lnCPL_AG_mcgL	0.75	8.1519	8.01287
1_2_4	9	lnCPL_AG_mcgL	1	8.4163	8.19057
1_2_4	9	lnCPL_AG_mcgL	1.5	8.499	8.37489
1_2_4	9	lnCPL_AG_mcgL	2	8.5487	8.46707
1_2_4	9	lnCPL_AG_mcgL	3	8.7355	8.52928
1_2_4	9	lnCPL_AG_mcgL	4	8.6179	8.50259
1_2_4	9	lnCPL_AG_mcgL	6	8.2079	8.31309
1_2_4	9	lnCPL_AG_mcgL	8	7.7142	8.02681
1_2_4	9	lnCPL_AG_mcgL	10	7.384	7.68787
1_2_4	9	lnCPL_AG_mcgL	12	-1	7.31676

1_2_4	9	lnCPL_AS_mcgL	0	-1	-20

1_2_4	9	lnCU_APAP_mcg	2	8.8039	8.88742
1_2_4	9	lnCU_APAP_mcg	4	9.3501	9.40548
1_2_4	9	lnCU_APAP_mcg	6	9.3673	9.63636
1_2_4	9	lnCU_APAP_mcg	8	9.9085	9.76064
1_2_4	9	lnCU_APAP_mcg	12	10.1346	9.87669
1_2_4	9	lnCU_APAP_mcg	24	10.1226	9.94545

1_2_4	9	lnCU_AG_mcg	2	11.4285	10.8548
1_2_4	9	lnCU_AG_mcg	4	12.1007	11.8129
1_2_4	9	lnCU_AG_mcg	6	12.3673	12.2583
1_2_4	9	lnCU_AG_mcg	8	12.4799	12.507
1_2_4	9	lnCU_AG_mcg	12	12.6115	12.749
1_2_4	9	lnCU_AG_mcg	24	12.6281	12.9014

1_2_4	9	lnCU_AS_mcg	0	-1	-20


1_2_5	10	lnCPL_APAP_mcgL	0.25	9.6989	9.71694
1_2_5	10	lnCPL_APAP_mcgL	0.5	9.7585	9.6922
